"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","I3 H12 ANG","I3 H13 ANG"
"1555347655409","04/15/19  17:00:55.409   ","0.52","61.4","0.185","34.3","0.4","0.178","100","4.24","32.47","2.02","9.3","0.77","2.24","0.27","2.38","0.21","0.95","0.31","0.85","0.29","0.47","0.21","0.31","61.4","-18.7","-70.5","-131","61.4","-18.7","-70.5","-131","-173.9","137.3","0.9","0","-67.4","55.9","50.5","-11.6","47.9"
"1555347656202","04/15/19  17:00:56.202   ","0.52","61.5","0.184","34.1","0.3","0.177","100","3.82","32.43","1.7","9.28","0.65","1.94","0","2.35","0.26","0.89","0.25","0.8","0.39","0.54","0.2","0","61.5","-19.3","-70.4","-130.3","61.5","-19.3","-70.4","-130.3","-172.8","142.7","4.6","0","-67.9","28","36.7","-21.3","53.6"
"1555347657421","04/15/19  17:00:57.421   ","0.52","61.3","0.186","34.1","0.4","0.177","100","3.94","32.26","1.94","9.2","0.83","2.19","0","2.49","0.23","0.97","0.28","0.97","0","0.42","0.27","0.29","61.5","-15.6","-70.3","-131.9","61.6","-18","-70","-133.4","-173.2","148.2","6.3","0","-64.9","0","33.1","8.8","47"
"1555347658196","04/15/19  17:00:58.196   ","0.52","61.3","0.186","34.3","0.4","0.177","100","4.01","32.6","1.9","9.1","0.63","2.34","0.28","2.11","0","1.05","0.38","0.61","0","0.61","0","0.29","61.4","-18","-71.1","-124","61.4","-18","-71.1","-124","-175.8","155.3","-4.6","-12.4","-65.6","0","22.9","43.5","36.3"
"1555347659453","04/15/19  17:00:59.453   ","0.52","61.5","0.186","34.1","0.3","0.177","100","3.45","32.38","1.66","9.21","0.79","1.93","0.26","2.18","0","0.72","0.38","1","0.26","0.28","0.28","0.42","61.6","-19.5","-69.9","-133.8","61.6","-16.3","-70.2","-130.6","-172.2","143.1","3","0","-61","0","24.1","-45.6","48.7"
"1555347660292","04/15/19  17:01:00.292   ","0.52","61.5","0.185","34","0.3","0.177","100","3.58","32.33","1.99","8.94","0.73","2.05","0.3","2.13","0","1.12","0.2","0.61","0","0.38","0.29","0.31","61.5","-15.5","-70.4","-122.1","61.6","-16.4","-69.9","-124.6","-170.5","140.7","-4.9","0","-60.8","0","37.3","-2.4","54.7"
"1555347661499","04/15/19  17:01:01.499   ","0.52","61.4","0.185","33.9","0.3","0.177","100","3.49","32.6","1.76","8.95","0.75","2.26","0.4","2.45","0","0.75","0.44","0.64","0","0.63","0.26","0","61.5","-14.6","-70.4","-120.2","61.4","-12.2","-70.6","-125.8","-174.4","139.5","-0.2","17.4","-64.7","-51.1","22.6","-26.4","34.8"
"1555347662205","04/15/19  17:01:02.205   ","0.52","61.4","0.185","33.9","0.3","0.179","100","3.71","32.48","2","8.92","0.35","2.14","0","2.53","0.28","1.12","0.25","0.57","0","0.33","0","0.57","61.5","-11.5","-70.6","-127.3","61.5","-11.5","-70.6","-127.3","-173.3","102.5","5.9","0","-61.5","-37.6","22.1","110.4","20.8"
"1555347663421","04/15/19  17:01:03.421   ","0.52","61.5","0.185","33.8","0.3","0.178","100","3.38","32.3","1.6","9.04","0.3","2.19","0","2.62","0.29","0.77","0","0.64","0","0.53","0.4","0.58","61.5","-12.9","-70.7","-127.5","61.6","-13.6","-70.2","-130.5","-173.2","97.1","-0.1","-105.4","-64.7","-45.2","12.7","153.9","21.7"
"1555347664202","04/15/19  17:01:04.202   ","0.52","61.5","0.186","33.9","0.3","0.178","100","3.42","32.24","1.66","9.02","0.5","2.29","0.52","2.87","0.26","0.86","0","0.84","0.23","0.43","0.22","0.28","61.5","-8.8","-70.4","-133.8","61.5","-8.8","-70.4","-133.8","-174.6","85.7","2.8","-46","-60.5","-36.8","-0.8","0","47.4"
"1555347665604","04/15/19  17:01:05.604   ","0.52","61.5","0.185","33.9","0.3","0.178","100","3.11","32.18","1.63","9.04","0.49","2.4","0.33","2.83","0.26","0.83","0.36","0.73","0","0.43","0","0.6","61.6","-14.7","-70.6","-128.8","61.6","-15.2","-70.1","-130.6","-173.8","70.1","5.9","0","-60.5","-40.5","25.4","122.6","49"
"1555347666199","04/15/19  17:01:06.199   ","0.52","61.5","0.186","34.1","0.3","0.178","100","3.53","32.44","1.78","9.1","0.37","2.16","0.29","2.52","0.22","0.93","0.21","0.61","0.4","0.27","0","0.42","61.3","-13.3","-70.4","-129.9","61.3","-13.3","-70.4","-129.9","-173.9","109.3","-0.9","-95.6","-61.5","-62.7","22.4","90.4","36.8"
"1555347667403","04/15/19  17:01:07.403   ","0.52","61.6","0.185","33.9","0.3","0.179","100","3.95","32.08","1.67","8.84","0.56","2.02","0.26","2.79","0.41","1.07","0","0.75","0.28","0.52","0.26","0.24","61.5","-14.3","-70","-128.5","61.4","-11","-70.3","-124.6","-174.1","118.5","1.9","-35.6","-62.6","-62.9","29.1","0","23.6"
"1555347668258","04/15/19  17:01:08.258   ","0.52","61.5","0.186","33.9","0.3","0.178","100","3.83","32.13","1.71","8.88","0.65","2.2","0.44","2.52","0.45","1.07","0","0.66","0.21","0.49","0.32","0.31","61.4","-9.2","-70.2","-126.7","61.4","-9.2","-70.2","-126.7","-174.6","110.4","-6","-31.8","-58.3","-78","17.6","0","31.9"
"1555347669642","04/15/19  17:01:09.642   ","0.52","61.3","0.185","34","0.3","0.178","100","3.57","32.07","1.59","9.05","0.64","1.85","0.3","2.27","0.22","1.05","0.36","1.16","0.26","0.24","0.22","0","61.4","-18.7","-70.6","-140.2","61.4","-17.9","-70.6","-140.8","-171.9","138.8","-2.8","0","-65.2","0","43.6","-21.6","40.6"
"1555347670196","04/15/19  17:01:10.196   ","0.52","61.4","0.184","34.1","0.3","0.178","100","3.45","32.43","1.62","9.01","0.7","2.17","0","2.02","0","0.88","0","1.05","0.37","0","0.22","0","61.5","-20.5","-70.2","-139.4","61.5","-20.5","-70.2","-139.4","-171.6","131.8","4.9","0","-65.5","0","51.2","0","37.9"
"1555347671414","04/15/19  17:01:11.414   ","0.52","61.3","0.185","34.1","0.3","0.178","100","2.93","32.11","1.34","9.15","0.52","1.77","0","2.13","0.33","1.06","0.3","1.04","0","0.49","0.33","0","61.5","-20.2","-70.3","-142.4","61.5","-20.6","-70.1","-133.9","-172.6","146.6","2.4","-53.5","-64.8","0","38.1","-54.3","51"
"1555347672202","04/15/19  17:01:12.202   ","0.52","61.4","0.186","34","0.3","0.177","100","3.4","32.32","1.61","9.11","0.67","1.84","0","2.32","0.26","0.8","0","1.02","0.27","0.45","0","0","61.4","-17.8","-70.5","-131.9","61.3","-18.1","-70.4","-133.2","-173.5","140.9","2","0","-67","35.2","46.5","-34","47.6"
"1555347673548","04/15/19  17:01:13.548   ","0.52","61.2","0.184","33.9","0.3","0.177","100","3.27","32.18","1.67","9.17","0.68","1.94","0.28","2.24","0.28","1.02","0","1.11","0.39","0.43","0.29","0.27","61.3","-18.3","-70.2","-136.5","61.3","-18.3","-70.2","-136.5","-174.6","139.4","2","-0.8","-63.2","-23.6","30.6","-35.8","32.5"
"1555347674198","04/15/19  17:01:14.198   ","0.52","61.3","0.186","33.8","0.3","0.179","100","3.29","32.27","1.47","9.14","0.63","1.98","0","2.29","0.2","1.11","0","0.96","0.32","0","0","0","61.2","-20.3","-71","-135.9","61.4","-17.7","-70.5","-135.2","-173.4","121.5","-1.8","-2.6","-66.1","-47.1","32.6","-129.1","40.1"
"1555347675423","04/15/19  17:01:15.423   ","0.52","61.4","0.185","34.1","0.3","0.177","100","3.23","32.42","1.67","9.3","0.76","1.86","0","2.35","0.2","0.79","0.43","0.86","0","0.39","0.33","0.26","61.3","-18.5","-70.3","-133.7","61.4","-17.3","-70.6","-132.9","-174.2","145","3.2","0","-62.3","40.4","27.3","-32.5","37.3"
"1555347676195","04/15/19  17:01:16.195   ","0.52","61.5","0.185","34.1","0.3","0.178","100","3.35","32.4","1.69","9.23","0.77","1.99","0.23","2.41","0.45","0.95","0","0.94","0","0.52","0.34","0.28","61.5","-17.7","-70","-134.2","61.4","-17.2","-70.1","-140.9","-172.7","135.4","-0.5","1.3","-65.3","0","39.4","0","40.8"
"1555347677428","04/15/19  17:01:17.428   ","0.51","61.4","0.183","33.6","0.3","0.173","100","4.76","32.02","2.13","9.13","0.78","1.62","0.22","2.38","0.33","1.1","0","0.97","0.28","0.25","0.5","0.42","61.5","-18.9","-71.4","-136.1","61.4","-18.3","-71.1","-130.5","-175.7","126.8","7.9","-26.9","-62.9","70.9","22.2","0","45.6"
"1555347678197","04/15/19  17:01:18.197   ","0.51","61.5","0.185","33.7","0.3","0.175","100","3.8","31.99","1.68","8.79","0.55","2","0.54","2.47","0.45","0.7","0","0.92","0","0","0","0.22","61.7","-10.3","-70.2","-127.7","61.6","-10.3","-70.6","-125.6","-175.2","141.5","-0.1","2.1","-62.5","-76.5","22","49.3","45.8"
"1555347679408","04/15/19  17:01:19.408   ","0.51","61.3","0.184","34","0.3","0.176","100","3.79","32.25","1.77","9.22","0.75","1.95","0","2.39","0","0.94","0.28","1.08","0","0.44","0.42","0.33","61.4","-18.9","-70.5","-127.8","61.5","-18.8","-70.8","-127","-172.2","137.1","-4.6","7.2","-67.6","0","45.8","-33.1","49.9"
"1555347680200","04/15/19  17:01:20.200   ","0.51","61.3","0.185","34","0.3","0.177","100","3.8","32.18","1.85","9.01","0.8","2.12","0.3","2.18","0","0.9","0","1.04","0.2","0","0.23","0","61.3","-18.9","-70.3","-129.4","61.4","-15.2","-70.2","-127.4","-173.3","129.1","-0.2","-5.3","-65.2","0","42.5","-45","61.2"
"1555347681410","04/15/19  17:01:21.410   ","0.52","61.3","0.183","33.8","0.3","0.177","100","3.94","32.44","1.85","9.18","0.71","2.01","0","2.27","0","0.98","0","0.72","0.23","0.53","0","0.67","61.5","-12.7","-70.6","-122.4","61.4","-16","-70.8","-126.2","-173.9","126.8","4.1","-56.6","-62.2","94.6","16.7","46.7","43.6"
"1555347682550","04/15/19  17:01:22.550   ","0.51","61.6","0.184","33.9","0.3","0.176","100","3.73","32.15","1.71","8.79","0.59","2.18","0.36","2.52","0.39","0.84","0.25","0.7","0","0.21","0.35","0.32","61.5","-12","-70.4","-135.1","61.7","-8.7","-70","-133.4","-173.6","78.1","5.9","-62.7","-64","-63.2","19.9","0","31.3"
"1555347683723","04/15/19  17:01:23.723   ","0.51","61.3","0.184","33.9","0.3","0.176","100","3.15","32.13","1.6","9.14","0.6","1.79","0.33","2.12","0.2","1.05","0.26","1.16","0.3","0","0.21","0.39","61.3","-20.9","-70.8","-140.3","61.4","-21.6","-70.6","-135.9","-172.9","153.3","-3.7","0","-68.4","0","43.9","-18.9","35.9"
"1555347684202","04/15/19  17:01:24.202   ","0.51","61.4","0.184","33.9","0.3","0.177","100","3.38","32.06","1.73","9.17","0.57","1.87","0","2.38","0.2","0.98","0","1.09","0","0.4","0.41","0.29","61.5","-19.6","-70.4","-132.7","61.4","-18.3","-70.2","-129.7","-173.4","132.4","5.9","-17.1","-65.5","10.1","28.2","-26.8","50.9"
"1555347685406","04/15/19  17:01:25.406   ","0.51","61.5","0.184","34","0.3","0.177","100","3.61","32.23","1.95","9.05","0.59","2.03","0.21","2.23","0","1.14","0.26","0.62","0","0.76","0","0.54","61.3","-13.2","-71","-123.3","61.4","-10.9","-70.6","-126.3","-174.4","127.6","2.9","0","-67.2","0","21.7","84.9","20.5"
"1555347686202","04/15/19  17:01:26.202   ","0.52","61.3","0.185","34.1","0.3","0.178","100","3.93","32.23","1.86","9.18","0.5","1.91","0","2.39","0.3","1.11","0.34","0.86","0.22","0.5","0","0.46","61.3","-11.3","-71.2","-125.7","61.3","-10.8","-70.9","-130.4","-174.5","131.8","-5","0","-62.8","-5.1","21.9","87.8","37.7"
"1555347687440","04/15/19  17:01:27.440   ","0.52","61.2","0.184","34","0.3","0.178","100","3.78","32.35","1.82","8.9","0.45","2.15","0","2.44","0.36","1.02","0.21","0.64","0","0.51","0","0.49","61.3","-13.2","-71.1","-131.5","61.4","-13.3","-70.8","-128.1","-174.4","77.5","4.4","-68.7","-65.7","-65.3","18.4","129","20.3"
"1555347688200","04/15/19  17:01:28.200   ","0.52","61.5","0.184","33.9","0.3","0.176","100","3.93","32.23","1.71","9.02","0.43","1.99","0.3","2.57","0.28","1.03","0.3","0.74","0","0.35","0.3","0.48","61.6","-12.7","-70.1","-132.2","61.4","-9.9","-70.7","-130.6","-174.2","85.9","3.2","-56.9","-61.3","-49.6","32.1","0","26.4"
"1555347689679","04/15/19  17:01:29.679   ","0.52","61.4","0.185","33.9","0.3","0.178","100","3.32","31.92","1.7","8.83","0.43","2.25","0.41","2.6","0.37","0.77","0.29","0.59","0","0.32","0.34","0.48","61.5","-14.2","-70.8","-133.9","61.5","-14.2","-70.8","-133.9","-174.1","56.4","4.4","-95.5","-65","-63.1","14.1","119","36.5"
"1555347690203","04/15/19  17:01:30.203   ","0.52","61.5","0.183","34","0.3","0.177","100","3.5","32.22","1.79","8.92","0.59","2.24","0","2.49","0.25","1.01","0.26","0.62","0.23","0.62","0","0.33","61.5","-12.9","-71","-125.9","61.5","-15.2","-70.5","-127.9","-174.8","117.6","0.4","0","-65.8","0","19.6","82.9","42.1"
"1555347691441","04/15/19  17:01:31.441   ","0.52","61.4","0.185","34.3","0.4","0.177","100","3.82","32.46","1.91","9.37","0.65","2.08","0.38","2.35","0","1.05","0.43","0.89","0","0.6","0.21","0.36","61.3","-12.8","-71.2","-127.8","61.4","-11.7","-70.7","-122.6","-176.2","144.1","-5","-37.3","-64.5","160.4","28.2","39","29.5"
"1555347692204","04/15/19  17:01:32.204   ","0.52","61.5","0.185","34.1","0.4","0.179","100","3.57","32.65","1.76","8.99","0.71","2.16","0.29","2.23","0.27","0.91","0.31","0.77","0","0.68","0.2","0.31","61.4","-15.3","-71","-123.5","61.4","-15.3","-71","-127.9","-174.9","127.9","1","-78.2","-62.8","0","36.2","50.8","42.1"
"1555347693553","04/15/19  17:01:33.553   ","0.52","61.2","0.185","34.1","0.3","0.178","100","4.01","32.12","1.95","9.04","0.46","1.98","0","2.42","0.43","1.14","0.36","0.66","0","0.56","0","0.66","61.4","-10.9","-71","-127.8","61.4","-10.9","-71","-127.8","-173.6","103.9","2.2","0","-64.2","-25.8","21.5","115.3","24.9"
"1555347694196","04/15/19  17:01:34.196   ","0.52","61.4","0.186","34.1","0.3","0.178","100","3.57","32.39","1.93","8.97","0.52","2.01","0.24","2.24","0.2","1.13","0.31","0.66","0","0.62","0","0.41","61.5","-13.1","-70.6","-119.3","61.5","-13.1","-70.6","-119.3","-174","158.3","-1.3","-19.3","-65.4","-23","25.7","77.8","18.6"
"1555347695418","04/15/19  17:01:35.418   ","0.52","61.2","0.184","34.1","0.3","0.178","100","4.05","32.22","1.83","8.99","0.35","1.92","0.22","2.52","0.48","1.11","0.3","0.67","0","0.55","0","0.58","61.5","-13.1","-70.7","-127.7","61.5","-13.8","-70.4","-126","-175.2","113.1","1.6","-97.5","-64.6","-42.6","20.4","0","24.3"
"1555347696204","04/15/19  17:01:36.204   ","0.52","61.2","0.183","34.2","0.3","0.18","100","3.82","32.28","2.01","9.08","0.77","2.06","0.26","2.08","0.21","0.93","0.4","0.78","0","0.71","0.27","0.47","61.3","-14.8","-71","-123.9","61.3","-14.8","-71","-123.9","-175.9","134.8","-4","-23.2","-66.8","103","15.1","72.3","47.5"
"1555347697601","04/15/19  17:01:37.601   ","0.52","61.1","0.186","34.2","0.4","0.18","100","3.63","32.38","2.07","9.04","0.52","2","0","2.49","0","1.12","0.58","0.43","0","0.65","0","0.4","61.2","-11.5","-70.9","-126.6","61.3","-15.3","-70.9","-134.6","-175.7","134.1","1.1","-14.4","-71.9","0","20.8","49.7","39.1"
"1555347698209","04/15/19  17:01:38.209   ","0.52","61.4","0.185","34.2","0.4","0.18","100","3.42","32.4","1.76","8.93","0.84","2.04","0.4","2.04","0","1.07","0.2","1.04","0.26","0.38","0.42","0.2","61.3","-14.8","-70.3","-129.9","61.3","-14.8","-70.3","-129.9","-174.5","131.2","-4.2","22.5","-72.1","0","38.6","31","43.2"
"1555347699442","04/15/19  17:01:39.442   ","0.52","61.3","0.185","34.2","0.4","0.179","100","3.98","32.48","2.15","9.24","0.78","2.07","0.38","2.36","0.43","0.84","0.4","1.01","0.28","0.51","0.22","0.28","61.4","-20.3","-70.5","-135.8","61.4","-16.6","-70.5","-128.9","-175.2","124.6","0.4","-65.2","-66.7","37.5","40","-5.7","36.5"
"1555347700199","04/15/19  17:01:40.199   ","0.52","61.3","0.185","34.3","0.4","0.178","100","4.38","32.52","1.95","9.28","0.64","2.32","0.2","2.31","0.34","1.02","0.43","0.8","0","0.47","0.29","0.38","61.3","-17.3","-70.4","-129.5","61.3","-17.3","-70.4","-129.5","-175.1","131.6","0.7","-82.1","-69.6","92.4","38.6","9.2","34.9"
"1555347701419","04/15/19  17:01:41.419   ","0.51","61.4","0.185","34.1","0.3","0.178","100","3.52","32.4","1.55","9.2","0.44","1.92","0.26","2.24","0","0.9","0.29","1.05","0","0.37","0.37","0","61.5","-18.6","-70.4","-140","61.4","-23.6","-70.6","-135.4","-172.6","140","6.3","0","-59.2","0","37.6","-55.6","48.6"
"1555347702340","04/15/19  17:01:42.340   ","0.52","61.4","0.185","34.1","0.4","0.178","100","3.44","32.24","1.45","9.11","0.61","2.06","0.32","2.21","0","1.1","0","1.02","0.51","0.25","0","0","61.3","-18.7","-70.7","-126.5","61.3","-18.7","-70.7","-126.5","-174.6","136.8","6.3","-12.2","-66.1","0","42.1","0","42.4"
"1555347703636","04/15/19  17:01:43.636   ","0.52","61.4","0.186","34.2","0.4","0.179","100","3.17","32.49","1.48","9.24","0.67","1.87","0.25","2.18","0","1.08","0.28","0.98","0.24","0.4","0.28","0.28","61.3","-21.2","-70.6","-133.6","61.3","-21.2","-70.6","-133.6","-172.6","132.7","1","-47.7","-63.4","-31","30.1","-44.6","35.1"
"1555347704278","04/15/19  17:01:44.278   ","0.52","61.4","0.185","34.1","0.4","0.178","100","3.03","32.47","1.75","9.26","0.59","2.26","0","2.48","0","0.94","0.37","0.63","0","0.54","0.22","0.21","61.3","-9.8","-70.8","-123.5","61.3","-9.8","-70.8","-123.5","-174","148.4","0.2","0","-63.3","0","14.8","-1.5","39.1"
"1555347705402","04/15/19  17:01:45.402   ","0.52","61.3","0.184","34.2","0.4","0.179","100","3.35","32.7","1.9","9.11","0.84","2.18","0.36","2.31","0","0.93","0.34","0.74","0.26","0.47","0.44","0.38","61.4","-15.1","-70.7","-119.5","61.4","-15.1","-70.7","-119.5","-174.5","158.2","-1.4","4.9","-65","0","18.6","46.9","37.8"
"1555347706198","04/15/19  17:01:46.198   ","0.52","61.3","0.185","34","0.3","0.178","100","3.25","32.35","1.72","8.99","0.41","2.35","0","2.9","0.34","0.81","0.44","0.56","0","0.46","0.23","0.48","61.5","-10.3","-70.8","-127.9","61.5","-10.3","-70.8","-127.9","-173.8","107.6","2.7","-100.4","-66.1","-46.1","20.1","118.7","30.9"
"1555347707675","04/15/19  17:01:47.675   ","0.52","61.3","0.185","34.1","0.3","0.178","100","3.53","32.43","2.01","9.04","0.53","2.14","0","2.57","0","1.08","0.23","0.69","0.21","0.53","0.23","0.55","61.3","-14.3","-71","-131.2","61.3","-11.9","-70.8","-129.7","-174.8","119.8","2.1","-85.1","-68.9","14.5","8.3","63.2","43.1"
"1555347708199","04/15/19  17:01:48.199   ","0.52","61.4","0.184","34","0.3","0.178","100","3.56","32.29","1.74","9.11","0.49","2.08","0","2.12","0","1.18","0.42","0.69","0","0.68","0","0.45","61.4","-12.7","-70.8","-125.7","61.4","-12.7","-70.8","-125.7","-175.4","123.8","2.6","0","-60.6","0","23.8","85.6","43.9"
"1555347709435","04/15/19  17:01:49.435   ","0.52","61.5","0.185","34","0.3","0.178","100","3.31","32.41","1.55","9.24","0.79","1.94","0","2.33","0.29","0.75","0.52","0.96","0","0.33","0","0.27","61.4","-16.8","-70.1","-141.3","61.4","-19.2","-69.9","-137.1","-173.3","128.9","1","0","-64.6","57.7","41.7","-26.1","43.3"
"1555347710199","04/15/19  17:01:50.199   ","0.52","61.4","0.186","33.9","0.3","0.178","100","3.5","32.41","1.45","9.32","0.71","2.08","0","2.34","0","1.08","0","1.12","0.21","0.24","0.32","0.2","61.4","-22.5","-70.2","-143","61.4","-22.5","-70.2","-143","-172.9","136.7","5.6","0","-63.8","0","48.6","0","49.8"
"1555347711438","04/15/19  17:01:51.438   ","0.52","61.3","0.185","33.8","0.3","0.179","100","2.76","32.38","1.13","8.99","0.4","2.26","0","2.36","0.24","1.01","0","0.84","0","0","0.44","0.46","61.3","-8.4","-70.4","-112.2","61.4","-12.2","-70.6","-118.4","-173.9","88.1","4.2","-56.5","-62.5","-66.9","18.1","88.8","42.9"
"1555347712197","04/15/19  17:01:52.197   ","0.52","61.5","0.185","33.9","0.3","0.179","100","2.84","32.43","1.27","9.05","0.32","2.22","0.51","3.01","0.23","0.88","0.25","0.81","0","0.45","0.26","0.46","61.4","-9","-70.4","-135.9","61.4","-9","-70.4","-135.9","-174.6","52.9","5.5","-110.3","-61.5","-57.1","2","93","51.2"
"1555347713597","04/15/19  17:01:53.597   ","0.52","61.3","0.185","34.1","0.4","0.178","100","3","32.47","1.49","9.12","0.46","2.27","0.26","2.64","0","0.8","0.33","0.61","0.22","0.47","0","0.47","61.4","-16.4","-70.5","-130.7","61.4","-15.3","-70.8","-128.6","-174.2","149.5","-1.1","-27.8","-60.4","0","14.4","7.8","44"
"1555347714192","04/15/19  17:01:54.192   ","0.52","61.4","0.186","33.9","0.3","0.177","100","2.41","32.45","1.22","9.05","0.75","2.08","0","2.07","0","1.1","0.24","0.86","0","0.29","0.4","0.37","61.4","-14.4","-70.4","-125.3","61.4","-14.4","-70.4","-125.3","-173.6","146.6","-9.8","0","-67.6","0","35.2","-29.2","45"
"1555347715420","04/15/19  17:01:55.420   ","0.52","61.3","0.184","33.9","0.3","0.178","100","2.13","32.49","1.28","9.08","0.5","1.97","0","2.01","0.2","1.04","0.48","0.84","0","0.3","0.26","0.32","61.4","-16.7","-70.7","-130.1","61.4","-16.7","-70.7","-130.1","-174.1","155.5","-9.2","3.7","-69.5","0","35.3","-25.2","39.7"
"1555347716202","04/15/19  17:01:56.202   ","0.52","61.4","0.185","34","0.3","0.178","100","2.14","32.44","0.86","9.35","0.39","1.97","0","2.31","0.22","1.09","0.28","1.06","0","0.3","0.26","0.4","61.4","-19.5","-70.5","-147.9","61.4","-19.5","-70.5","-147.9","-173.8","143.4","-1.6","0","-67.1","40.4","46.7","-12.8","31.8"
"1555347717413","04/15/19  17:01:57.413   ","0.52","61.3","0.184","34","0.3","0.178","100","2.69","32.51","1.21","9.46","0.67","1.89","0","2.14","0","0.95","0.23","0.81","0","0.52","0","0","61.4","-16.1","-70.2","-145.6","61.4","-16.1","-70.2","-145.6","-172.7","129.4","0.5","0","-59.4","38.5","24.7","-22.7","45.1"
"1555347718202","04/15/19  17:01:58.202   ","0.52","61.4","0.186","33.8","0.3","0.179","100","3.24","32.05","1.18","8.93","0.6","2.39","0.75","2.62","0.38","1.22","0.26","0.56","0.2","0","0.27","0","61.3","-12","-70.7","-122.4","61.3","-12","-70.7","-122.4","-172.5","115.7","-3.5","-14.3","-68.8","-83","28","-146.8","27.7"
"1555347719417","04/15/19  17:01:59.417   ","0.52","61.3","0.185","33.8","0.3","0.178","100","2.37","32.42","1.18","9.07","0.28","2.26","0.26","2.46","0.28","1.17","0","0.99","0","0.24","0","0.24","61.4","-10.5","-70.3","-105.7","61.4","-10.5","-70.3","-105.7","-172.3","130","6","-56.4","-61.9","-44.9","18.9","0","36.3"
"1555347720203","04/15/19  17:02:00.203   ","0.52","61.5","0.184","33.9","0.3","0.178","100","2.69","32.37","1.22","9.1","0.49","2.02","0.2","2.31","0.3","1.13","0.37","1.11","0","0","0","0.36","61.4","-22.5","-70.4","-143.3","61.4","-22.5","-70.4","-143.3","-173.3","119.2","7","-44","-58.9","31.1","33","-0.8","41.7"
"1555347721425","04/15/19  17:02:01.425   ","0.52","61.4","0.184","34.1","0.3","0.177","100","2.43","32.26","1.11","9.1","0.6","2.08","0","2.41","0.2","0.86","0.29","0.79","0.2","0.5","0.24","0","61.3","-13.8","-70.8","-125","61.3","-13.8","-70.8","-125","-174.8","136.3","-7.6","-0.2","-62.7","0","28.1","-15","39"
"1555347722253","04/15/19  17:02:02.253   ","0.52","61.5","0.185","33.7","0.3","0.178","100","2.31","32.27","1.13","8.87","0","2.26","0.28","2.74","0","0.81","0","0.73","0","0.78","0.34","0.42","61.5","-13.1","-70.5","-136.1","61.5","-11.3","-70.4","-140.4","-174.7","-3","4","-134.2","-62.2","0","16.7","115.8","36.5"
"1555347723641","04/15/19  17:02:03.641   ","0.52","61.4","0.185","34.1","0.3","0.178","100","2.63","32.22","1.28","9.17","0.28","2.57","0.3","2.93","0.2","1","0.23","0.6","0.23","0.41","0.22","0","61.4","-14.7","-70.8","-138.1","61.5","-11.3","-70.5","-139.7","-174.8","33.1","7.5","-92","-60.6","0","20.3","141.4","42.6"
"1555347724239","04/15/19  17:02:04.239   ","0.52","61.4","0.184","33.8","0.3","0.178","100","2.76","32.45","1.25","9.14","0","2.27","0.25","2.57","0","0.91","0","0.93","0","0.57","0","0.48","61.4","-12.5","-70.8","-130.2","61.4","-12.5","-70.8","-130.2","-174.8","0","-0.1","-150.3","-61","0","14.5","0","34"
"1555347725416","04/15/19  17:02:05.416   ","0.52","61.5","0.183","33.9","0.3","0.177","100","2.55","32.49","1.37","9.09","0.69","1.91","0","2.25","0.21","1.07","0.21","0.98","0","0.55","0.41","0","61.6","-17.3","-69.9","-136.2","61.6","-17.3","-69.9","-136.2","-173.9","146.2","0.6","1.1","-65.9","41.3","37.2","5.6","48.7"
"1555347726203","04/15/19  17:02:06.203   ","0.52","61.6","0.184","34.1","0.3","0.177","100","3.29","32.62","1.33","9.38","0.76","2.37","0","2.22","0","1.1","0.34","0.56","0","0.76","0.26","0.26","61.4","-16.3","-70.7","-119","61.4","-16.3","-70.7","-119","-175.3","158.3","-0.3","0","-60.9","0","31.1","63.2","30.2"
"1555347727633","04/15/19  17:02:07.633   ","0.52","61.4","0.186","34.2","0.4","0.177","100","3.37","32.45","1.67","9.24","0.68","2.17","0.21","2.39","0.34","0.78","0.21","1.1","0","0.34","0.3","0.3","61.6","-18.2","-70.1","-139.8","61.5","-15.3","-70","-126.8","-172.6","141.8","-2.3","0","-63.8","86","34.5","0.3","61"
"1555347728204","04/15/19  17:02:08.204   ","0.52","61.5","0.185","34","0.3","0.178","100","2.97","32.31","1.5","9.36","0.6","1.89","0","2.23","0.39","0.88","0.34","0.93","0","0.32","0","0.22","61.5","-19.3","-70.5","-141.6","61.5","-19.3","-70.5","-141.6","-172.6","136.3","2.3","0","-63.8","43.6","44","-36.6","38.9"
