"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","I3 H12 ANG","I3 H13 ANG"
"1555351895682","04/15/19  18:11:35.682   ","4.94","85","3.889","17.9","2","2.174","100","19.13","1.82","0.43","3.62","1.7","0.75","0.74","0.35","0.2","0.27","0","0","0","0","0","0","83.1","9.2","-40.1","-67","84.4","-45.3","-64.7","-77.2","0.2","-151","74.8","69.4","-76.6","0","0","0","-41.9"
"1555351896799","04/15/19  18:11:36.799   ","4.93","84.4","3.881","19.7","2","2.22","100","19.23","3.84","1.46","3.66","1.25","0.23","0.83","0.33","0","0","0","0","0","0","0","0.22","83.9","-98","-82.8","-44","83.9","-98","-82.8","-44","-13","169.8","28.4","-8.9","-139.6","62.2","0","0","-96.5"
"1555351897737","04/15/19  18:11:37.737   ","4.99","82.5","3.892","19.9","2","2.29","100","19.11","1.91","0.49","3.08","1.7","0.52","0.69","0.42","0","0","0","0.2","0","0","0","0","82.7","11.5","-38.7","-70.9","84.2","-42.4","-63.1","-77","-1.3","-148.3","74.5","68.9","-71.6","0","0","0","-42.3"
"1555351898542","04/15/19  18:11:38.542   ","4.96","83.8","3.883","21","2.1","2.384","100","17.99","1.85","0.39","2.88","1.61","0.93","0.71","0","0.22","0","0.2","0.23","0","0","0","0.22","82.3","-176.8","-44.9","116.2","83.7","125.9","-62.7","114.4","0.5","24.4","36.5","-121.2","-97.5","-94.1","0","0","0"
"1555351899818","04/15/19  18:11:39.818   ","5.2","82.5","3.917","18.5","2","2.293","100","18.89","2.08","0.67","3.27","1.74","0.82","0.66","0.59","0.23","0.21","0","0.21","0","0","0","0","82.5","18.8","-32.3","-69","83.8","-35.2","-59.2","-72.3","-2.3","-142.5","87.9","77.3","-61.6","0","0","0","-31.8"
"1555351900677","04/15/19  18:11:40.677   ","4.95","82.5","3.843","20.6","2","2.207","100","18.41","2.75","1.23","3.57","1.42","0.49","0.78","0.41","0","0","0","0","0","0","0","0","83.3","135.3","-58.3","117.1","83.7","81.7","-64.2","150.1","-9.7","-0.4","-4.8","-171.9","-134.9","-134.1","-165.9","0","-123.7"
"1555351901603","04/15/19  18:11:41.603   ","5.14","82.5","3.83","19.6","2","2.17","100","19.54","6.09","1.59","2.99","2.37","1.04","0.91","0.51","0","0","0","0.39","0","0","0","0.24","83.6","-104.2","-81.8","-21.2","83.1","142.3","-55.5","119.9","0.9","38.4","48.5","-110.2","-80.2","0","0","0","0"
"1555351902748","04/15/19  18:11:42.748   ","5.15","82.2","3.826","19.6","2","2.231","100","18.17","3.22","0.3","2.79","1.84","0.63","0.75","0.39","0.2","0","0","0.3","0","0","0","0.26","82.8","150","-51.9","121.2","83.7","95.2","-69.2","133.6","-8.9","6.3","4.8","-154.1","-122.8","-126","-171.7","0","-126.2"
"1555351903712","04/15/19  18:11:43.712   ","4.96","82.1","3.818","19.4","2","2.199","100","18.17","3.82","0.46","3","2","0.91","0.85","0.47","0","0","0","0.33","0","0","0","0.27","81.9","-146.1","-41.5","80.1","82.4","159.2","-49","121.4","1.1","49.2","59","-99.1","-65.2","0","0","0","0"
"1555351904905","04/15/19  18:11:44.905   ","5.07","83.2","3.808","19.2","2.1","2.266","100","17.54","1.17","0.29","3.64","1.5","1.09","0.86","0.23","0","0.2","0","0","0","0","0","0.22","83.5","113.8","-65.7","117.1","82.8","62.2","-41","-178.6","-3.1","-21","38.3","147.3","-122.9","0","-153.8","171.5","0"
"1555351905772","04/15/19  18:11:45.772   ","4.9","83.5","3.839","20.2","1.9","2.176","100","19.82","5.76","2.09","3.39","1.74","0.51","0.88","0.44","0","0","0","0.23","0","0","0","0.2","84","-70","-75.8","-86","81.9","-179.3","-43.3","119.7","-2.6","76.5","55.2","-79.8","-28.8","0","0","0","0"
"1555351906742","04/15/19  18:11:46.742   ","5.01","83.8","3.853","18.3","2","2.219","100","18.7","1.91","0.5","3.67","1.64","0.85","0.6","0","0","0.3","0.23","0","0","0","0","0","84.1","-60","-71.5","-83.7","83","-111.3","-77.2","-3.5","-7.1","153.8","80.7","-24.4","0","55.9","0","0","-95.7"
"1555351907576","04/15/19  18:11:47.576   ","4.99","82.4","3.857","19.3","1.9","2.184","100","18.82","4.16","1.66","3.65","1.59","0.6","0.78","0.58","0","0","0","0","0","0","0","0","83.5","113.9","-66","117.7","82.8","63","-43.9","175","-3.8","-20.5","39.4","151.4","-134.9","0","-165.3","174.6","0"
"1555351908749","04/15/19  18:11:48.749   ","4.94","83.4","3.858","19.8","1.9","2.141","100","19.28","4.72","1.33","3.56","2.35","1.05","0.74","0.95","0.24","0","0","0.21","0","0","0","0","82.2","17","-33.5","-69.7","83.5","-36.3","-59.1","-72.2","-3.6","-142.8","86.2","76.9","-66","0","0","0","-33.1"
"1555351909713","04/15/19  18:11:49.713   ","4.92","83.4","3.817","20.5","1.9","2.184","100","19.24","4.98","1.59","3.44","2.15","0.84","0.78","0.84","0","0","0","0","0","0","0","0","83.5","86.8","-69","141.8","82.2","29.9","-22.6","-100.4","-11.6","-69.1","23.7","122","3.2","-77.6","156.1","131.8","0"
"1555351911805","04/15/19  18:11:51.805   ","5.03","83.2","3.806","19.2","1.9","2.248","100","18.69","3.95","1.63","3.64","1.58","0.61","0.76","0.62","0.2","0.21","0","0","0","0","0","0","83.3","115.3","-66.3","116.4","82.7","64.1","-47.2","171.6","-3.6","-17.8","40","150.3","-134.5","0","-154.7","-177","0"
"1555351912644","04/15/19  18:11:52.644   ","5.04","81.7","3.807","19.4","1.9","2.176","100","19.68","5.56","2.02","3.4","1.66","0.49","0.85","0.42","0","0.2","0","0.2","0","0","0","0.22","83.8","-65.3","-74","-85.5","81.9","-173.2","-43.4","117.6","-4.6","87.4","50.3","-72","-21.4","0","0","0","0"
"1555351913755","04/15/19  18:11:53.755   ","4.87","83.8","3.802","20","1.9","2.172","100","19.45","6.16","1.68","2.9","2.32","0.97","0.87","0.49","0.2","0","0","0.39","0","0","0","0.27","83.4","-101.9","-81.2","-30.9","81.8","-158.8","-42.1","109.7","-12.9","106.9","28.1","-57.5","14","0","0","0","0"
"1555351914777","04/15/19  18:11:54.777   ","4.88","83.9","3.81","19.1","2","2.202","100","19.71","6.23","1.98","2.8","2.17","0.79","0.87","0.52","0","0","0","0.34","0","0","0","0.25","83.5","-88.1","-81.2","-75.9","81.6","-143.5","-43.5","72.8","-8.2","109.6","43.2","-54","10.7","0","0","0","0"
"1555351915647","04/15/19  18:11:55.647   ","4.91","82.5","3.863","18.5","1.9","2.268","100","18.54","2.77","0.79","3.33","1.91","1.28","0.77","0.76","0.27","0.26","0","0.25","0","0.2","0","0","82.2","32","-21.6","-106.4","83.1","-20.9","-52.2","-67.2","-1.1","-130.3","90.8","89.4","-41.6","0","0","0","-22.4"
"1555351916759","04/15/19  18:11:56.759   ","5.01","82.3","3.874","18.8","1.9","2.29","100","18.62","1.83","0.48","3.48","1.66","0.87","0.63","0.22","0","0.28","0.2","0","0","0","0","0","82.9","-5.4","-44.7","-64.3","84.2","-58.1","-71.5","-82.6","-0.9","-159.6","59.8","50.1","-98.3","88.6","0","0","-56"
"1555351917750","04/15/19  18:11:57.750   ","4.86","83.5","3.827","19.2","1.8","2.134","100","18.79","4.23","1.03","3.59","2.41","1.27","0.79","0.93","0.3","0","0","0","0","0.2","0","0","82.6","64.4","-45.3","171.5","82.4","6.8","-39.1","-67.4","-6.6","-100.4","14.5","120.4","-0.8","0","0","0","0"
"1555351918984","04/15/19  18:11:58.984   ","4.9","83.9","3.82","19","2","2.222","100","18.41","2.99","0.94","3.94","1.33","0.59","0.72","0.28","0","0.2","0","0","0","0","0","0","83.9","-83.4","-79.5","-77.3","81.8","-137.7","-50.3","46.5","-5.9","113.4","53","-48.8","12","0","-176.6","0","0"
"1555351920788","04/15/19  18:12:00.788   ","5.11","83.2","3.782","19.4","2","2.253","100","17.46","1.43","0.34","3.65","1.44","0.92","0.89","0.34","0","0.21","0.21","0","0","0","0","0.21","82.4","161.9","-46.3","122.5","83.4","106.6","-66.5","121.2","-4.7","10.4","18.1","-143.2","-114.4","-110.2","-174.5","0","-94.7"
"1555351921602","04/15/19  18:12:01.602   ","4.86","83","3.802","18.7","2","2.197","100","18.02","2.49","0.69","4.27","1.51","0.84","0.65","0.2","0.22","0.28","0.2","0","0","0","0","0","83.3","-22.5","-52.1","-67.8","83.9","-74.1","-76.7","-85.8","-7.8","-169.4","33.2","27.5","-112.1","76.5","0","0","-75.1"
"1555351922843","04/15/19  18:12:02.843   ","5.02","83.6","3.791","19.4","1.9","2.186","100","17.91","2.42","0.33","2.66","1.67","0.74","0.65","0","0.25","0","0.22","0.23","0","0","0","0.3","81.8","-168.2","-44","115.3","83.1","135.5","-57.9","118.6","0.8","33.1","41.8","-117.7","-89.1","0","0","0","0"
"1555351923971","04/15/19  18:12:03.971   ","5.01","82.6","3.833","20.7","1.9","2.235","100","17.83","2.08","0.74","3.76","1.44","0.77","0.9","0.38","0","0","0","0","0","0","0","0.23","82.5","150.1","-51","121.4","83.4","95.4","-67.5","136.2","-8.3","5.2","6.9","-155.6","-122.5","-123.9","-165.6","0","0"
"1555351924526","04/15/19  18:12:04.526   ","5.01","82.2","3.848","20.7","1.9","2.182","100","18.26","3.16","1.4","3.5","1.44","0.36","0.75","0.45","0","0","0","0","0","0","0","0","83.1","129.3","-59.5","114.1","83.2","76.9","-59.4","148.5","-9.9","-3.3","-6.3","177.2","-144.2","-146.7","-176.6","0","0"
"1555351925738","04/15/19  18:12:05.738   ","4.88","82.6","3.845","18.5","1.9","2.14","100","18.36","2.85","0.7","3.61","1.92","1.32","0.82","0.81","0.26","0.25","0","0","0","0.2","0","0","82.2","33.6","-20.1","-106.8","83.1","-19.7","-51.2","-67.3","-1","-130.7","83.7","87.7","-37.9","0","0","0","-19.7"
"1555351926751","04/15/19  18:12:06.751   ","4.88","83","3.835","20.9","1.9","2.152","100","18.43","3.67","0.79","3.75","2.19","1.45","0.84","0.93","0.31","0.2","0","0","0","0","0","0","82.3","51.1","-25.4","-130.8","82.7","-5.6","-44.4","-64.8","-2.7","-118","77.6","104.9","-17.7","0","0","0","0"
"1555351927816","04/15/19  18:12:07.816   ","4.97","83.2","3.841","19.3","1.8","2.154","100","18.67","4.46","1.02","3.67","2.32","1.22","0.82","0.89","0.27","0","0","0","0","0","0","0","82.8","66.6","-49.7","169.9","82.5","9","-39.6","-70.8","-8.7","-96.6","0.8","121.9","11","0","141.3","0","0"
"1555351928959","04/15/19  18:12:08.959   ","4.92","82.9","3.845","18.3","1.9","2.165","100","18.42","2.38","0.67","3.22","1.7","0.9","0.76","0.67","0.24","0.23","0","0","0","0","0","0","82.4","22.8","-29.3","-84.2","83.4","-30.2","-56.2","-72","-0.5","-140","85.6","76.1","-54.7","0","0","0","-30.7"
"1555351930570","04/15/19  18:12:10.570   ","4.92","82.3","3.817","19","1.9","2.211","100","18.51","3.24","1.11","3.91","1.31","0.48","0.76","0.31","0","0","0","0","0","0","0","0","83.5","-34.9","-59","-74.2","83.6","-86.5","-81","-79.9","-12.4","178.2","20.6","6.6","-122.4","0","0","0","-101.1"
"1555351931738","04/15/19  18:12:11.738   ","4.93","84","3.821","18.6","1.9","2.204","100","19.55","5.83","2.01","3.36","1.75","0.61","0.87","0.48","0","0","0","0","0","0","0","0.21","83.9","-72.3","-77","-91.3","82.1","-123.7","-71.8","4.5","-0.1","131.7","66.9","-37.3","0","47.4","-154.8","-51.5","0"
"1555351932695","04/15/19  18:12:12.695   ","4.87","83.5","3.84","19.7","1.9","2.35","100","18.51","1.96","0.54","3.53","1.64","0.83","0.64","0","0","0.3","0.22","0","0","0","0","0","82.6","-5.6","-44.8","-67.2","83.7","-57.7","-71.1","-86.9","-1.1","-162.4","57.7","47.9","-87.8","0","0","0","-68.6"
"1555351933526","04/15/19  18:12:13.526   ","4.98","82.1","3.862","20.9","1.9","2.346","100","18.24","3.86","1.54","3.54","1.54","0.52","0.76","0.57","0.21","0","0","0","0","0","0","0","83.3","118.1","-63.1","115.4","82.7","66.8","-48.4","127.7","-5.8","-13.7","31.1","160.7","-135.8","0","0","0","0"
"1555351934757","04/15/19  18:12:14.757   ","4.92","82.4","3.862","20.2","1.8","2.15","100","18.4","2.47","0.65","3.28","1.73","0.94","0.73","0.7","0.23","0.25","0","0","0","0.22","0","0","82.1","23.8","-29.3","-86.8","83.3","-28.4","-56.2","-71.6","-1.4","-139.1","77.4","77.4","-47.6","0","0","0","-27.6"
"1555351935686","04/15/19  18:12:15.686   ","4.9","82.6","3.827","20.9","1.9","2.173","100","18.53","4.84","1.64","3.6","1.89","0.69","0.79","0.75","0","0","0","0","0","0","0","0","83.4","96.5","-67.6","136","82.1","42","-20.1","-121.7","-6.1","-55.5","32.7","123.1","0","0","163.4","129.9","0"
"1555351936532","04/15/19  18:12:16.532   ","5.03","81.6","3.8","19","1.9","2.168","100","18.32","2.94","0.92","4.07","1.35","0.62","0.72","0.26","0","0.24","0","0","0","0","0","0","83.7","-80.5","-78.3","-87.7","81.6","-134.3","-54.6","0","-4.8","116.1","52.4","-47.5","-3.7","0","-172.4","0","0"
"1555351937741","04/15/19  18:12:17.741   ","5.05","81.8","3.804","19.1","2","2.246","100","17.71","2.2","0.26","2.7","1.63","0.94","0.7","0","0.24","0","0.21","0.22","0","0","0","0.24","81.8","-172.1","-44.5","119.9","83.2","130.9","-59.4","119","0.8","29.8","43.4","-121.3","-94","0","0","0","0"
"1555351938764","04/15/19  18:12:18.764   ","5","81.7","3.808","19.6","1.9","2.182","100","17.93","3.09","0.3","2.64","1.78","0.61","0.78","0.29","0.21","0","0","0.31","0","0","0","0.27","81.5","-157","-40.8","111.9","82.5","148.1","-52.1","124","1.9","42.6","51.3","-110.7","-73.9","0","0","0","0"
"1555351939603","04/15/19  18:12:19.603   ","4.9","83.7","3.83","18.7","1.9","2.196","100","18.4","2.33","0.61","3.17","1.64","0.69","0.75","0.59","0.2","0","0","0","0","0.2","0","0","82","19.1","-32.6","-78.7","83.6","-84","-79.1","-87.9","-12.2","-179.6","24.7","11.3","-122.2","0","0","0","-92.8"
"1555351940983","04/15/19  18:12:20.983   ","5.08","81.8","3.798","18.8","2","2.265","100","17.58","1.95","0.26","2.9","1.58","1.03","0.7","0","0.22","0","0.2","0.21","0","0","0","0.28","83.2","127.5","-60.3","116.5","83","75.4","-59.4","154.8","-9.6","-4.8","-1.9","174.2","-143.8","-147.5","0","0","0"
"1555351942546","04/15/19  18:12:22.546   ","4.96","82.1","3.832","20.7","1.9","2.258","100","18.11","3.34","1.39","3.54","1.43","0.46","0.76","0.48","0","0","0","0","0","0","0","0","83","127.2","-60.4","115.5","83","127.2","-60.4","115.5","-1","25.7","36.1","-124.5","-99","0","0","0","0"
"1555351943772","04/15/19  18:12:23.772   ","4.94","82.5","3.816","20.6","1.9","2.167","100","18.66","5.03","1.54","3.63","1.97","0.8","0.79","0.77","0","0","0","0","0","0","0","0","83.4","91.1","-65.9","147.8","83.1","-17","-49.9","-67.1","0","-129.3","83.8","87.3","-32.3","0","0","0","0"
"1555351944768","04/15/19  18:12:24.768   ","5","83","3.809","19.4","2.1","2.275","100","18.35","4.42","1.6","3.62","1.65","0.58","0.77","0.61","0.2","0","0","0","0","0","0","0","83.2","108.4","-64.6","122.2","82.3","57.3","-35.9","-142.7","-3.2","-30.6","53.2","147.1","-118.7","0","178","137.8","0"
"1555351945564","04/15/19  18:12:25.564   ","5.06","81.7","3.801","19.1","1.9","2.17","100","18.22","3.61","1.51","3.71","1.66","1.3","0.63","0.88","0.29","0","0.21","0","0","0","0","0","83.8","-69.4","-75.7","-88.4","82.2","-119.9","-74.3","2.9","-1.1","136.2","72.6","-33.5","0","0","0","-53.7","0"
"1555351946760","04/15/19  18:12:26.760   ","5","81.8","3.802","19.6","1.9","2.186","100","17.95","3.01","0.24","2.61","1.7","0.57","0.73","0.26","0","0","0","0.28","0","0","0","0.23","81.7","-159.5","-42","108.5","82.5","145.5","-52.8","119","-0.6","38.4","52.9","-113.2","-84.5","0","0","0","0"
"1555351948604","04/15/19  18:12:28.604   ","4.93","83.7","3.837","18.5","1.9","2.163","100","18.19","3.07","0.63","3.53","1.9","1.2","0.9","0.84","0.29","0.24","0","0","0","0","0","0","82.1","36.2","-19.3","-102.7","83","-17.1","-49.5","-67.8","-0.1","-129.5","84.3","89.1","-35","0","0","0","0"
"1555351949770","04/15/19  18:12:29.770   ","5.02","83.5","3.87","17.9","1.8","2.33","100","18.67","2.04","0.34","3.39","1.66","0.73","0.68","0.2","0","0.27","0.23","0","0","0","0","0","82.6","0.4","-42.7","-67","83.1","-103.3","-80.8","-32.4","-9.2","162","46","-16.2","-123.7","0","-103.9","0","-125.2"
"1555351950751","04/15/19  18:12:30.751   ","4.96","82.1","3.87","19.6","1.8","2.273","100","18.53","2.26","0.52","3.21","1.65","0.58","0.74","0.49","0","0","0","0","0","0","0","0","82.2","17.5","-33.9","-71.9","83.4","-35.5","-58.6","-73.6","-0.6","-144.6","78.3","71.3","-58.3","0","0","0","-57.1"
"1555351951223","04/15/19  18:12:31.223   ","4.91","83.2","3.822","19.6","1.9","2.348","100","18.69","2.06","0.32","3.37","1.68","0.68","0.67","0.21","0","0.32","0.24","0","0","0","0","0","82.3","57.9","-33.6","-142.9","82.5","0.7","-42.1","-64.4","-2.9","-107.7","0","111.4","-15.7","0","0","0","0"
"1555351952774","04/15/19  18:12:32.774   ","5.02","83.2","3.813","20.7","1.9","2.248","100","18.63","4.44","1.64","3.61","1.63","0.59","0.8","0.63","0","0.21","0","0","0","0","0","0","83.2","108","-65.3","114.2","82.5","57.4","-34.8","-140.8","-2.5","-32.5","49.1","145.3","0","0","166.7","135.1","0"
"1555351953759","04/15/19  18:12:33.759   ","5.05","81.7","3.807","18.7","2","2.252","100","17.56","1.8","0.34","2.96","1.53","1.04","0.72","0","0.21","0.24","0.2","0.2","0","0","0","0.24","81.8","-177","-42.4","117.6","83.1","126.6","-59.9","112.1","-1.9","23.7","36.1","-127.3","-101.3","0","152.5","0","0"
"1555351954967","04/15/19  18:12:34.967   ","4.9","82.3","3.822","20.5","1.9","2.181","100","18.82","5","1.6","3.67","1.99","0.81","0.79","0.77","0","0","0","0","0","0","0","0","83.2","91.5","-66.1","137.2","83.1","-17.1","-50.1","-65.1","-0.6","-127.3","80.7","89.3","-30","0","0","0","0"
"1555351955757","04/15/19  18:12:35.757   ","4.88","83.9","3.812","20.1","1.9","2.177","100","19.36","6.23","1.82","3.11","2.04","0.74","0.89","0.55","0","0","0","0.24","0","0","0","0.23","83.6","-86.9","-80.6","-74.1","81.7","-141.5","-46.2","61.9","-8.2","110.2","43.1","-51.7","12.8","0","171.3","0","0"
"1555351956765","04/15/19  18:12:36.765   ","4.93","83.8","3.822","18.6","2","2.233","100","19.32","5.62","1.94","3.39","1.62","0.54","0.84","0.49","0","0","0","0","0","0","0","0.22","83.6","-68.3","-75.3","-89.2","82.3","-118.5","-73","14.3","-0.3","138","71.7","-30.4","0","51.6","-123.7","-39.2","-125.4"
"1555351958571","04/15/19  18:12:38.571   ","4.95","82.1","3.827","19.8","1.9","2.199","100","18.23","3.28","1.37","3.58","1.42","0.44","0.76","0.45","0","0","0","0","0","0","0","0","83","129.1","-59.3","114.2","83.1","77.1","-58.7","152","-11.7","-6.9","-7.3","-178.5","-145.9","-174.1","162.7","0","0"
"1555351959531","04/15/19  18:12:39.531   ","4.94","83.2","3.799","20","2","2.245","100","17.96","3.26","0.26","2.81","1.79","0.69","0.77","0.3","0","0","0","0.29","0","0","0","0.25","81.6","-156.1","-40.6","104","82.4","149.7","-51","121.3","0.2","42.5","53.8","-112.3","-77.1","0","145.1","0","0"
"1555351960524","04/15/19  18:12:40.524   ","5.03","81.7","3.799","19.1","1.9","2.176","100","19.48","6.21","1.92","3.24","1.92","0.76","0.93","0.62","0","0","0","0","0","0","0","0","83.3","-30.2","-56.6","-73.2","81.5","-134.8","-55.2","54.2","-4","116.1","53.4","-47.4","-11.1","0","-166.9","0","0"
"1555351961527","04/15/19  18:12:41.527   ","5.04","81.6","3.811","19.3","1.9","2.184","100","19.42","5.36","1.87","3.36","1.48","0.42","0.85","0.5","0","0","0","0","0","0","0","0","83.1","-10.5","-48.1","-65.9","82.7","-112.5","-79.1","7.6","-2.5","146.9","76.3","-22","0","46.6","-107.7","0","-118.2"
"1555351962529","04/15/19  18:12:42.529   ","4.98","83.6","3.826","19.5","1.9","2.243","100","18.84","2.11","0.29","3.02","1.63","0.52","0.71","0.34","0","0.21","0","0","0","0","0","0","82.2","8.5","-39.6","-69.5","83.5","-44.2","-63.9","-78.9","-1.7","-151.9","74.2","61.6","-65.2","0","0","0","-52"
"1555351963529","04/15/19  18:12:43.529   ","4.9","83.6","3.833","18.8","1.9","2.195","100","18.36","2.69","0.64","3.36","1.71","0.93","0.86","0.75","0.24","0.2","0","0","0","0","0","0","82","26.9","-25","-91.1","83","-25.4","-53.9","-70.4","-1.4","-136.2","81.4","78.9","-45.2","0","0","0","0"
"1555351964504","04/15/19  18:12:44.504   ","4.99","82.2","3.845","18.7","1.9","2.177","100","18.51","4.81","1.62","3.62","1.75","0.65","0.79","0.67","0","0.2","0","0","0","0","0","0","83.3","101.8","-65.8","128.2","82.2","49.8","-26.3","-124.7","-3.7","-45.2","37.6","133","0","0","164.2","126.7","0"
"1555351965591","04/15/19  18:12:45.591   ","4.98","82.1","3.83","19.5","1.9","2.254","100","18.24","3.71","1.47","3.58","1.48","0.44","0.75","0.52","0.2","0.21","0","0","0","0","0","0","83.1","121.6","-61.4","112.4","82.7","70.4","-52.7","157.5","-8.3","-10.1","18.1","166.8","-146.2","0","0","0","0"
"1555351966747","04/15/19  18:12:46.747   ","4.92","82.2","3.84","20.5","1.9","2.167","100","17.48","5.15","1.42","3.47","2.31","1.52","0.92","0.8","0.56","0.49","0.41","0","0.27","0.32","0","0","81.9","31.6","-21.2","-98.2","82.9","-21.1","-51.4","-68.9","0.8","-131.7","84.7","82.3","-42.7","0","0","0","0"
"1555351967730","04/15/19  18:12:47.730   ","4.99","83","3.828","19.5","1.9","2.375","100","18.55","4.52","1.59","3.62","1.66","0.6","0.81","0.62","0","0.21","0","0","0","0","0","0","83.2","107.5","-65.8","118.4","82.3","56.7","-34.1","-135.4","-3.5","-33.7","45.7","144.3","0","0","163.5","127.2","0"
"1555351968598","04/15/19  18:12:48.598   ","5.06","82.5","3.824","18.9","2","2.34","100","18.4","5.33","1.03","3.14","2.14","1.3","1.03","0.56","0","0","0","0.38","0","0","0","0.26","82.2","-118.4","-74.7","16.2","81.6","-174.9","-42.4","117","-4.4","83","47","-73.2","-26.1","36.7","160","0","0"
"1555351969766","04/15/19  18:12:49.766   ","4.99","81.9","3.795","19.3","2","2.224","100","17.89","3.23","0.27","2.8","1.78","0.7","0.83","0.35","0","0","0","0.27","0","0","0","0.26","81.5","-154.9","-39.3","107.3","82.1","151.2","-50.1","121.7","0.6","44.3","57.8","-110.9","-74.4","0","0","0","0"
"1555351970761","04/15/19  18:12:50.761   ","4.9","82.5","3.802","20","1.9","2.181","100","18.15","4.68","0.76","3.19","2.06","1.34","0.97","0.57","0","0","0","0.35","0","0","0","0.25","81.7","-129.6","-64.1","42.3","81.8","174.8","-43.5","119.9","-0.9","66.6","67.3","-83.9","-42.6","22.6","136.9","0","0"
"1555351971676","04/15/19  18:12:51.676   ","5","81.6","3.804","19.8","1.9","2.242","100","18.61","2.1","0.37","3.54","1.68","0.79","0.72","0","0","0.31","0.23","0","0","0","0","0.24","83.7","-55.5","-70.1","-85.8","83.7","-55.5","-70.1","-85.8","0.6","-160.3","60.8","47.3","-76.9","0","0","0","-69.6"
"1555351972967","04/15/19  18:12:52.967   ","5.09","81.5","3.792","19.1","1.9","2.22","100","18.02","4.29","0.57","3.08","1.98","1.19","1.04","0.53","0","0","0","0.41","0","0","0","0.2","81.5","-136.6","-48.2","58.4","81.7","168.7","-43.8","120.4","0","58.8","64.4","-91.8","-52.6","25.6","148.1","0","0"
"1555351974733","04/15/19  18:12:54.733   ","4.87","83","3.804","20.9","1.8","2.182","100","18.7","4.81","1.09","3.57","2.22","0.93","0.84","0.84","0","0","0","0.28","0","0","0","0.23","82.6","72.8","-53.9","154.4","81.8","16.3","-34.5","-71.6","-12.7","-84.4","1.5","129.8","10.6","0","143.4","0","0"
"1555351975762","04/15/19  18:12:55.762   ","5.08","81.7","3.778","20.1","2","2.292","100","17.81","2.09","0.72","3.73","1.46","0.8","0.9","0.36","0","0","0","0","0","0","0","0","82.2","151.7","-50.1","121.6","82.9","97.1","-65.2","136.1","-11.7","1","5.9","-160.4","-134.5","-156.5","0","0","-53.4"
"1555351977817","04/15/19  18:12:57.817   ","4.96","81.5","3.783","19.5","2","2.224","100","17.92","3.34","0.28","2.94","1.78","0.77","0.85","0.4","0","0","0","0.29","0","0","0","0","81.3","-152.9","-39.6","104.8","82","153.7","-49.8","121.1","-0.7","46.2","56.9","-107.3","-72.6","0","0","0","0"
"1555351978743","04/15/19  18:12:58.743   ","4.87","83.4","3.819","18.7","1.9","2.244","100","18.16","2.65","0.76","4.36","1.67","0.79","0.7","0","0","0.3","0.24","0","0","0","0","0.26","83.4","-70","-76.6","-91.7","81.8","-119.6","-73.9","27.7","-0.8","132.9","68.6","-32.5","-34.5","0","-132.7","0","-141.9"
"1555351979765","04/15/19  18:12:59.765   ","4.96","81.8","3.809","17.9","1.9","2.188","100","18.9","2.17","0.25","3.17","1.61","0.39","0.78","0.37","0","0","0","0","0","0","0","0.25","81.9","10.6","-38.6","-68.7","83.2","-41.7","-63.3","-79","-0.1","-150.4","65.9","56.2","-66.4","0","0","0","-62.3"
"1555351980758","04/15/19  18:13:00.758   ","4.87","81.9","3.809","20.6","1.9","2.163","100","17.14","6.76","2.03","3.43","1.87","0.87","0.71","0.64","0.28","0","0","0","0","0","0","0","81.6","41.8","-20","-110.7","82.3","-11.4","-47.2","-66.9","-0.8","-121.8","76","90.8","-30.3","0","0","0","0"
"1555351981971","04/15/19  18:13:01.971   ","4.99","82.6","3.819","18","1.9","2.223","100","18.59","3.41","1.18","4.12","1.34","0.56","0.78","0.29","0","0.23","0","0","0","0","0","0.2","82.9","-34.1","-58.5","-74.7","83.1","-84.8","-79.8","-88.2","-11","178.2","20.4","4.4","-111.1","0","0","0","-114.5"
"1555351982349","04/15/19  18:13:02.349   ","5.08","81.5","3.777","19.6","1.9","2.24","100","18.88","2.17","0.29","3.17","1.59","0.5","0.75","0.32","0","0","0","0","0","0","0","0.25","82.2","63.8","-44.2","-150.8","82","7.2","-41.1","-69.1","-8.4","-98.7","8.8","117.5","6.4","0","0","0","0"
"1555351983767","04/15/19  18:13:03.767   ","5.01","81.4","3.776","19.2","1.9","2.197","100","18.6","5.42","1.06","3.29","2.11","1.39","1.03","0.63","0","0","0","0.27","0","0","0","0","81","-170.4","-39.5","117.1","81","-170.4","-39.5","117.1","-6.8","91.7","35.2","-65.3","-25.2","0","167.1","0","0"
