"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","V2 Ang","I2 H17 ANG"
"0","                         ","34064","36112","15","5644","7180","271","29","285","541","797","1053","1309","1565","1821","2077","2333","2589","2845","3101","3357","3613","3869","4125","105","361","617","873","1129","1385","1641","1897","2153","2409","2665","2921","3177","3433","3689","35088","4201"
"1558528735470","05/22/19  12:38:55.470   ","5.26","-124.7","1.277","37.2","3.9","0.211","100","3.49","35.18","1.59","10.71","0.46","1.96","0","1.95","0.25","0.57","0","1.34","0","0.85","0","0.52","-124.8","22.4","-126.5","-1","71.4","-92.6","-143.5","0","-179.9","-68.1","-123.2","0","-174.6","0","94.4","-120.7","-56.9"
"1558528736210","05/22/19  12:38:56.210   ","5.27","-124.7","1.28","37.1","3.9","0.209","100","3.46","35.22","1.67","10.76","0.54","1.91","0","1.93","0.2","0.62","0","1.33","0","0.9","0","0.59","-124.8","17.4","-126.5","1.6","71.1","-97.6","-143.6","0","-178.2","-74.1","-127.1","0","-176","0","92.5","-120.8","-53.4"
"1558528737467","05/22/19  12:38:57.467   ","5.26","-124.7","1.278","37.2","3.9","0.21","100","3.63","35.14","1.48","10.71","0.51","1.96","0","1.9","0.28","0.6","0.23","1.34","0","0.85","0","0.54","-124.8","14.4","-126.4","3.4","71","-93.2","-143.8","0","-179","-66.3","-119.8","0","-175.6","0","96.1","-120.7","-60.9"
"1558528738206","05/22/19  12:38:58.206   ","5.26","-124.8","1.277","37.1","3.9","0.206","100","3.8","35.18","1.55","10.71","0.51","1.93","0","1.89","0.23","0.6","0","1.36","0","0.87","0","0.54","-124.8","22.2","-126.6","1.1","71.2","-89.4","-145.3","0","179.1","-59.7","-116.3","0","-176.5","0","94.7","-120.8","-58.5"
"1558528739471","05/22/19  12:38:59.471   ","5.26","-124.7","1.279","37.1","3.9","0.21","100","3.35","35.16","1.54","10.72","0.49","1.95","0","1.85","0.23","0.59","0.2","1.33","0.23","0.91","0","0.59","-124.8","25.1","-126.7","4.8","70.7","-80.3","-143.4","0","-178","-76.5","-126.2","172.2","-173.8","73","93.8","-120.7","-58.8"
"1558528740208","05/22/19  12:39:00.208   ","5.27","-124.8","1.277","37","3.9","0.206","100","3.2","35.09","1.47","10.77","0.43","1.92","0","1.92","0.37","0.57","0.25","1.39","0.26","0.99","0","0.54","-124.8","17.9","-126.6","10.5","71.2","-71.7","-141.8","0","-179.3","-99.9","-122.9","-176.9","-178.1","84.2","95.1","-120.8","-52.6"
"1558528741461","05/22/19  12:39:01.461   ","5.26","-124.7","1.278","37.1","3.9","0.207","100","3.89","35.14","1.55","10.78","0.56","1.93","0","1.95","0","0.53","0","1.28","0","0.96","0","0.6","-124.9","14.1","-126.7","2","70.6","-89.3","-142.1","0","178.9","-85.6","-127","0","-173.5","0","91.4","-120.7","-58.9"
"1558528742221","05/22/19  12:39:02.221   ","5.26","-124.7","1.277","37","3.9","0.204","100","3.84","35.06","1.58","10.67","0.56","2.01","0","1.95","0","0.53","0","1.35","0","0.91","0","0.5","-124.7","23","-126.4","-2.3","71","-88.4","-143.2","0","177.6","0","-123.3","0","-172","0","96","-120.7","-54.5"
"1558528743474","05/22/19  12:39:03.474   ","5.25","-124.6","1.273","37.1","3.9","0.206","100","3.54","35.11","1.58","10.8","0.6","1.89","0","1.95","0","0.54","0","1.36","0","1.02","0","0.57","-124.7","20.6","-126.6","0","70.7","-94","-141.3","0","-178.9","-48.4","-119.2","0","-174.7","0","91.4","-120.6","-58.1"
"1558528744215","05/22/19  12:39:04.215   ","5.25","-124.7","1.272","37.1","3.9","0.206","100","3.93","34.98","1.45","10.75","0.6","1.95","0","1.98","0","0.49","0","1.39","0","0.94","0","0.51","-124.7","13.8","-126.8","-0.4","70.6","-94.4","-142.7","0","-178.3","0","-118.1","0","-174.7","0","94.2","-120.8","-61.8"
"1558528745470","05/22/19  12:39:05.470   ","5.26","-124.7","1.273","37.2","3.9","0.204","100","3.48","35.13","1.41","10.7","0.45","2","0","1.97","0.31","0.45","0.26","1.22","0","0.87","0","0.53","-124.6","18.2","-126.8","10.2","70.2","-64.8","-141.4","0","-176.9","-96.1","-128.9","-172.9","-175.1","0","91.9","-120.7","-57.1"
"1558528746217","05/22/19  12:39:06.217   ","5.25","-124.7","1.275","37","3.9","0.202","100","3.43","35.04","1.55","10.67","0.48","1.93","0","2","0.22","0.48","0","1.35","0","0.87","0","0.56","-124.5","22.1","-126.8","3.2","70.8","-85.1","-142","0","-177.3","-72.6","-125.9","0","-174.6","0","94.9","-120.8","-58.5"
"1558528747477","05/22/19  12:39:07.477   ","5.25","-124.5","1.271","37","3.9","0.203","100","3.26","35.08","1.53","10.77","0.48","1.93","0","1.95","0.26","0.54","0","1.35","0","0.93","0","0.54","-124.8","21.1","-127","-3.2","70.3","-94","-142.2","0","-178.5","0","-134.1","0","-175.2","0","87.3","-120.9","-53.4"
"1558528748217","05/22/19  12:39:08.217   ","5.25","-124.6","1.276","37","3.9","0.204","100","3.68","35.06","1.51","10.67","0.53","1.9","0","1.96","0.23","0.53","0","1.33","0","0.83","0","0.56","-124.6","16.5","-126.9","6.1","70.5","-88.5","-141.1","0","-178.4","-90.2","-119.2","0","-177.2","0","94.8","-120.8","-67.5"
"1558528749453","05/22/19  12:39:09.453   ","5.25","-124.5","1.276","37.1","3.9","0.201","100","4.15","34.99","1.38","10.7","0.54","1.9","0","2.03","0","0.53","0","1.32","0","0.9","0","0.56","-124.6","17.7","-126.8","3.9","70.5","-86.6","-140.9","0","-177.8","-92.8","-124.3","0","-177.6","0","90.9","-120.8","-60.9"
"1558528750219","05/22/19  12:39:10.219   ","5.25","-124.7","1.275","37","3.9","0.203","100","3.16","35","1.44","10.64","0.46","1.95","0","1.93","0.32","0.53","0.2","1.3","0.25","0.87","0","0.54","-124.6","24.5","-126.9","11","70.1","-62.4","-141.9","0","-178.4","-81","-125.1","159.1","-174.3","67","91.3","-120.8","-61"
"1558528751464","05/22/19  12:39:11.464   ","5.25","-124.5","1.271","36.9","3.9","0.201","100","3.66","35.07","1.57","10.66","0.54","1.94","0","1.92","0.2","0.53","0","1.32","0","0.88","0","0.56","-124.5","18.2","-126.8","-1.1","70.8","-97.1","-141.5","0","-175.9","-56.1","-124.8","0","-177.9","0","88.4","-120.8","-55.3"
"1558528752216","05/22/19  12:39:12.216   ","5.25","-124.6","1.271","36.9","3.9","0.203","100","3.81","34.97","1.47","10.73","0.53","1.87","0","1.97","0.28","0.62","0.23","1.39","0","0.99","0","0.59","-124.6","18.5","-126.8","7","70.4","-83.2","-140.6","0","-176.9","-91.5","-120","-171.3","179.7","0","91.3","-120.8","-57"
"1558528753473","05/22/19  12:39:13.473   ","5.25","-124.5","1.272","37","3.9","0.203","100","3.76","34.98","1.44","10.68","0.48","1.97","0","1.87","0.29","0.54","0.23","1.33","0","0.91","0","0.54","-124.5","20.1","-126.6","4.3","70.7","-81.3","-141.6","0","-178.8","-86.4","-126.4","0","-173.7","0","91.3","-120.8","-56.5"
"1558528754213","05/22/19  12:39:14.213   ","5.25","-124.5","1.274","36.9","3.9","0.201","100","3.43","35.11","1.46","10.75","0.51","1.91","0","1.86","0.26","0.56","0","1.32","0","0.96","0","0.54","-124.6","22.5","-126.5","2.7","70.9","-80.2","-142.2","0","-175.3","-81.2","-124.1","0","-175.2","0","92.3","-120.8","-52.9"
"1558528755463","05/22/19  12:39:15.463   ","5.25","-124.5","1.275","36.9","3.9","0.199","100","3.29","35","1.46","10.65","0.48","1.94","0","1.88","0.29","0.57","0.23","1.41","0","0.9","0","0.5","-124.4","21","-126.6","10.3","71","-70.2","-142.4","0","-177.7","-87.1","-122.8","-174.3","-173.9","87.4","94.1","-120.8","-54.3"
"1558528756214","05/22/19  12:39:16.214   ","5.25","-124.4","1.271","37","3.9","0.199","100","3.66","35","1.41","10.65","0.45","1.94","0","1.86","0.33","0.53","0.25","1.36","0","0.91","0","0.45","-124.5","20.7","-126.6","10.1","71","-64.2","-144","0","-179.5","-91.6","-123.9","-177","-171.8","0","96","-120.8","-60.4"
"1558528757460","05/22/19  12:39:17.460   ","5.25","-124.3","1.267","36.8","3.9","0.19","100","3.43","34.87","1.38","10.52","0.43","1.85","0","1.92","0.39","0.56","0.26","1.37","0.25","0.9","0","0.48","-124.2","24.1","-126.7","7.8","71","-83.1","-146.5","0","178.2","-77.1","-108.2","0","-171.3","0","97.8","-120.9","-61.2"
"1558528758220","05/22/19  12:39:18.220   ","5.25","-124.2","1.267","36.8","3.9","0.195","100","3.26","34.87","1.5","10.63","0.48","1.85","0","1.91","0.25","0.5","0","1.41","0","0.88","0","0.47","-124.3","22.5","-126.9","8.2","70.9","-79.2","-142.3","0","-177","-74.1","-115.5","0","-173.9","0","93.4","-120.8","-57.9"
"1558528759470","05/22/19  12:39:19.470   ","5.25","-124.4","1.273","36.8","3.9","0.195","100","3.66","34.83","1.44","10.67","0.51","1.85","0","1.85","0.25","0.54","0","1.38","0","0.92","0","0.51","-124.3","16.4","-126.8","7","70.9","-90","-142.9","0","-177.9","-85.1","-123.6","0","-172.6","0","91","-120.8","-54.7"
"1558528760218","05/22/19  12:39:20.218   ","5.25","-124.4","1.275","36.9","3.9","0.183","100","4.15","34.79","1.12","10.01","0.61","2.17","0","2","0.22","0.39","0","1.28","0","0.7","0","0.33","-123.9","18.6","-126.8","-5.2","69.9","-90.2","-150.4","0","171","-45.5","-74.7","0","-163","0","114","-120.9","-81"
"1558528761480","05/22/19  12:39:21.480   ","5.25","-124.3","1.272","36.7","3.9","0.193","100","3.54","34.75","1.41","10.59","0.45","1.89","0","1.91","0.29","0.51","0","1.38","0.2","0.88","0","0.48","-124.4","26.1","-126.9","5.5","70.9","-64.6","-144","0","-179","-84.2","-120.2","-177.7","-175.2","68.4","94.6","-120.9","-57.7"
"1558528762220","05/22/19  12:39:22.220   ","5.25","-124.2","1.268","36.7","3.8","0.193","100","3.57","34.84","1.47","10.66","0.48","1.92","0","1.96","0.23","0.5","0","1.35","0","0.88","0","0.56","-124.2","19.2","-126.7","5.6","71","-97.4","-143.3","0","-177.8","-64.1","-128.8","0","-175.3","0","94.4","-120.8","-55.9"
"1558528763463","05/22/19  12:39:23.463   ","5.24","-124.2","1.271","36.8","3.9","0.192","100","3.82","34.75","1.35","10.59","0.5","1.97","0","1.93","0.25","0.53","0","1.34","0","0.92","0","0.54","-124.3","15.3","-126.7","4","71.4","-86.9","-143.9","0","-177.2","-81.6","-122.2","0","-173.8","0","97.7","-120.8","-54.5"
"1558528764216","05/22/19  12:39:24.216   ","5.25","-124.2","1.269","36.7","3.8","0.193","100","3.93","34.73","1.38","10.63","0.53","1.85","0","1.97","0.25","0.57","0","1.4","0","0.93","0","0.56","-124.2","21.8","-126.8","1.8","71","-85.4","-143.8","0","-176.2","-92.6","-122.5","0","-173.8","0","92.9","-120.8","-58.2"
"1558528765475","05/22/19  12:39:25.475   ","5.24","-124.2","1.269","36.7","3.8","0.195","100","3.49","34.68","1.52","10.54","0.5","1.99","0","1.92","0.2","0.51","0","1.41","0","0.9","0","0.53","-124.1","25.7","-126.6","4.7","71.5","-82.5","-143.8","0","-177.2","-94.2","-127.5","172.9","-172.6","80.1","95.7","-120.7","-56.6"
"1558528766217","05/22/19  12:39:26.217   ","5.24","-124.2","1.268","36.5","3.8","0.192","100","3.36","34.73","1.43","10.57","0.47","1.93","0","1.91","0.25","0.54","0","1.35","0","0.92","0","0.5","-124.2","16.7","-126.6","7.1","71.1","-88","-144.3","0","-178.8","-84.1","-123.1","0","-171.4","0","95.2","-120.8","-59.3"
