"DoubleTime","StringTime","I1 Mag","I1 Ang","kW","I1 THD","I1 TDD","kvar","I1 %HD01","I1 %HD02","I1 %HD03","I1 %HD04","I1 %HD05","I1 %HD06","I1 %HD07","I1 %HD08","I1 %HD09","I1 %HD10","I1 %HD11","I1 %HD12","I1 %HD13","I1 %HD14","I1 %HD15","I1 %HD16","I1 %HD17","I1 H01 ANG","I1 H02 ANG","I1 H03 ANG","I1 H04 ANG","I1 H05 ANG","I1 H06 ANG","I1 H07 ANG","I1 H08 ANG","I1 H09 ANG","I1 H10 ANG","I1 H11 ANG","I1 H12 ANG","I1 H13 ANG","I1 H14 ANG","I1 H15 ANG","V1 Ang","I1 H17 ANG"
"0","                         ","33808","35856","15","5388","6924","271","28","284","540","796","1052","1308","1564","1820","2076","2332","2588","2844","3100","3356","3612","3868","4124","104","360","616","872","1128","1384","1640","1896","2152","2408","2664","2920","3176","3432","3688","34832","4200"
"1558527368478","05/22/19  12:16:08.478   ","0.33","-42","0.255","36.5","0.2","0.235","100","3.47","33.25","1.41","13.37","0.51","3.12","0.3","2.59","0.53","1.06","0","0.48","0.23","0.79","0.45","0.29","-42","-75.4","-60.6","-79","-62.1","-39.2","-60.8","-85.9","-105.4","-147.8","-90.3","0","82.6","-171.8","-111.7","0","10.8"
"1558527369219","05/22/19  12:16:09.219   ","0.34","-42","0.256","36.8","0.2","0.238","100","3.52","33.09","1.57","13.34","0.47","2.94","0.2","2.08","0.57","0.95","0","0.29","0","0.69","0.6","0.77","-42.1","-72.6","-61.3","-87.4","-63.6","-66.8","-60.4","-75.3","-107.5","-162.6","-78.6","0","103.2","0","-150.1","0","32.1"
"1558527370471","05/22/19  12:16:10.471   ","0.34","-42.2","0.258","36.2","0.2","0.237","100","3.07","33.12","1.3","13.16","0.44","2.99","0.5","2.19","0","1.06","0.33","0.2","0","0.86","0","0.6","-42","-70","-61.3","-76.3","-63.6","-29.7","-64.6","-85.4","-92.2","0","-74.8","-120.3","102.6","0","-130.2","0","50.7"
"1558527371216","05/22/19  12:16:11.216   ","0.34","-42.3","0.255","36.6","0.2","0.239","100","2.75","33.34","1.19","13.85","0.59","2.93","0.33","2.39","0","1.1","0.41","0.32","0.2","1.16","0.32","0.73","-42","-65.9","-61.7","-90.3","-63.9","-56.2","-59.8","-75.8","-104.9","0","-76.5","-52.2","89.2","-23.7","-142.2","0","-7.6"
"1558527372460","05/22/19  12:16:12.460   ","0.33","-42","0.256","36.5","0.2","0.237","100","2.44","33.06","0.8","13.56","0.33","3.24","0","2.39","0","0.98","0.27","0.36","0.38","1.06","0.48","0.94","-42.1","-65.5","-61.4","-68.3","-63.6","-18.9","-71.4","-31.6","-108.1","85.4","-81.1","-99.9","116.7","0","-150.3","0","-20"
"1558527373223","05/22/19  12:16:13.223   ","0.33","-41.9","0.255","36.3","0.2","0.237","100","2.12","33.12","1.17","13.33","0.68","2.65","0.59","2.21","0","1.07","0","0.33","0","0.77","0.26","0.98","-42","-75.6","-61.3","-85","-62.7","-60.8","-62.1","-85.1","-109.7","0","-82.8","0","91.9","0","-157","0","59.2"
"1558527374460","05/22/19  12:16:14.460   ","0.34","-42","0.255","36.6","0.2","0.235","100","2.39","33.62","1.01","13.58","0.66","3.14","0.3","2.81","0","1.45","0.21","0.36","0.26","0.69","0.5","0.59","-42.1","-65.8","-60.8","-90.4","-63.6","-16.4","-65.8","-61.4","-110.1","-163.3","-89.1","0","79.1","-67.5","-139.9","0","-13.4"
"1558527375223","05/22/19  12:16:15.223   ","0.33","-42","0.255","36.4","0.2","0.236","100","2.76","33.25","1.55","13.25","0.47","3.05","0.32","2.56","0.35","1.43","0","0","0.49","1.03","0.59","0.49","-42.1","-75.9","-62.7","-72.4","-63.1","-66.6","-55.3","-57.6","-109.4","-132.1","-63.5","0","0","-108.2","-152.2","0","-29.1"
"1558527376453","05/22/19  12:16:16.453   ","0.33","-41.8","0.255","36.6","0.2","0.235","100","2.73","33.29","0.64","13.83","0.53","3.41","0.38","2.59","0.47","1.03","0","0.56","0.26","0.83","0.39","0.82","-41.8","-60.2","-61.1","-77.6","-63.4","-39.1","-63.8","-55","-104.9","-144.7","-83.9","0","114.5","0","-144.3","0","1"
