DoubleTime,StringTime,V1,V1:1,V2,I1 %HD03,I1 %HD05,I1 %HD07,I1,I2,I3,I1 Ang,I2 Ang,I3 Ang,kW L1,kW L2,kW L3,kvar L1,kvar L2,kvar L3,PF L1,PF L2,PF L3,I1 THD,I2 THD,I3 THD,I2 %HD03,I2 %HD05,I2 %HD07,I PSEQ,I NSEQ,I ZSEQ,I1 TDD,I2 TDD,I3 TDD,I1 KF,I2 KF,I3 KF,I3 %HD03,I3 %HD05,I3 %HD07,In
0,,12,12,268,540,1052,1564,780,1036,1292,35856,36112,36368,1548,1804,2060,2316,2572,2828,3852,4108,4364,5388,5644,5900,541,1053,1565,34072,34328,34584,6924,7180,7436,6156,6412,6668,542,1054,1566,277
1.5873E+12,04/19/20  13:32:46.439,228,229,228,14.23,6.31,3.29,1,1,1,-3.3,145.9,-141.9,0,0,0,0,0,0,0.998,-0.902,0.928,17.7,53.6,28.6,38.23,32.04,18.02,0,1,0,0.4,1.4,0.6,2.3,7,5.5,18.7,13.28,10.2,1
1.5873E+12,04/19/20  13:32:49.441,229,229,229,13.53,5.85,2.77,1,1,1,-3.1,146,-142,0,0,0,0,0,0,0.999,-0.908,0.929,16,60.1,28.7,43.88,36.93,19.1,0,1,0,0.4,1.6,0.6,2.2,7.4,5.3,19.13,13.22,10.76,1
1.5873E+12,04/19/20  13:32:52.432,228,228,228,13.6,5.23,3.91,1,2,1,-4,144.1,-142,0,0,0,0,0,0,0.999,-0.893,0.929,16.4,58.6,27.8,42.46,33.96,18.04,0,1,0,0.4,1.6,0.6,2.2,7.2,5.9,18.72,12.99,10.26,1
1.5873E+12,04/19/20  13:32:55.905,229,229,229,14.09,5.66,2.75,1,2,1,-4.1,146.1,-142.3,0,0,0,0,0,0,0.999,-0.885,0.928,16.3,56.5,28.4,43.04,36.22,18.68,0,1,0,0.4,1.6,0.6,2.4,7.4,5.9,18.49,13.63,10.94,1
1.5873E+12,04/19/20  13:32:58.935,229,229,229,14.26,5.76,3.25,1,1,1,-4.1,145.5,-142.4,0,0,0,0,0,0,0.998,-0.894,0.924,16.6,55.7,28.4,38.95,37.43,18.88,0,1,0,0.6,1.6,0.6,2.5,7.5,6,18.98,12.65,10.58,1
1.5873E+12,04/19/20  13:33:02.803,229,229,228,13.83,5.79,2.89,1,1,1,-3.3,145.8,-141.8,0,0,0,0,0,0,0.998,-0.896,0.929,16.5,58,27.9,44.17,36.09,19.54,0,1,0,0.4,1.4,0.6,2.3,7.8,5.7,19.27,13.06,11.18,1
1.5873E+12,04/19/20  13:33:04.933,229,229,229,14.22,6.43,2.87,1,1,1,-3.3,145.7,-142.1,0,0,0,0,0,0,0.998,-0.908,0.928,17.3,60.1,27.8,43.71,35.36,19.56,0,1,0,0.4,1.6,0.6,2.2,7.3,6.1,17.62,12.59,10.35,1
1.5873E+12,04/19/20  13:33:07.975,229,229,228,13.56,5.51,3.41,1,2,1,-3.8,143.9,-141.8,0,0,0,0,0,0,0.998,-0.899,0.931,16.8,49.8,28.5,36.51,31.06,15.43,0,1,0,0.4,1.4,0.6,2.3,6.3,5.8,18.98,12.18,10.85,1
1.5873E+12,04/19/20  13:33:10.917,228,228,228,13.61,5.98,3.11,1,1,1,-3.7,144.6,-142,0,0,0,0,0,0,0.998,-0.903,0.928,16.8,59.5,28.4,42.03,35.57,19.39,0,1,0,0.4,1.6,0.6,2.5,7.4,5.8,19.47,13.25,10.48,1
1.5873E+12,04/19/20  13:33:13.932,229,229,229,14.11,5.49,3.11,1,1,1,-3.1,145.6,-142.2,0,0,0,0,0,0,0.998,-0.895,0.927,15.8,60.4,27.8,43.6,35.54,19.2,0,1,0,0.4,1.4,0.6,2.3,7.6,5.9,18.49,12.7,10.14,1
1.5873E+12,04/19/20  13:33:16.874,229,229,229,14.08,5.68,3.53,1,1,1,-4,145,-142.3,0,0,0,0,0,0,0.998,-0.904,0.93,17.3,61.5,28.4,43.81,36.62,19.31,0,1,0,0.4,1.6,0.6,2.3,7.6,5.7,19.48,12.11,10.02,1
1.5873E+12,04/19/20  13:33:19.980,229,229,228,13.94,5.79,3.17,1,1,1,-3.9,145.3,-141.9,0,0,0,0,0,0,0.999,-0.902,0.928,15,59.5,28.4,41.8,34.45,18.68,0,1,0,0.4,1.6,0.6,2.2,7.6,5.5,19.26,12.88,10.5,1
1.5873E+12,04/19/20  13:33:22.823,229,229,229,14.73,5.97,3.04,1,2,1,-3.3,143.9,-142.1,0,0,0,0,0,0,0.998,-0.891,0.929,16,55.6,28.2,39.07,34.33,17.44,0,1,0,0.4,1.6,0.6,2.3,7.6,5.8,18.41,13.18,10.22,1
1.5873E+12,04/19/20  13:33:25.914,229,229,228,13.52,5.51,3.53,1,1,1,-3.6,146.1,-142.3,0,0,0,0,0,0,0.998,-0.904,0.926,16.7,60.5,27.6,41.89,35.3,17.97,0,1,0,0.4,1.6,0.6,2.3,7.5,5.7,19.29,13.5,10.7,1
1.5873E+12,04/19/20  13:33:28.819,229,229,229,14.61,5.79,3.55,1,1,1,-3.7,144.6,-142.2,0,0,0,0,0,0,0.998,-0.906,0.929,17.1,58.6,28.5,42.01,37.11,19.14,0,1,0,0.4,1.6,0.6,2.3,7.3,6.2,18.82,12.72,10.65,1
1.5873E+12,04/19/20  13:33:31.934,229,229,229,13.61,6.06,3.09,1,2,1,-3.6,144.8,-141.9,0,0,0,0,0,0,0.997,-0.902,0.93,16.7,58.4,28.6,41.17,34.58,18.05,0,1,0,0.4,1.4,0.6,2.3,7.4,5.8,19.55,12.8,9.95,1
1.5873E+12,04/19/20  13:33:34.846,228,229,229,13.72,6.08,3.68,1,1,1,-3.6,145,-141.9,0,0,0,0,0,0,0.998,-0.903,0.927,17.3,62.6,27.4,44.29,34.49,18.95,0,1,0,0.4,1.6,0.6,2.4,7.9,5.2,18.45,12.32,9.93,1
1.5873E+12,04/19/20  13:33:37.916,229,229,228,14.03,6.2,3.39,1,1,1,-3.8,144.3,-142.1,0,0,0,0,0,0,0.999,-0.9,0.925,17,61.6,27.5,42.88,36.26,18.37,0,1,0,0.4,1.6,0.6,2.2,7.6,5.4,19.04,12.51,10.51,1
1.5873E+12,04/19/20  13:33:40.868,229,229,228,14.57,6.18,3.17,1,1,1,-3.6,145.2,-142.4,0,0,0,0,0,0,0.998,-0.874,0.927,16.6,54.9,28.4,44.59,35.69,19.34,0,1,0,0.4,1.6,0.6,2.3,7.8,5.3,18.56,13.32,10.06,1
1.5873E+12,04/19/20  13:33:43.906,229,229,229,14.04,5.78,3.64,1,1,1,-3.1,144.7,-142.2,0,0,0,0,0,0,0.998,-0.907,0.928,16.6,59.6,27.6,42.34,35.18,18.42,0,1,0,0.4,1.6,0.6,2.3,7.5,5.6,18.49,13.14,10.2,1
1.5873E+12,04/19/20  13:33:46.839,229,229,229,13.9,5.85,3.51,1,1,1,-3.8,145.5,-142.4,0,0,0,0,0,0,0.999,-0.903,0.932,17.5,55.2,28.1,39.38,33.09,17.55,0,1,0,0.4,1.6,0.6,2.2,7.1,5.5,18.78,12.08,10.62,1
1.5873E+12,04/19/20  13:33:49.916,228,229,229,15.18,6.06,3.69,1,2,1,-3.9,145,-142.4,0,0,0,0,0,0,0.998,-0.91,0.928,16.3,57.5,28.1,41.58,33.91,18.23,0,1,0,0.4,1.6,0.6,2.3,7.2,5,18.79,13.42,10.28,1
1.5873E+12,04/19/20  13:33:52.842,229,229,228,14.29,7.19,4.37,1,1,1,-3.2,144.6,-142.3,0,0,0,0,0,0,0.998,-0.902,0.928,17.4,63.3,28,44.02,36.24,19.39,0,1,0,0.4,1.6,0.6,2.2,7.2,5.5,18.87,13.16,10.43,1
1.5873E+12,04/19/20  13:33:55.902,229,229,229,13.88,6.18,3.18,1,1,1,-3.5,145.5,-142.6,0,0,0,0,0,0,0.998,-0.912,0.929,16.8,58.3,28.7,43.79,35.04,19.11,0,1,0,0.4,1.6,0.6,2.4,7.8,5.3,18.06,13.32,10.16,1
1.5873E+12,04/19/20  13:33:58.914,229,229,229,13.67,5.79,3.61,1,1,1,-4.2,146.4,-139.1,0,0,0,0,0,0,0.998,-0.889,0.947,17.5,56.1,29.2,39.82,34.99,18.88,0,1,0,0.4,1.6,0.6,2.3,7.8,6.5,24.15,6.3,6.88,1
1.5873E+12,04/19/20  13:34:01.945,229,229,229,13.56,6.23,2.95,1,1,1,-4.1,144.9,-142.2,0,0,0,0,0,0,0.998,-0.901,0.93,16.3,62.4,28.3,44.86,37.22,18.88,0,1,0,0.4,1.6,0.6,2.2,7.5,5.4,19.07,12.73,10.18,1
1.5873E+12,04/19/20  13:34:05.616,228,229,228,14.4,6.61,4.18,1,1,1,-4.3,144.7,-142.5,0,0,0,0,0,0,0.997,-0.904,0.926,17.2,60.4,28.3,43.68,35.69,17.67,0,1,0,0.4,1.4,0.6,2.2,7,5.6,18.67,13.69,10,1
1.5873E+12,04/19/20  13:34:08.009,229,229,229,14.18,6.29,4.2,1,2,1,-3.3,145.1,-142.7,0,0,0,0,0,0,0.998,-0.915,0.926,18,50.2,27.5,37.73,29.92,14.33,0,1,0,0.4,1.4,0.6,2.3,6.1,5.4,18.64,12.78,9.68,1
1.5873E+12,04/19/20  13:34:10.951,229,228,229,14.46,6.03,3.96,1,2,1,-3.8,144.8,-142.3,0,0,0,0,0,0,0.998,-0.907,0.928,16.8,59.3,28.2,41.19,34.32,17.58,0,1,0,0.4,1.6,0.6,2.2,7,5.3,18.74,13.07,10.66,1
1.5873E+12,04/19/20  13:34:13.822,229,229,228,14.37,6.11,3.66,1,1,1,-3.5,145.6,-142.5,0,0,0,0,0,0,0.998,-0.898,0.927,16.2,60.4,27.9,43,34.68,17.66,0,1,0,0.4,1.6,0.6,2.2,7.5,5.3,19.07,11.6,9.86,1
1.5873E+12,04/19/20  13:34:16.986,229,229,229,14.14,6.36,3.42,1,1,1,-3.5,144.7,-142.4,0,0,0,0,0,0,0.998,-0.899,0.927,17.2,61.1,28.3,43.99,37.44,18.88,0,1,0,0.4,1.6,0.6,2.2,7.2,5.2,19.18,12.96,9.45,1
1.5873E+12,04/19/20  13:34:19.890,229,229,228,14.6,6.09,3.64,1,1,1,-4,144.8,-142.2,0,0,0,0,0,0,0.998,-0.91,0.927,17.1,57.4,27.8,43.88,35.89,19.27,0,1,0,0.4,1.6,0.6,2.5,7.8,5.8,19.11,12.84,9.37,1
1.5873E+12,04/19/20  13:34:22.941,229,229,229,14.56,6.74,3.61,1,2,1,-3.7,143.7,-142.1,0,0,0,0,0,0,0.998,-0.909,0.93,17.8,60.3,27.9,43.28,34.82,17.27,0,1,0,0.4,1.6,0.6,2.3,7.3,5.6,18.73,12.36,10.36,1
1.5873E+12,04/19/20  13:34:25.822,229,229,228,13.97,6.81,3.71,1,1,1,-4.1,144.6,-142.4,0,0,0,0,0,0,0.998,-0.902,0.927,17.8,59.6,28.2,41.81,34.37,17.93,0,1,0,0.4,1.6,0.6,2.3,7.4,5.1,19.26,12.41,10.23,1
1.5873E+12,04/19/20  13:34:28.620,229,229,229,13.83,6.14,3.71,1,1,1,-4,144.5,-142.1,0,0,0,0,0,0,0.998,-0.908,0.926,17.4,60.2,27.4,42.67,33.77,17.91,0,1,0,0.4,1.4,0.6,2.3,7.4,4.9,18.77,12.55,10.51,1
1.5873E+12,04/19/20  13:34:31.890,229,229,229,14.63,5.9,2.74,1,2,1,-3.5,145,-141.9,0,0,0,0,0,0,0.998,-0.906,0.93,17.1,57.5,27.4,41.96,34,17.54,0,1,0,0.4,1.6,0.6,2.1,7.2,5.2,19.1,12.19,9.61,1
1.5873E+12,04/19/20  13:34:34.801,229,229,228,13.73,6.4,4.77,1,1,1,-3.9,143.4,-142,0,0,0,0,0,0,0.999,-0.913,0.927,17.7,58.1,27.3,41.87,35.2,18.5,0,1,0,0.4,1.6,0.6,2.3,7.4,5,19.26,11.48,9.59,1
1.5873E+12,04/19/20  13:34:37.925,230,229,229,13.62,7.02,4.46,1,1,1,-3.9,146.1,-142.1,0,0,0,0,0,0,0.998,-0.894,0.928,17.7,60.3,28.4,43.28,35.51,18.23,0,1,0,0.4,1.6,0.6,2.2,8,4.9,18.87,13.06,9.55,1
1.5873E+12,04/19/20  13:34:40.896,229,229,228,14,6.67,3.15,1,1,1,-4,146.6,-142.3,0,0,0,0,0,0,0.998,-0.889,0.928,17.1,58.6,27.4,41.5,35.54,17.47,0,1,0,0.4,1.6,0.6,2.3,7.9,4.8,18.53,11.65,9.4,1
1.5873E+12,04/19/20  13:34:43.808,228,229,228,14.23,6.05,3.63,1,1,1,-3.9,144.8,-142.6,0,0,0,0,0,0,0.998,-0.909,0.925,17.5,58.2,27.5,42.21,33.28,17.5,0,1,0,0.4,1.6,0.6,2.3,7.2,5,18.34,12.58,9.7,1
1.5873E+12,04/19/20  13:34:46.930,229,229,229,14.09,5.46,3.92,1,1,1,-3.7,144.8,-142.6,0,0,0,0,0,0,0.999,-0.904,0.928,17.3,60.6,28.2,44.26,36.74,18.1,0,1,0,0.4,1.6,0.6,2.3,7.8,4.9,19.37,12.77,9.85,1
1.5873E+12,04/19/20  13:34:50.608,229,228,228,13.69,6.55,3.34,1,2,1,-4,144,-142.4,0,0,0,0,0,0,0.998,-0.914,0.927,16.2,50,27.8,37.27,30.49,15.54,0,1,0,0.4,1.4,0.6,2.4,6.3,4.8,18.94,13.13,10.33,1
1.5873E+12,04/19/20  13:34:52.911,229,229,228,14.09,6.5,3.42,1,1,1,-3.6,145.1,-141.9,0,0,0,0,0,0,0.998,-0.898,0.923,16.3,56.9,27.4,40.8,33.18,17.4,0,1,0,0.4,1.6,0.6,2.3,7.5,4.7,19.62,12.23,9.67,1
1.5873E+12,04/19/20  13:34:55.822,229,229,229,13.76,6.44,3.48,1,1,1,-3.8,145.4,-142.5,0,0,0,0,0,0,0.998,-0.896,0.926,16.4,55.7,27.5,39.09,35.44,17.8,0,1,0,0.4,1.6,0.6,2.4,7.3,5,20.04,13.14,10.29,1
1.5873E+12,04/19/20  13:34:58.899,229,229,228,14.29,6.06,3.34,1,2,1,-4,143.6,-142.5,0,0,0,0,0,0,0.998,-0.899,0.927,16.5,52.5,27.7,37.66,30.88,15.76,0,1,0,0.4,1.4,0.6,2.4,6.7,4.8,19.08,13,9.95,1
1.5873E+12,04/19/20  13:35:01.801,229,229,229,13.98,6.53,3.22,1,1,1,-3.7,146.3,-142.5,0,0,0,0,0,0,0.998,-0.897,0.926,17.2,55.1,27.4,39.77,33.58,17.42,0,1,0,0.4,1.6,0.6,2.3,7.6,5,18.66,13.02,9.89,1
1.5873E+12,04/19/20  13:35:04.938,229,229,229,14.36,6.29,3.17,1,1,1,-3.6,144.3,-142.7,0,0,0,0,0,0,0.998,-0.904,0.927,17.4,58.5,27.4,43.64,34.91,18.67,0,1,0,0.4,1.4,0.6,2.5,7.4,4.9,19.31,12.04,10.23,1
1.5873E+12,04/19/20  13:35:07.852,229,229,229,15.15,7.29,3.93,1,2,1,-4.1,143.7,-142.4,0,0,0,0,0,0,0.998,-0.909,0.926,16.3,57.8,27.4,41.1,34.67,18.24,0,1,0,0.4,1.6,0.6,2.1,7.2,4.8,19.44,11.94,9.54,1
1.5873E+12,04/19/20  13:35:10.930,229,228,228,13.42,6.38,3.71,1,2,1,-3.6,144.9,-142.3,0,0,0,0,0,0,0.997,-0.916,0.924,17,59.3,27.4,41.46,35.08,18.33,0,1,0,0.4,1.6,0.6,2.3,7.1,5,19.24,12.41,9.95,1
1.5873E+12,04/19/20  13:35:13.793,229,229,229,14.17,6.45,3.91,1,1,1,-4,145.6,-142.8,0,0,0,0,0,0,0.998,-0.898,0.925,16.2,54.5,27.3,38.97,33.02,18.61,0,1,0,0.4,1.6,0.6,2.3,7.2,4.5,18.69,12.6,9.96,1
1.5873E+12,04/19/20  13:35:16.924,229,229,229,14,5.68,3.11,1,2,1,-4.2,142.8,-142.3,0,0,0,0,0,0,0.998,-0.904,0.925,16.6,56.5,27.7,40.89,32.96,17.4,0,1,0,0.4,1.6,0.6,2.2,6.9,4.8,19.43,12.26,9.3,1
1.5873E+12,04/19/20  13:35:19.826,229,229,228,13.81,5.6,2.42,1,2,1,-3.3,143.9,-142.8,0,0,0,0,0,0,0.998,-0.918,0.927,15.7,55.4,27.7,41.77,33.07,17.65,0,1,0,0.4,1.6,0.6,2.2,6.8,4.9,19.52,13.01,10.62,1
1.5873E+12,04/19/20  13:35:22.917,229,229,228,14.6,5.54,3.37,1,1,1,-2.7,144.8,-142.5,0,0,0,0,0,0,0.998,-0.912,0.926,17.6,47.8,27.1,39.13,33.28,15.37,0,1,0,0.4,1.4,0.6,2.4,7.1,4.6,19.18,12.4,9.72,1
1.5873E+12,04/19/20  13:35:25.798,229,229,228,13.9,6.21,3.13,1,1,1,-2.5,144.9,-142.6,0,0,0,0,0,0,0.998,-0.906,0.924,18.1,60.2,27.1,39.92,33.21,17.03,0,1,0,0.4,1.4,0.6,2.1,7.5,4.6,19.11,12.16,9.71,1
1.5873E+12,04/19/20  13:35:28.899,229,229,229,13.42,6.45,3.9,1,2,1,-3.8,144.3,-142.6,0,0,0,0,0,0,0.998,-0.917,0.928,17.2,57.8,27.6,42.02,34.79,18.29,0,1,0,0.4,1.6,0.6,2.2,7.2,4.7,19.1,11.71,10.17,1
1.5873E+12,04/19/20  13:35:31.800,229,229,229,14.51,7.01,3.97,1,2,1,-3.5,145.6,-142.7,0,0,0,0,0,0,0.998,-0.894,0.925,16.5,54.3,26.8,38.59,32.16,18.59,0,1,0,0.4,1.6,0.6,2.1,7.3,5,18.67,12.71,9.9,1
1.5873E+12,04/19/20  13:35:34.961,229,228,228,14.15,5.79,3.13,1,2,1,-4.2,144.7,-142.3,0,0,0,0,0,0,0.998,-0.905,0.927,16.3,60.8,27.7,42.88,37.25,19.38,0,1,0,0.4,1.6,0.6,2.3,7.7,5.1,19.3,12.48,9.92,1
1.5873E+12,04/19/20  13:35:37.883,229,229,228,13.95,5.59,3.98,1,2,1,-3.4,144.1,-142.6,0,0,0,0,0,0,0.998,-0.892,0.925,17.3,55.5,27,40.56,34.36,17.44,0,1,0,0.4,1.6,0.6,2.1,7.3,4.5,18.54,11.8,9.38,1
1.5873E+12,04/19/20  13:35:40.934,230,229,228,14.57,5.37,3.39,1,2,1,-3.1,143.8,-142.3,0,0,0,0,0,0,0.999,-0.91,0.928,15.7,58.5,26.8,42.14,33.89,18.51,0,1,0,0.6,1.6,0.6,2.2,7.6,4.7,19.71,12.83,9.64,1
1.5873E+12,04/19/20  13:35:43.838,229,229,229,13.74,4.74,3.58,1,2,1,-3.7,143.8,-142.7,0,0,0,0,0,0,0.998,-0.905,0.928,16.9,59,26.7,42.94,33.88,19.06,0,1,0,0.4,1.6,0.6,2.1,7.6,4.4,19.27,12.38,9.17,1
1.5873E+12,04/19/20  13:35:46.921,229,229,229,13.04,4.44,3.5,1,2,1,-2.3,143.8,-142.6,0,0,0,0,0,0,0.999,-0.903,0.926,16.2,60.1,27,42.52,35.51,18.6,0,1,0,0.4,1.6,0.6,2.2,5.7,4.5,19.12,13.02,9.96,1
1.5873E+12,04/19/20  13:35:49.785,229,230,229,14.47,6.45,4.15,1,1,1,-3.9,145.7,-142.4,0,0,0,0,0,0,0.999,-0.894,0.927,16.4,55,27.2,38.19,32.3,19.45,0,1,0,0.4,1.6,0.6,2.3,7.7,4.5,18.7,13.04,10.34,1
1.5873E+12,04/19/20  13:35:52.929,229,229,229,14.38,4.02,3.51,1,2,1,-3.9,145.6,-142.3,0,0,0,0,0,0,0.999,-0.894,0.928,15.8,55.7,27.3,40.11,33.33,10.19,0,1,0,0.4,1.4,0.6,2.1,6.8,4.6,18.94,12.91,9.56,1
1.5873E+12,04/19/20  13:35:55.831,228,229,228,14.44,5.43,3.41,2,2,1,-3.3,144.5,-142.6,0,0,0,0,0,0,0.999,-0.894,0.927,16.3,54.4,27.3,38.75,32.99,16.36,0,1,0,0.4,1.4,0.6,2.2,6.5,4.5,19.32,12.61,9.69,1
1.5873E+12,04/19/20  13:35:58.903,228,229,229,14.1,6.03,3.44,1,1,1,-3,145.6,-142.4,0,0,0,0,0,0,0.999,-0.909,0.928,16,58.6,27.3,43.03,31.6,17.13,0,1,0,0.4,1.4,0.6,1.9,6,4.7,19.28,12.44,9.39,1
1.5873E+12,04/19/20  13:36:01.784,229,229,229,13.74,5.13,3,1,1,1,-3.3,146.9,-142.5,0,0,0,0,0,0,0.998,-0.893,0.926,16.9,57.7,27.1,38.37,31.57,19.31,0,1,0,0.4,1.6,0.6,2.3,7.7,4.7,18.44,12.03,9.24,1
1.5873E+12,04/19/20  13:36:04.945,228,229,229,13.49,5.72,3.82,1,1,1,-3.4,146.2,-142.6,0,0,0,0,0,0,0.998,-0.903,0.927,16.8,58.3,27.7,42.77,34.72,18.74,0,1,0,0.4,1.6,0.6,2.1,7.3,4.5,18.94,12.45,9.38,1
1.5873E+12,04/19/20  13:36:07.853,228,229,229,13.98,5.09,3.83,1,1,1,-3.1,144.9,-142.4,0,0,0,0,0,0,0.999,-0.909,0.926,15.9,62,27,43.59,36.06,20.02,0,1,0,0.4,1.6,0.6,1.8,7.4,4.5,18.45,12.37,9.21,1
1.5873E+12,04/19/20  13:36:10.935,229,229,229,13.21,5.96,3.28,1,1,1,-3.7,143.8,-142.3,0,0,0,0,0,0,0.997,-0.905,0.927,16.6,62.5,27.4,43.74,36.69,19.59,0,1,0,0.4,1.6,0.6,2.3,7.6,4.7,18.88,12.36,9.22,1
1.5873E+12,04/19/20  13:36:13.841,229,229,229,14.3,5.23,2.64,1,2,1,-3.2,143.4,-142.4,0,0,0,0,0,0,0.998,-0.906,0.927,16,51.3,27.3,37.24,29.85,16.56,0,1,0,0.4,1.4,0.6,2.3,7.2,4.3,19.29,11.85,9.4,1
1.5873E+12,04/19/20  13:36:16.943,229,229,229,14.34,5.45,3.49,1,2,1,-3.4,144,-142.4,0,0,0,0,0,0,0.999,-0.904,0.928,16.1,61,27.2,42.69,36.16,19.12,0,1,0,0.4,1.6,0.6,2.4,7.2,4.5,18.39,11.94,9.47,1
1.5873E+12,04/19/20  13:36:19.798,229,229,228,13.77,6.34,3.59,1,2,1,-3.4,145.7,-142.6,0,0,0,0,0,0,0.998,-0.891,0.927,15.9,57.9,27,39.05,34.41,18.64,0,1,0,0.4,1.6,0.6,2.3,7.1,4.6,18.53,12.52,9.59,1
1.5873E+12,04/19/20  13:36:22.901,229,230,229,14.37,6.08,3.45,1,2,1,-3.5,144.1,-142.7,0,0,0,0,0,0,0.998,-0.899,0.926,16.3,59.8,26.8,41.98,35.59,18.74,0,1,0,0.4,1.6,0.6,2,7.2,4.7,18.89,12.96,9.52,1
1.5873E+12,04/19/20  13:36:25.821,230,230,229,13.51,6.03,3.14,1,2,1,-3.7,144,-142.4,0,0,0,0,0,0,0.998,-0.899,0.927,16.5,55.1,27.3,39.12,34.6,18.88,0,1,0,0.4,1.6,0.6,2.2,7.1,4.6,18.78,12.1,9.14,1
1.5873E+12,04/19/20  13:36:28.926,230,230,229,13.33,6.23,3.43,1,2,1,-3.6,144.1,-142.5,0,0,0,0,0,0,0.998,-0.91,0.929,17.5,60.5,27.6,42.66,36.09,18.85,0,1,0,0.4,1.6,0.6,2.1,7.4,4.9,19.05,12.77,9.41,1
1.5873E+12,04/19/20  13:36:31.807,230,229,228,15.02,5.96,4.08,1,2,1,-4,145.5,-142.8,0,0,0,0,0,0,0.998,-0.884,0.927,16.5,58.1,26.8,40.94,36.23,19.93,0,1,0,0.4,1.6,0.6,2.3,7.7,4.4,19.41,12.31,8.98,1
1.5873E+12,04/19/20  13:36:34.947,230,229,229,14.27,5.6,3.56,1,2,1,-4,144.2,-142.3,0,0,0,0,0,0,0.998,-0.895,0.929,16.1,54.4,27.4,41.45,34.84,19.02,0,1,0,0.4,1.6,0.6,2.2,7.6,4.3,18.82,11.74,9.33,1
1.5873E+12,04/19/20  13:36:37.882,229,229,229,13.85,5.99,3.04,1,2,1,-3,144,-142.6,0,0,0,0,0,0,0.998,-0.889,0.927,17.1,59.2,27,40.68,35.81,18.75,0,1,0,0.4,1.6,0.6,2.3,7.6,4.4,18.94,12.24,9.77,1
1.5873E+12,04/19/20  13:36:40.926,229,229,228,13.86,5.7,3.27,1,2,1,-3.5,144.5,-142.6,0,0,0,0,0,0,0.998,-0.906,0.926,17.3,59.4,27.2,42.54,37.05,18.89,0,1,0,0.4,1.6,0.6,2.2,7.2,4.4,19.68,12.7,10.01,1
1.5873E+12,04/19/20  13:36:43.823,229,229,229,13.92,5.77,3.81,1,1,1,-3.7,144.5,-142.5,0,0,0,0,0,0,0.998,-0.905,0.926,16.1,62.7,27.1,42.39,36.23,19.18,0,1,0,0.4,1.6,0.6,2.2,7.8,4.4,18.76,12.75,9.18,1
1.5873E+12,04/19/20  13:36:46.947,228,228,228,13.65,5.41,3.35,1,1,1,-3.1,145.1,-142.5,0,0,0,0,0,0,0.997,-0.908,0.929,17.1,61.1,27.4,43.9,36.81,19.59,0,1,0,0.4,1.6,0.6,2.2,7.4,4.4,19.15,12.44,9.33,1
1.5873E+12,04/19/20  13:36:49.808,228,228,228,13.78,4.86,3.29,1,1,1,-4,145.3,-142.5,0,0,0,0,0,0,0.998,-0.895,0.927,17.5,53.1,27,37.49,28,17.15,0,1,0,0.4,1.4,0.6,2.1,6.5,4.7,19.84,12.47,9.64,1
1.5873E+12,04/19/20  13:36:52.924,228,228,229,14.28,6.04,4.07,1,1,1,-4.1,145.7,-142.1,0,0,0,0,0,0,0.998,-0.907,0.924,17.3,62.9,27,42.71,37.33,20.03,0,1,0,0.4,1.6,0.6,2,5.9,4.7,18.51,12.06,9.9,1
1.5873E+12,04/19/20  13:36:55.878,229,229,229,15.04,6.12,3.41,1,1,1,-3.2,145.8,-142.5,0,0,0,0,0,0,0.998,-0.898,0.926,17,57.4,28,40.39,36.08,20.63,0,1,0,0.6,1.6,0.6,2,7.7,4.7,19.16,12.01,9.81,1
1.5873E+12,04/19/20  13:36:58.913,229,229,229,14.13,6.42,3.75,1,1,1,-3.6,144.7,-142.6,0,0,0,0,0,0,0.999,-0.909,0.925,16.4,60.8,27.2,41.93,34.47,14.94,0,1,0,0.4,1.4,0.6,2.6,6.6,4.8,18.17,12.42,9.9,1
1.5873E+12,04/19/20  13:37:01.904,229,229,229,13.85,5.84,3.32,1,1,1,-3.3,145.5,-142.6,0,0,0,0,0,0,0.998,-0.895,0.925,16.4,57.3,26.9,40.01,37.27,20.03,0,1,0,0.4,1.6,0.6,2.1,7.9,4.9,18.62,12.37,9.64,1
1.5873E+12,04/19/20  13:37:05.005,228,229,229,13.9,5.72,3.63,2,1,1,-3,145.2,-142.5,0,0,0,0,0,0,0.999,-0.885,0.928,16.8,57.5,27.2,40.7,33.57,18.35,0,1,0,0.6,1.4,0.6,2,8.1,4.7,18.55,11.76,9.22,1
1.5873E+12,04/19/20  13:37:07.849,228,228,229,14,5.91,3.86,2,2,1,-3.3,145.5,-142.4,0,0,0,0,0,0,0.999,-0.899,0.926,17,53.3,27,37.87,32.35,19.21,0,1,0,0.4,1.6,0.6,2,7.3,4.6,18.61,12.23,9.51,1
1.5873E+12,04/19/20  13:37:11.025,228,228,229,14.17,5.88,3.27,2,1,1,-2.9,145.4,-142.4,0,0,0,0,0,0,0.999,-0.902,0.926,16.4,63.1,26.5,42.84,37.01,19.95,0,1,0,0.4,1.6,0.6,2,7.9,4.8,19.49,11.63,9.57,1
1.5873E+12,04/19/20  13:37:13.880,228,228,228,14.47,5.58,3.42,2,2,1,-3.2,144.2,-142.4,0,0,0,0,0,0,0.999,-0.907,0.925,16.3,61.4,26.7,42.88,37.25,19.97,0,1,0,0.4,1.6,0.6,2,7.9,4.7,19.29,12.21,9.29,1
