DoubleTime,StringTime,V1,V1:1,V2,I1 %HD03,I1 %HD05,I1 %HD07,I1,I2,I3,I1 Ang,I2 Ang,I3 Ang,kW L1,kW L2,kW L3,kvar L1,kvar L2,kvar L3,PF L1,PF L2,PF L3,I1 THD,I2 THD,I3 THD,I2 %HD03,I2 %HD05,I2 %HD07,I PSEQ,I NSEQ,I ZSEQ,I1 TDD,I2 TDD,I3 TDD,I1 KF,I2 KF,I3 KF,I3 %HD03,I3 %HD05,I3 %HD07,In
0,,12,12,268,540,1052,1564,780,1036,1292,35856,36112,36368,1548,1804,2060,2316,2572,2828,3852,4108,4364,5388,5644,5900,541,1053,1565,34072,34328,34584,6924,7180,7436,6156,6412,6668,542,1054,1566,277
1.58714E+12,04/17/20  16:19:56.417,230,230,229,22.65,5.31,2.07,2,2,0,14.4,151,0,0,0,0,0,0,0,-0.97,-0.848,-0.532,24.5,63.2,0,41.96,34.61,25.63,1,1,0,0.8,1.6,0,2.7,9.5,1,0,0,0,1
1.58714E+12,04/17/20  16:19:59.448,229,230,229,23.7,5.54,2.14,2,1,0,14.4,150.9,0,0,0,0,0,0,0,-0.97,-0.85,-0.558,24.4,63,0,42.52,34.41,25.43,1,1,0,0.8,1.6,0,2.6,8.8,1,0,0,0,1
1.58714E+12,04/17/20  16:20:02.535,229,229,229,23.05,5.5,2.16,2,2,0,14.3,150.7,0,0,0,0,0,0,0,-0.97,-0.849,-0.526,24.4,62.4,0,42.06,34,24.95,1,1,0,0.8,1.6,0,2.7,9.3,1,0,0,0,1
1.58714E+12,04/17/20  16:20:05.436,230,229,229,23.51,5.53,2.37,2,2,0,14.1,151,0,0,0,0,0,0,0,-0.97,-0.853,-0.543,24.7,63.4,0,42.88,34.13,25.83,1,1,0,0.8,1.6,0,3,9.6,1,0,0,0,2
1.58714E+12,04/17/20  16:20:08.399,230,230,229,23.08,5.5,2.51,2,1,0,14,150.9,0,0,0,0,0,0,0,-0.97,-0.852,-0.547,24.5,62.7,0,42.13,33.71,24.92,1,1,0,0.8,1.6,0,2.8,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:20:11.410,230,230,229,22.74,5.12,1.77,2,1,0,14.1,150.9,0,0,0,0,0,0,0,-0.969,-0.85,-0.552,24.2,63,0,41.96,34.45,25.39,1,1,0,0.8,1.6,0,2.8,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:20:14.431,230,230,229,22.82,4.64,1.57,2,2,0,13.9,150.8,0,0,0,0,0,0,0,-0.97,-0.856,-0.546,24.6,63.4,0,42.78,34.22,25.2,1,1,0,0.8,1.6,0,2.7,9.1,1,0,0,0,1
1.58714E+12,04/17/20  16:20:17.425,230,230,229,23.48,5.93,2.78,2,1,0,14.2,151,0,0,0,0,0,0,0,-0.97,-0.85,-0.539,24.4,62.4,0,42.06,33.99,25.42,1,1,0,0.8,1.6,0,2.8,9.3,1,0,0,0,1
1.58714E+12,04/17/20  16:20:20.430,230,230,229,22.56,4.8,1.79,2,2,0,13.9,150.7,0,0,0,0,0,0,0,-0.97,-0.854,-0.549,24.1,62.9,0,42.38,34.39,25.75,1,1,0,0.8,1.6,0,2.6,9.5,1,0,0,0,1
1.58714E+12,04/17/20  16:20:23.932,230,230,229,23.07,4.92,1.76,2,1,0,14.2,151.1,0,0,0,0,0,0,0,-0.969,-0.851,-0.547,24.5,62.2,0,41.71,34.04,25.33,1,1,0,0.8,1.6,0,2.9,9.4,1,0,0,0,1
1.58714E+12,04/17/20  16:20:26.517,230,230,229,22.99,5.5,1.52,2,2,0,14.2,150.8,0,0,0,0,0,0,0,-0.97,-0.901,-0.533,24.6,63.1,0,37.37,27.11,20.15,1,1,0,0.8,1.4,0,2.9,8.8,1,0,0,0,1
1.58714E+12,04/17/20  16:20:29.787,230,230,229,22.95,5.27,1.87,2,2,0,14.4,149.8,0,0,0,0,0,0,0,-0.972,-0.837,-0.538,23.7,55.1,0,36.76,30.33,23.37,1,1,0,0.8,1.6,0,2.3,9.4,1,0,0,0,1
1.58714E+12,04/17/20  16:20:32.911,230,230,229,22.18,5.57,2.57,2,1,0,14.3,150.8,0,0,0,0,0,0,0,-0.971,-0.849,-0.556,25.1,62.8,0,37.03,22.33,22.5,1,1,0,0.8,1.4,0,2.8,7.8,1,0,0,0,1
1.58714E+12,04/17/20  16:20:35.775,230,230,229,22.81,5.61,2.38,2,1,0,14.3,152.8,0,0,0,0,0,0,0,-0.971,-0.832,-0.558,24.4,57.2,0,37.64,32.17,24.86,1,1,0,0.8,1.6,0,2.8,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:20:38.897,230,230,229,23,5.32,2.02,2,1,0,14.3,151.1,0,0,0,0,0,0,0,-0.97,-0.849,-0.564,24.6,62.4,0,41.94,34.14,25.66,1,1,0,0.8,1.6,0,2.9,9,1,0,0,0,1
1.58714E+12,04/17/20  16:20:41.819,230,230,229,23.24,5.48,1.83,2,2,0,14.1,152.2,0,0,0,0,0,0,0,-0.97,-0.839,-0.553,24.4,62.9,0,41.97,34.18,25.17,1,1,0,0.8,1.6,0,2.7,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:20:44.943,230,230,229,22.97,5.22,1.99,2,2,0,14.2,150.7,0,0,0,0,0,0,0,-0.971,-0.849,-0.525,24.2,62.5,0,42,33.88,24.87,1,1,0,0.8,1.6,0,2.8,9.1,1,0,0,0,1
1.58714E+12,04/17/20  16:20:47.822,230,230,229,23.58,5.5,2.2,2,1,0,14.2,150.7,0,0,0,0,0,0,0,-0.971,-0.849,-0.572,24.5,62.3,0,42.18,34.14,25.05,1,1,0,0.8,1.6,0,2.7,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:20:50.939,230,230,229,22.81,5.5,2.58,2,2,0,14.1,150.8,0,0,0,0,0,0,0,-0.971,-0.848,-0.564,24.7,62.3,0,41.89,33.89,25.56,1,1,0,0.8,1.6,0,2.8,9.3,1,0,0,0,1
1.58714E+12,04/17/20  16:20:53.812,230,230,229,22.94,5.33,2.58,2,2,0,14.2,150.9,0,0,0,0,0,0,0,-0.97,-0.849,-0.537,24.3,62.5,0,41.67,34,24.96,1,1,0,0.8,1.6,0,2.8,9.3,1,0,0,0,1
1.58714E+12,04/17/20  16:20:56.930,230,230,229,22.7,5.5,2.26,2,1,0,14.1,151,0,0,0,0,0,0,0,-0.969,-0.845,-0.548,24.6,62.6,0,41.82,34.35,25.86,1,1,0,0.8,1.6,0,2.8,9.7,1,0,0,0,1
1.58714E+12,04/17/20  16:20:59.843,230,230,229,23.19,5.37,1.99,2,1,0,14.1,150.9,0,0,0,0,0,0,0,-0.97,-0.845,-0.557,24.3,62.9,0,41.67,34.43,25.77,1,1,0,0.8,1.6,0,2.7,9.5,1,0,0,0,1
1.58714E+12,04/17/20  16:21:02.909,230,230,229,23.07,5.62,2.17,2,1,0,14.3,152.2,0,0,0,0,0,0,0,-0.97,-0.847,-0.557,24.8,62.2,0,41.8,34.53,25.84,1,1,0,0.8,1.6,0,2.9,9.4,1,0,0,0,1
1.58714E+12,04/17/20  16:21:05.810,230,230,229,23.26,5.06,1.96,2,1,0,14,152.5,0,0,0,0,0,0,0,-0.971,-0.824,-0.551,24.3,57.5,0,42.19,34.06,25.37,1,1,0,0.8,1.6,0,2.6,9.2,1,0,0,0,1
1.58714E+12,04/17/20  16:21:08.905,230,230,229,22.85,5.2,2.2,2,2,0,13.8,150.6,0,0,0,0,0,0,0,-0.972,-0.847,-0.542,25.3,62.7,0,42.88,34.19,25.65,1,1,0,0.8,1.6,0,2.7,9.4,1,0,0,0,1
