"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","I2 H16 ANG","I2 H17 ANG"
"0","                         ","34064","36112","15","5644","7180","271","29","285","541","797","1053","1309","1565","1821","2077","2333","2589","2845","3101","3357","3613","3869","4125","105","361","617","873","1129","1385","1641","1897","2153","2409","2665","2921","3177","3433","3689","3945","4201"
"1555347254166","04/15/19  16:54:14.166   ","0.35","-143.5","0.185","47.4","0.3","0.177","100","0.74","32.92","0","26.73","0.78","9.92","0.47","11.85","0","9.95","0.7","7.42","0.41","3.04","0.27","2.34","-143.4","-27","-82.8","0","62.7","-147.1","31.6","63.3","-60.9","0","-118.5","72","177.2","-179.8","98.6","-96.1","-3.8"
"1555347255167","04/15/19  16:54:15.167   ","0.34","-143.7","0.184","48.5","0.3","0.177","100","3.34","32.42","0.54","28.16","0.87","11.25","0.97","12.04","0.29","11","0.45","8.04","0.21","3.93","0.47","3.02","-143.2","-135.8","-86.2","87.8","63.9","107.9","32.5","-50.7","-65.9","-107.9","-120","131.7","177.4","100.1","102.7","-86.7","-32"
"1555347256169","04/15/19  16:54:16.169   ","0.34","-142.9","0.184","49","0.3","0.177","100","2.34","32.81","0.62","26.98","0.29","10.42","0.47","12.12","0.34","10.15","0.66","8.5","0.21","3.78","0.4","2.16","-143.2","-150.1","-83.7","5.6","64.3","-34.8","36.7","-65.4","-56.5","-150.1","-116.6","-178.6","-179.4","112.6","107.4","149.2","-5.6"
"1555347257162","04/15/19  16:54:17.162   ","0.34","-143.7","0.183","47.1","0.3","0.177","100","2.65","34.41","0.69","26.23","1.64","8.85","1.24","10.74","0.39","9.13","0.37","6.78","0","2.98","0.27","1.61","-143.7","-139.1","-81.2","113.6","61.6","90.7","33.1","20.8","-60.4","-15.4","-119.2","-143.1","-178.4","0","100.3","69.8","-29.4"
"1555347258179","04/15/19  16:54:18.179   ","0.35","-143.6","0.185","47.7","0.3","0.179","100","1.63","33.39","0.44","26.52","0.24","10.1","0.31","11.99","0.47","10.12","0.71","7.84","0","3.49","0.65","2.09","-143.9","-138.1","-83.3","-7","63","62.5","36.2","2.2","-57","-56","-116.7","-167.2","-178.1","0","107.1","124.5","-6.9"
"1555347259176","04/15/19  16:54:19.176   ","0.34","-143.8","0.185","47.6","0.3","0.177","100","1.95","34.05","0.4","26.16","0.49","9.35","0.36","11.21","0.7","9.72","0","7.54","0.34","3.61","0.51","1.96","-143.7","-138.4","-82.2","85.8","62.4","127","33.4","83.6","-57","37.5","-115.7","0","-179.4","-139.6","103","136.4","-23.4"
"1555347260171","04/15/19  16:54:20.171   ","0.34","-143.7","0.185","47.3","0.3","0.179","100","1.61","33.23","0.97","27.59","0.45","10.68","0.6","12.2","0.2","10.48","0.42","8.4","0","3.49","0.55","2.5","-143.7","-128.4","-85.2","91.2","63.8","-165.8","33.7","-39.5","-57.9","-67.5","-116.6","114","-179.4","0","105.4","99.5","-4.1"
"1555347261164","04/15/19  16:54:21.164   ","0.34","-143.8","0.184","47.8","0.3","0.179","100","2.4","31.76","0","27.72","0.79","11.24","0.92","12.61","0.99","10.27","0.3","8.41","0.42","3.72","0.32","2.5","-143.1","-135","-86.1","0","65.2","152.5","33.2","52.8","-56.4","10","-118.1","28.6","177.6","-90.5","102.2","132.2","-12.1"
"1555347262307","04/15/19  16:54:22.307   ","0.35","-143.5","0.185","47.9","0.3","0.178","100","2.45","32.57","0.58","26.95","0.51","10.88","0.93","12.15","0.6","10.44","0.66","8.81","0.38","4.02","0.55","2.18","-143.4","-155.3","-84.6","109.9","64.7","19.1","35.6","-11.2","-54.8","-51.4","-115.5","-141.3","-177.5","129.8","102.3","118.2","9"
"1555347263374","04/15/19  16:54:23.374   ","0.35","-143.6","0.184","47.8","0.3","0.178","100","1.4","33.49","0.52","26.9","0.59","9.99","0.62","12.07","0","10.64","0.24","8.33","0.46","3.63","0.55","2.45","-143.6","-133.3","-83.3","-24.7","63.4","173.6","33.2","99.6","-59.1","0","-116.7","-112","-178.9","-104.6","106.7","163.9","-0.8"
"1555347264162","04/15/19  16:54:24.162   ","0.34","-143.5","0.186","48.5","0.3","0.178","100","0.59","32.96","1.02","26.98","0.5","9.75","0.71","11.83","0.61","10.25","0.33","7.92","0","3.59","0.33","2.36","-143.6","-144.3","-83.9","-24","61.9","-114.3","34.7","131.6","-59.5","124.6","-119.1","52.7","178.3","0","103.8","147.8","-13.2"
"1555347265351","04/15/19  16:54:25.351   ","0.35","-143.8","0.185","47.6","0.3","0.179","100","0.21","33.23","0.6","27.34","1.34","10.36","0.52","11.82","0.79","10.02","0.65","7.26","0","3.49","0","2.33","-143.7","-97","-83.8","-27.7","62.2","-118.2","34.3","-95.7","-58.9","45.9","-120","87.8","177.5","-37.5","101.3","-143.6","-6.2"
"1555347266169","04/15/19  16:54:26.169   ","0.34","-143.4","0.184","48.5","0.3","0.177","100","0.56","33.44","0.58","26.68","1.34","9.82","0.37","11.46","0.65","10.01","0.5","7.7","0.56","3.59","0.27","2.1","-143.9","-86.4","-83.5","-35.1","61.5","-150.8","34.3","121.9","-59.6","56.9","-118.6","67.5","178.6","-33.2","104.9","-134.4","-20.6"
"1555347267370","04/15/19  16:54:27.370   ","0.35","-143.6","0.187","47.6","0.3","0.179","100","1.15","32.62","0.44","27.78","0","10.54","0.52","12.55","0.29","10.79","0.29","8.16","0.45","3.59","0.41","2.86","-143.4","-134.3","-84.7","91.8","63.5","0","32.5","106.4","-58.6","144.9","-117.9","147.5","-178.1","-124.2","102.8","154.8","-2.7"
"1555347268171","04/15/19  16:54:28.171   ","0.35","-143.7","0.185","47.4","0.3","0.178","100","0.32","32.88","0.34","27.28","0.68","10.02","0.28","11.79","0.29","10.39","0.63","7.74","0.25","3.7","0.57","2.11","-143.7","-98.2","-85","-26.3","61.1","-118.8","30.4","158.6","-61.1","106.8","-120.9","66.8","174.1","-37.1","99.3","-102.2","-13.7"
"1555347269372","04/15/19  16:54:29.372   ","0.35","-143.5","0.186","47.5","0.3","0.178","100","1.06","34.7","0.69","25.7","0.57","8.55","0.89","9.95","1.07","8.58","0.71","7.19","1.04","3.36","0.48","1.98","-144.1","-114.1","-80.8","-140.1","60.6","173.6","35.1","102.1","-63.7","67.2","-118.9","-19.5","177.9","-95.9","100","-152.2","-28.1"
