"DoubleTime","StringTime","I1 Mag","I1 Ang","kW","I1 THD","I1 TDD","kvar","I1 %HD01","I1 %HD02","I1 %HD03","I1 %HD04","I1 %HD05","I1 %HD06","I1 %HD07","I1 %HD08","I1 %HD09","I1 %HD10","I1 %HD11","I1 %HD12","I1 %HD13","I1 %HD14","I1 %HD15","I1 %HD16","I1 %HD17","I1 H01 ANG","I1 H02 ANG","I1 H03 ANG","I1 H04 ANG","I1 H05 ANG","I1 H06 ANG","I1 H07 ANG","I1 H08 ANG","I1 H09 ANG","I1 H10 ANG","I1 H11 ANG","I1 H12 ANG","I1 H13 ANG","I1 H14 ANG","I1 H15 ANG","I1 H16 ANG","I1 H17 ANG"
"0","                         ","33808","35856","15","5388","6924","271","28","284","540","796","1052","1308","1564","1820","2076","2332","2588","2844","3100","3356","3612","3868","4124","104","360","616","872","1128","1384","1640","1896","2152","2408","2664","2920","3176","3432","3688","3944","4200"
"1555350025348","04/15/19  17:40:25.348   ","8.09","-25.2","3.871","13.4","2.1","2.055","100","12.55","4.87","0.49","2.37","1.52","0.75","0.38","0.35","0","0.84","0","0.53","0","0.61","0","0.64","-25","-97.4","-54.4","21.2","149.1","40.9","1.5","10.9","-59.7","0","124.7","0","-166.1","0","-108.3","0","83.2"
"1555350026341","04/15/19  17:40:26.341   ","7.62","-21","3.813","13.2","2.1","1.864","100","12.94","3.57","0.87","2.51","1.57","0.44","0.42","0.44","0","0.92","0","0.73","0","0.7","0","0.54","-21.4","162.3","-40.7","111.2","151.2","-49.1","93.5","-91.6","0","0","110.2","0","132.2","0","-119.5","0","77"
"1555350027348","04/15/19  17:40:27.348   ","7.69","-22.7","3.831","14.4","2","1.954","100","12.39","4.15","0.21","2.79","1.54","0.68","0.3","0.61","0","0.66","0.26","0.59","0","0.54","0","0.38","-22","118.7","-28.5","87.2","171.7","-129.5","37.1","176","-23.4","0","123.3","167.9","154.5","0","-101.7","0","76.2"
"1555350028369","04/15/19  17:40:28.369   ","7.59","-20.4","3.872","13.1","2","1.903","100","13.32","5.24","0.7","2.38","1.72","0.39","0.51","0.71","0","0.79","0.23","0.93","0","0.55","0","0.39","-21.3","10.8","-53.6","-81.5","156.7","167.1","67.6","133.9","-37.1","0","109.7","0","130.7","0","-120.1","0","77.9"
"1555350029345","04/15/19  17:40:29.345   ","7.63","-21.7","3.872","14.1","2.2","1.875","100","12.78","3.07","0.86","2.24","0.92","0.61","0.3","0.57","0","0.84","0","0.52","0","0.66","0","0.48","-22.3","-30.5","-47.2","-67.3","153.6","102.5","74.8","67.1","5.1","0","105.1","0","118.1","0","-108.6","0","78.6"
"1555350030343","04/15/19  17:40:30.343   ","7.71","-22.2","3.832","13.3","2","1.921","100","12.69","4.33","0.44","3.06","1.44","1.01","0.44","0.63","0","0.88","0","0.56","0","0.73","0","0.46","-20.4","-140","-67.3","92.6","156.8","14.3","-7.6","-35","-72.5","0","99","0","141.5","0","-120.5","0","81.5"
"1555350031349","04/15/19  17:40:31.349   ","7.62","-21.2","3.815","13.7","2.2","1.871","100","12.39","1.92","1.22","2.61","1.09","0","0.48","0","0","0.89","0","0.58","0","0.54","0","0.59","-20.9","178.3","-50.8","103.8","149.6","-25.4","0","-65.2","0","0","108.3","0","133.4","0","-120.1","0","81"
"1555350032371","04/15/19  17:40:32.371   ","7.69","-21.6","3.86","13.3","2","1.984","100","12.5","3.27","0.71","2.24","1.27","0.58","0.23","0.71","0","0.6","0","0.29","0","0.36","0","0.59","-21.1","68.5","-47.3","-113.3","169.2","-148.8","73.1","177.5","-69.7","0","108.1","164.5","171.2","0","-88.6","0","89.4"
"1555350033358","04/15/19  17:40:33.358   ","7.58","-20.3","3.876","13","2.2","1.868","100","12.62","3.52","1.04","2.42","1.39","0.38","0.5","0.89","0","0.48","0","0.21","0","0.47","0","0.72","-20.8","23.1","-54.9","-86.6","162","-179.2","111.1","139.4","-91.4","0","115.7","0","169.2","0","-81","0","90.1"
"1555350034346","04/15/19  17:40:34.346   ","7.77","-21.1","3.865","13.8","2.2","1.896","100","12.72","2.8","0.92","1.97","0.88","0.65","0.37","0.78","0","0.55","0","0.55","0","0.64","0","0.9","-21.8","-92.9","-54.3","17","151.2","42.8","-0.2","15.6","-101.7","0","148.1","0","-78.2","0","-96.9","0","94.6"
"1555350035362","04/15/19  17:40:35.362   ","7.72","-20.9","3.828","13.3","2.1","1.849","100","12.96","3.34","0.98","2.16","1.55","0","0.45","1.4","0.2","0.4","0","0.77","0","0.63","0","0.96","-20.1","-140","-67.5","93.8","158.9","14.8","0","-28","-117","89.5","150","0","-90.6","0","-95.7","0","90.1"
"1555350036344","04/15/19  17:40:36.344   ","7.72","-21.3","3.835","14.2","2.2","1.929","100","12.35","1.94","1.11","2.17","1.07","0.44","0.45","0.86","0","0.48","0","0.54","0","0.57","0","0.96","-21.8","104.7","-32.9","-104.9","170","-136.8","40.8","179.7","-91.6","0","-175.1","-168.2","-91.1","0","-86.1","0","91.7"
"1555350037369","04/15/19  17:40:37.369   ","7.66","-20.7","3.869","13.1","2.1","1.881","100","13.14","4.74","0.79","2.19","1.74","0.49","0.45","1.17","0","0.46","0.22","0.73","0","0.64","0","0.79","-21.7","-11.6","-48.3","-72.1","150.3","138.4","104.3","116.8","-119.1","0","149.5","0","-67.1","0","-79.4","0","92.2"
"1555350038349","04/15/19  17:40:38.349   ","8.03","-23.5","3.895","14.2","2.3","1.986","100","11.97","3.07","1.09","2.17","0.98","0.58","0.51","0.71","0","0.54","0","0.5","0","0.71","0","0.85","-25.7","-68.4","-45.3","-15.2","157.7","48.4","26.6","1.7","-102.5","0","171.7","0","-71.3","0","-86.7","0","94.3"
"1555350039355","04/15/19  17:40:39.355   ","8.09","-24.4","3.869","12.9","2.1","1.99","100","12.63","4.29","0.59","1.85","1.61","0.29","0.39","1.27","0","0.48","0","0.78","0","0.72","0","0.98","-23.8","-123.2","-60.8","76.8","157.9","25.5","36","-4.3","-108.9","0","151.4","0","-94.3","0","-99","0","91.5"
"1555350040346","04/15/19  17:40:40.346   ","8.05","-24.1","3.868","13.9","2.2","2.032","100","11.91","2.21","1.2","2.13","1.11","0.27","0.52","0.93","0","0.48","0","0.44","0","0.59","0","0.98","-21.9","120.5","-26.3","88.2","174.3","-127.8","69.6","-171.7","-91.3","0","178.1","178.6","-84","0","-83","0","91.1"
"1555350041344","04/15/19  17:40:41.344   ","7.72","-21.2","3.869","13.1","2","1.956","100","13.46","5.04","0.72","2.05","1.8","0.48","0.45","1.18","0","0.38","0.23","0.66","0","0.65","0","0.84","-20.7","62.4","-48.3","-109","173.3","-152","108","173.8","-97.9","0","175","173.1","-98.3","0","-81.7","0","93.2"
"1555350042364","04/15/19  17:40:42.364   ","7.74","-20.1","3.899","14.9","2.3","1.875","100","12.49","2.86","1.05","2.35","1.13","0.54","0.55","0.94","0","0.49","0","0.41","0","0.62","0","0.89","-22.4","-58.3","-42.3","-50.3","162.5","56.9","32.8","2.6","-91.4","0","148.2","0","-76.6","0","-87.4","0","97.3"
"1555350043365","04/15/19  17:40:43.365   ","7.81","-21.2","3.842","13.4","2.1","1.869","100","13.22","4.15","0.62","2.01","1.67","0.27","0.4","1.35","0","0.58","0","0.6","0","0.71","0","1.02","-20.6","-179.8","-52.2","104.5","150.6","-21.9","127.5","-62.1","-120.1","0","146","0","-66.7","0","-90.8","0","98.9"
"1555350044375","04/15/19  17:40:44.375   ","7.72","-22.6","3.836","14.4","2.2","1.932","100","12.41","3.82","0.38","2.42","1.5","0.57","0.3","0.87","0","0.38","0.25","0.46","0","0.56","0","0.82","-21.9","123.3","-24.9","96.4","173.9","-126.6","76.5","-171.7","-84.5","0","154.1","-173.2","-86.8","0","-74","0","90.5"
"1555350045354","04/15/19  17:40:45.354   ","7.73","-21.1","3.871","13.2","2.1","1.82","100","13.25","4.81","0.75","2.13","1.7","0.49","0.51","0.93","0.2","0.51","0.34","0.71","0","0.68","0","0.69","-20.2","60.5","-48.4","-105.9","166.6","-150.4","104.5","174.8","-75.3","-109","166.7","177.6","-137.2","0","-78.3","0","94.1"
"1555350046376","04/15/19  17:40:46.376   ","7.77","-21.7","3.874","14.7","2.2","1.9","100","12.72","3.96","0.38","2.73","1.43","0.77","0.49","1.27","0","0.5","0","0.46","0","0.58","0","0.92","-22.3","-70.1","-46.4","-11.1","158.3","48.9","13.1","-2.5","-99","0","133.5","0","-57.3","0","-89.3","0","96.4"
"1555350047356","04/15/19  17:40:47.356   ","7.77","-20.9","3.854","13.3","2.1","1.85","100","13.14","3.75","0.79","2.17","1.68","0.21","0.45","1.5","0","0.47","0","0.38","0","0.63","0","0.86","-20.2","-129.4","-66.8","87.9","158.9","22.9","8.9","-20","-104.2","0","130.9","0","-70.8","0","-90.6","0","95.8"
