"DoubleTime","StringTime","I1 Mag","I1 Ang","kW","I1 THD","I1 TDD","kvar","I1 %HD01","I1 %HD02","I1 %HD03","I1 %HD04","I1 %HD05","I1 %HD06","I1 %HD07","I1 %HD08","I1 %HD09","I1 %HD10","I1 %HD11","I1 %HD12","I1 %HD13","I1 %HD14","I1 %HD15","I1 %HD16","I1 %HD17","I1 H01 ANG","I1 H02 ANG","I1 H03 ANG","I1 H04 ANG","I1 H05 ANG","I1 H06 ANG","I1 H07 ANG","I1 H08 ANG","I1 H09 ANG","I1 H10 ANG","I1 H11 ANG","I1 H12 ANG","I1 H13 ANG","I1 H14 ANG","I1 H15 ANG","I1 H16 ANG","I1 H17 ANG"
"1555348985176","04/15/19  17:23:05.176   ","5.17","-25.7","2.613","13.9","1.5","1.769","100","12.99","0.21","1.09","4.48","1.25","0.29","0.38","0.22","0","0.29","0","0","0","0","0","0.26","-27.6","151.1","-166.7","112.2","107.9","-70.5","-101.3","-113.1","105.1","0","-66.5","0","0","0","0","0","-51.6"
"1555348986363","04/15/19  17:23:06.363   ","5.23","-28.1","2.592","14.5","1.5","1.707","100","12.95","0.86","1.2","5","1.3","0.53","0.5","0.32","0","0.37","0","0","0","0","0","0","-27.6","-26.2","-93.9","-74.3","109.5","106","-117.9","77.5","87.9","0","-59.2","0","0","0","0","0","0"
"1555348987172","04/15/19  17:23:07.172   ","5.15","-26.3","2.587","14.5","1.5","1.739","100","13.02","0.46","1.29","4.79","1.15","0.38","0.53","0.38","0","0.36","0","0","0","0","0","0","-27.5","-24","-97.7","-72.2","110.5","109.5","-123.9","81.8","88.3","0","-52.8","0","0","0","0","0","0"
"1555348988365","04/15/19  17:23:08.365   ","5.21","-28","2.593","14.7","1.5","1.726","100","12.89","1.01","1.12","5.15","1.27","0.76","0.47","0.26","0","0.34","0","0","0","0","0","0","-27.2","159.9","169.9","109.5","110","-59.6","-102.8","-93.2","112.4","0","-60.4","0","50.9","0","0","0","-46.2"
"1555348989178","04/15/19  17:23:09.178   ","5.16","-26.4","2.615","14.1","1.5","1.768","100","12.79","0.39","1.15","4.98","1.19","0.5","0.49","0.32","0","0.25","0","0","0","0","0","0.21","-27.1","161.1","-171.1","110","108.9","-57.2","-101.6","-91.2","119.9","0","-76.1","0","0","0","0","0","-50.8"
"1555348990355","04/15/19  17:23:10.355   ","5.27","-27.9","2.606","14.4","1.5","1.703","100","12.99","0.96","1.13","5.01","1.29","0.65","0.5","0.35","0","0.36","0","0","0","0","0","0","-27.4","-20.4","-100","-74.6","111.3","113.7","-110.5","91.1","101.2","0","-61.6","0","0","0","0","0","0"
"1555348991160","04/15/19  17:23:11.160   ","5.19","-27.5","2.61","14.1","1.5","1.739","100","12.91","0.96","1.17","5.05","1.32","0.62","0.51","0.33","0","0.37","0","0","0","0","0","0","-27.3","-21.3","-100.4","-75.2","111.1","114.6","-116.9","85.5","96.2","0","-62.9","0","0","0","0","0","0"
"1555348992339","04/15/19  17:23:12.339   ","5.27","-28.1","2.612","14.8","1.5","1.717","100","12.97","0.93","1.09","5.07","1.24","0.66","0.5","0.29","0","0.32","0","0","0","0","0","0","-25.7","-166.9","-148.9","99.1","116.9","-21","-85.8","-40.3","149.9","0","-77.4","0","0","0","0","0","0"
"1555348993166","04/15/19  17:23:13.166   ","5.16","-25.7","2.627","14.1","1.5","1.765","100","12.93","0.32","1.12","4.75","1.23","0.4","0.49","0.34","0","0.22","0","0","0","0","0","0.25","-27.1","158.3","-176.9","108.8","108.4","-61","-109.1","-96.2","120.3","0","-77.7","0","0","0","0","0","-45.1"
"1555348994370","04/15/19  17:23:14.370   ","5.29","-27.3","2.609","14.5","1.5","1.713","100","12.97","0.76","1.21","5.1","1.33","0.56","0.51","0.33","0","0.35","0","0","0","0","0","0","-27.5","-26","-87.5","-74.1","110.4","106.9","-129.5","78.9","86.6","0","-59.7","0","0","0","0","0","0"
"1555348995163","04/15/19  17:23:15.163   ","5.19","-26","2.613","14.5","1.5","1.745","100","13.27","0.55","1.26","4.53","1.12","0","0.45","0.37","0","0.35","0","0","0","0","0","0","-27.5","-29.3","-81.4","-74.2","110.1","102.1","0","70.1","77.6","0","-61.3","0","0","0","0","0","0"
"1555348996379","04/15/19  17:23:16.379   ","5.23","-27.6","2.624","14.4","1.5","1.758","100","12.76","0.73","1.23","5.28","1.15","0.71","0.51","0.33","0","0.3","0","0","0","0","0","0","-27.4","147.4","0","112","108.6","-77.4","-56.2","-115.8","89.7","0","-64.7","0","0","0","0","0","-68.7"
"1555348997364","04/15/19  17:23:17.364   ","5.31","-27.8","2.654","14","1.5","1.719","100","13.7","2.13","0.36","4.65","1.63","0.99","0.57","0.28","0","0.34","0","0","0","0","0","0.22","-26.5","64.7","-67.7","-131","113.7","-151.7","-76.3","-171.7","-136","0","-70.1","0","0","0","0","0","-54.9"
"1555348998351","04/15/19  17:23:18.351   ","5.24","-27.6","2.632","14","1.5","1.745","100","12.91","0.42","1.37","5.18","1.18","0.54","0.52","0.38","0","0.31","0","0","0","0","0","0","-27.8","-48.1","-41.1","-86","121.9","73.3","-22.9","52.2","0","0","-55.3","0","0","0","0","0","0"
"1555348999160","04/15/19  17:23:19.160   ","5.26","-26","2.627","14.1","1.5","1.776","100","13.03","0.44","1.29","4.88","1.16","0.45","0.51","0.39","0","0.36","0","0","0","0","0","0","-27.8","-56.1","-35.5","-90.6","125.1","61.1","-39.1","29.1","0","0","-58.3","0","0","0","0","0","0"
"1555349000577","04/15/19  17:23:20.577   ","5.31","-27.2","2.655","14","1.5","1.707","100","13.35","1.45","0.82","4.65","1.46","0.83","0.5","0.3","0","0.37","0","0","0","0","0","0","-25.7","33.7","-92.1","-91","115.9","-178.1","-89.5","158.9","-179","0","-71.5","0","0","0","0","0","0"
"1555349001163","04/15/19  17:23:21.163   ","5.33","-26.1","2.675","14.3","1.5","1.809","100","13.58","0.25","1.1","3.95","1.33","0.47","0.3","0","0","0.24","0","0","0","0","0","0.22","-27.4","97.3","-40.3","153.2","115.6","-136.1","-63.4","-160","-93.1","0","-96.5","0","0","0","0","0","-73.5"
"1555349002357","04/15/19  17:23:22.357   ","5.22","-25.9","2.652","14.1","1.5","1.774","100","13.79","1.24","0.83","4.5","1.04","1","0.4","0","0","0.49","0","0","0","0","0","0","-26.7","-100.1","-72.5","-8.3","114","36.5","-72.1","16.4","0","0","-70.2","0","0","0","0","0","0"
"1555349003224","04/15/19  17:23:23.224   ","5.32","-27.5","2.655","14.2","1.5","1.713","100","13.67","1.07","0.81","4.6","1.79","1.11","0.36","0.31","0","0.38","0","0.2","0","0","0","0.22","-25.2","-146.3","-109.1","96.8","118.4","4.5","-84.4","-19.7","-167.9","0","-72.4","0","0","0","0","0","0"
"1555349004348","04/15/19  17:23:24.348   ","5.26","-25.2","2.669","13.9","1.5","1.774","100","13.13","1.73","0.38","4.95","1.57","1.53","0.61","0.29","0.22","0.2","0","0","0","0","0","0.23","-26","51.9","-74.8","-107","115.2","-162.3","-78.1","177","-150.7","0","-64.3","0","0","0","0","0","-62.3"
"1555349005218","04/15/19  17:23:25.218   ","5.3","-27.7","2.66","14.5","1.5","1.699","100","13.52","1.59","0.74","4.56","1.52","0.84","0.53","0.34","0","0.34","0","0","0","0","0","0.21","-26.2","1.4","-118","-81.1","117.1","146","-87.4","116.4","125.4","0","-75.4","0","0","0","0","0","0"
"1555349006606","04/15/19  17:23:26.606   ","5.22","-25.5","2.686","14.2","1.5","1.804","100","13.68","1.01","1.09","4.05","1.37","0.98","0.37","0","0","0.31","0","0","0","0","0","0.22","-27.1","84.8","-52.6","175.1","109.4","-135.7","-72.4","-163.5","-117.3","173.3","0","0","0","0","0","0","0"
"1555349007173","04/15/19  17:23:27.173   ","5.23","-26.6","2.682","14.5","1.5","1.735","100","12.79","0.7","1.19","5.09","1.16","0.63","0.52","0.34","0","0.34","0","0","0","0","0","0.2","-25.7","-175.7","-164.2","102.8","116.3","-30.9","-82.7","-47.8","148.2","0","-85","0","0","0","0","0","-50.8"
"1555349008344","04/15/19  17:23:28.344   ","5.34","-27.4","2.679","14.2","1.5","1.7","100","13.16","0.95","1.05","4.84","1.36","0.62","0.51","0.33","0","0.35","0","0","0","0","0","0","-27","-18.8","-105.2","-74.1","111.2","118.2","-106.8","135.6","98.7","0","-59.9","0","0","0","0","0","0"
"1555349009153","04/15/19  17:23:29.153   ","5.24","-25.8","2.665","14.5","1.5","1.75","100","12.74","0.94","1.17","4.64","1.02","0.45","0.36","0.31","0","0.26","0","0","0","0","0","0.22","-27.5","-32.6","-78","-72.2","111.7","97.5","0","61.2","71.5","0","-75","0","0","0","0","0","0"
"1555349010366","04/15/19  17:23:30.366   ","5.26","-27.1","2.686","14.1","1.5","1.782","100","12.93","0.38","1.13","4.81","1.2","0.56","0.51","0.32","0","0","0","0.23","0","0","0","0.21","-27.5","123.5","4.1","73.7","120.7","-122.6","-49.9","-146.5","-164.2","0","-79","0","0","0","0","0","-58.1"
"1555349011171","04/15/19  17:23:31.171   ","5.35","-25.9","2.692","14.1","1.5","1.8","100","13.32","0","1.12","4.22","1.29","0.36","0.31","0","0","0.29","0","0","0","0","0","0","-27.4","143.8","0","110.2","111","-83.5","-36.9","-116.8","0","0","-70.3","0","0","0","0","0","0"
"1555349012361","04/15/19  17:23:32.361   ","5.26","-25.8","2.678","14.2","1.5","1.782","100","13.22","1.74","0.64","5.26","1.2","1.12","0.41","0","0","0.53","0","0","0","0","0","0","-26.1","-109.1","-77.1","19.7","116.5","32.7","-73.3","15.6","0","0","-61.8","0","-162.1","0","0","0","0"
"1555349013167","04/15/19  17:23:33.167   ","5.34","-27.7","2.684","14.7","1.6","1.716","100","13.74","2.07","0.39","4.79","1.58","0.86","0.54","0.32","0","0.43","0","0","0","0","0","0","-25.3","-128.5","-93.6","77.5","119.5","17.2","-80.7","-0.6","-121.7","0","-69.2","0","0","0","0","0","0"
"1555349014368","04/15/19  17:23:34.368   ","5.38","-26","2.701","14.3","1.5","1.711","100","13.91","1.98","0.43","4.51","1.68","0.99","0.56","0.32","0","0.3","0","0","0","0","0","0.22","-25.6","20.5","-107.6","-86.9","118.3","168.4","-95.1","138","162.3","0","-75.4","0","0","0","0","0","0"
"1555349015170","04/15/19  17:23:35.170   ","5.27","-26.5","2.698","14.6","1.5","1.719","100","13.54","1.53","0.75","4.7","1.48","0.8","0.55","0.35","0","0.38","0","0","0","0","0","0","-25.6","36.5","-86.8","-89.6","116","-174.2","-91.5","160","-168.3","0","-68.4","0","0","0","0","0","0"
"1555349016540","04/15/19  17:23:36.540   ","5.27","-25.6","2.717","14.2","1.5","1.77","100","13.96","2.02","0.41","4.56","1.68","1.05","0.59","0.33","0","0.33","0","0","0","0","0","0","-26.3","67.5","-62.1","-137.1","113.9","-147","-83.3","-166.8","-135.6","0","-64.3","0","0","0","0","0","0"
"1555349017169","04/15/19  17:23:37.169   ","5.35","-25.1","2.721","14","1.5","1.804","100","13.66","1.25","1.04","4.39","1.38","1.07","0.36","0","0","0.3","0.2","0","0","0","0","0.25","-27.4","124.4","11.9","77.2","120.3","-121.4","-54","-146.2","0","0","-72.8","93","0","0","0","0","-65.1"
"1555349018173","04/15/19  17:23:38.173   ","5.29","-25.8","2.705","14.9","1.5","1.725","100","13.27","0.91","1.06","4.9","1.35","0.67","0.49","0.33","0","0.31","0","0","0","0","0","0","-25.7","17.6","-108.3","-85.3","117.3","167.1","-94.9","131.6","156.4","0","-73","0","0","0","0","0","0"
"1555349019241","04/15/19  17:23:39.241   ","5.38","-27.5","2.707","14.6","1.6","1.714","100","13.85","2.24","0.42","4.78","1.58","0.85","0.56","0.29","0","0.42","0","0","0","0","0","0","-25.1","-161.3","-138.1","100.4","117.8","-12.6","-91.6","-29.4","170","0","-74","0","0","0","0","0","0"
"1555349020354","04/15/19  17:23:40.354   ","5.42","-26","2.73","14.5","1.5","1.721","100","13.89","1.97","0.48","4.46","1.67","0.9","0.57","0.31","0","0.31","0","0","0","0","0","0","-25.6","16.8","-103.8","-84.4","117.8","166.1","-93.6","135.2","152.5","0","-66.4","0","0","0","0","0","0"
"1555349021166","04/15/19  17:23:41.166   ","5.3","-25.9","2.715","14.4","1.5","1.726","100","13.43","1.22","0.94","4.71","1.41","0.68","0.5","0.37","0","0.38","0","0","0","0","0","0","-25.3","26.5","-97.4","-88.2","118","176.6","-95.8","146","170.2","0","-71.2","0","0","0","0","0","0"
"1555349022370","04/15/19  17:23:42.370   ","5.35","-26.9","2.728","15.1","1.6","1.778","100","13","0.46","1.2","5.05","1.19","0.61","0.49","0.33","0","0.23","0","0.21","0","0","0","0","-27.1","127","13.6","80.1","119.8","-117.5","-55.1","-144.6","0","0","-72","0","0","0","0","0","-68.4"
"1555349023168","04/15/19  17:23:43.168   ","5.43","-25.8","2.741","14.5","1.6","1.782","100","13.28","1.73","0.34","5.15","1.59","1.55","0.61","0.3","0","0.2","0","0","0","0","0","0.2","-26.8","90.7","-45.7","177","111.8","-134.1","-69.2","-164.4","-111.8","0","-83.8","0","0","0","0","0","-86.2"
"1555349024358","04/15/19  17:23:44.358   ","5.37","-25.2","2.722","14.4","1.6","1.724","100","13.88","2.28","0.48","4.91","1.71","1.14","0.57","0","0","0.34","0","0","0","0","0","0","-24.7","-136.1","-100.1","87.1","119.4","13.1","-77.1","-7.6","-148","0","-76.1","0","0","0","0","0","0"
"1555349025163","04/15/19  17:23:45.163   ","5.34","-26.6","2.75","15","1.6","1.721","100","13.16","0.96","1.15","5.05","1.27","0.72","0.53","0.31","0","0.32","0","0","0","0","0","0","-24.8","-167.5","-144.3","101.8","118.7","-18.4","-85.4","-36.3","156.2","0","-76.3","0","0","0","0","0","0"
"1555349026360","04/15/19  17:23:46.360   ","5.42","-27.1","2.738","14.7","1.6","1.725","100","13.18","0.65","1.36","5.08","1.23","0.52","0.54","0.35","0","0.37","0","0","0","0","0","0","-27","-36.5","-73.5","-76","114.7","92.7","5.2","53.6","59.3","0","-67","0","0","0","0","0","0"
"1555349027165","04/15/19  17:23:47.165   ","5.41","-25.5","2.73","14.5","1.6","1.773","100","13.17","1.96","0.49","5.4","1.43","1.27","0.52","0.3","0","0.52","0","0","0","0","0","0","-26.9","-75","-56.2","-65.8","123.3","51.7","-50.7","12.4","-16.4","0","-76.9","0","0","0","0","0","0"
"1555349028346","04/15/19  17:23:48.346   ","5.38","-24.5","2.777","14.1","1.6","1.776","100","13.36","1.69","0.36","4.85","1.59","1.44","0.67","0.27","0.23","0","0","0","0","0","0","0.26","-25.2","51.4","-74.3","-101.6","117","-158.6","-79.8","176.7","-153.1","0","-66.1","0","0","0","0","0","-72.2"
"1555349029164","04/15/19  17:23:49.164   ","5.41","-26.6","2.746","14.9","1.6","1.699","100","13.23","0.87","1.16","4.78","1.34","0.54","0.51","0.31","0","0.37","0","0","0","0","0","0","-25.3","13.3","-108.8","-81.9","118.6","163.6","-88.8","131.4","149.8","0","-69.3","0","0","0","0","0","0"
"1555349030351","04/15/19  17:23:50.351   ","5.41","-26.8","2.752","15.1","1.6","1.738","100","13.01","0.62","1.23","5.36","1.13","0.68","0.57","0.33","0","0.36","0","0","0","0","0","0","-26.6","137.6","36.8","101.5","117.6","-97","-37.5","-119.3","0","0","-55.3","126.4","0","0","0","0","0"
"1555349031162","04/15/19  17:23:51.162   ","5.48","-25.3","2.786","14.5","1.6","1.767","100","13.39","1.69","0.35","5","1.6","1.42","0.66","0.26","0.22","0.22","0","0","0.2","0","0","0.21","-26.5","90.4","-42.5","-175.8","113.4","-134.1","-64.6","-159.4","-97.9","-173.7","-97.3","0","0","-7","0","0","-71.2"
"1555349032458","04/15/19  17:23:52.458   ","5.47","-26.7","2.768","15.3","1.6","1.723","100","13.05","0.66","1.21","5.08","1.14","0.7","0.56","0.32","0","0.27","0","0","0","0","0","0","-25.4","171","173.5","109","114.8","-42.8","-98.7","-72.5","130.1","0","-90.2","0","0","0","0","0","0"
"1555349033234","04/15/19  17:23:53.234   ","5.43","-24.3","2.792","14.2","1.6","1.79","100","13.97","0.9","1.14","4.05","1.39","0.82","0.42","0","0","0.29","0.22","0","0","0","0","0.22","-26.6","131.7","24.5","89.8","118.5","-109.9","-45.1","-133.1","0","0","-75.4","92","0","0","0","0","-58"
"1555349034588","04/15/19  17:23:54.588   ","5.43","-26.6","2.782","15.2","1.6","1.749","100","13.12","0.5","1.18","4.94","1.2","0.58","0.52","0.31","0","0.24","0","0","0","0","0","0.2","-25.8","163.2","157.8","111.5","111.4","-52.7","-103.3","-82.7","132","0","-85.8","0","0","0","0","0","-67.8"
"1555349035164","04/15/19  17:23:55.164   ","5.47","-26.8","2.773","14.6","1.6","1.705","100","14.12","2.27","0.38","4.6","1.67","0.83","0.58","0.25","0","0.44","0","0.2","0","0","0","0","-24.8","-123.4","-87.3","68.3","119.9","23.4","-71","7.8","-114","0","-79.3","0","177.3","0","0","0","0"
"1555349036460","04/15/19  17:23:56.460   ","5.47","-25.5","2.78","14.6","1.6","1.742","100","14.27","0.71","1.03","4.17","1.04","0.65","0.39","0","0","0.47","0","0","0","0","0","0","-26.9","-47.7","-35.2","-85.4","123.2","74","-26.2","42.2","0","0","-69.3","0","0","0","0","0","0"
