"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","V2 Ang","I2 H17 ANG"
"0","                         ","34064","36112","15","5644","7180","271","29","285","541","797","1053","1309","1565","1821","2077","2333","2589","2845","3101","3357","3613","3869","4125","105","361","617","873","1129","1385","1641","1897","2153","2409","2665","2921","3177","3433","3689","35088","4201"
"1558524370224","05/22/19  11:26:10.224   ","8.73","-149","3.885","14.1","2.5","2.183","100","10.7","6.8","0.61","2.44","1.39","1.47","0.52","4.86","0","1.06","0.28","0.57","0","0.3","0","1.06","-149","-163.3","-58.2","48.1","5.8","-147.8","2.6","-38.4","-87.4","0","-147.8","84.5","177.6","0","-63.1","-120.4","-174.3"
"1558524371222","05/22/19  11:26:11.222   ","8.77","-149.3","3.875","14.1","2.4","2.207","100","10.82","6.68","0.71","2.17","1.17","1.41","0.67","4.85","0","0.97","0","0.92","0","0.55","0","0.9","-149.3","-134.6","-50.3","58","-10.2","-127.8","15.6","-8.5","-88.3","0","-144.8","0","169","0","-66.5","-120.4","175.9"
"1558524372228","05/22/19  11:26:12.228   ","8.72","-149.2","3.885","14.2","2.5","2.197","100","10.8","6.91","0.64","2.23","1.41","1.47","0.49","4.94","0","1.1","0","0.61","0","0.39","0","1","-149.3","-156.1","-56.2","50","6.1","-144.3","6.2","-39.6","-89.3","0","-145.5","0","175.8","0","-57.1","-120.5","-167.6"
"1558524373215","05/22/19  11:26:13.215   ","8.78","-149","3.861","13.8","2.4","2.201","100","10.53","6.53","0.73","2.36","0.98","1.46","0.73","4.79","0","1.1","0","0.63","0","0.42","0","1.02","-149.3","-125","-47.6","59","-13.6","-121.8","13","-9.2","-86.9","0","-146.2","0","-178","0","-51.8","-120.4","-179.8"
"1558524374230","05/22/19  11:26:14.230   ","8.72","-149.2","3.864","14.3","2.5","2.209","100","10.91","6.85","0.74","2.02","1.25","1.54","0.72","5.05","0","1.03","0.21","0.67","0","0.35","0","1.02","-149.4","-149","-53.7","56.5","0.9","-135.8","12.7","-17.5","-88.4","0","-149.6","109.4","176.9","0","-68.4","-120.5","178.3"
"1558524375470","05/22/19  11:26:15.470   ","8.78","-149.1","3.878","13.7","2.3","2.101","100","10.52","4.85","0.45","2.55","0.76","1.43","0.64","4.59","0","1.12","0.22","0.51","0","0.39","0","0.9","-149.6","20","-56.3","-97.3","1.4","44.8","14.9","124.1","-88.2","0","-151.4","-61.9","166.7","0","-91.5","-120.4","-173"
"1558524376225","05/22/19  11:26:16.225   ","8.75","-149.1","3.856","13.9","2.4","2.202","100","10.64","6.64","0.78","2.15","1.14","1.49","0.71","4.91","0","0.97","0","0.65","0","0.4","0","0.97","-149.4","-134.4","-50.6","64.6","-10","-128.7","16.5","-16","-86.8","0","-147","0","173.2","0","-63.8","-120.4","-172.5"
"1558524377457","05/22/19  11:26:17.457   ","8.8","-149.2","3.87","14.3","2.5","2.116","100","10.69","4.44","0.5","2.39","0.7","1.52","0.56","4.49","0","1.02","0","0.75","0","0.43","0","0.86","-149.6","90.9","-52","-174.7","-11.1","112","13.2","-150.9","-88.6","0","-152.7","0","-179.4","0","-63.6","-120.4","176.2"
"1558524378229","05/22/19  11:26:18.229   ","8.77","-149","3.852","13.8","2.4","2.176","100","10.66","6.3","0.67","2.44","1.01","1.48","0.62","4.83","0","1.04","0","0.76","0","0.46","0","0.94","-149.3","-172.8","-61.4","50","0.9","-160.7","5.6","-57","-92.6","0","-149.6","82.3","169.6","0","-56.8","-120.4","-175.5"
