"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","V3 Ang","I3 H13 ANG"
"1558525511521","05/22/19  11:45:11.521   ","4.86","86.3","3.268","17.9","1.8","1.739","100","18.48","4.18","1.01","2.15","2.16","0.45","0.72","0.67","0","0.24","0","0","0","0","0","0","84.5","-114.5","-60.8","42.5","84.5","-114.5","-60.8","42.5","-28.8","171.3","104.3","-33.8","-99","0","128.8","119.4","8.1"
"1558525512226","05/22/19  11:45:12.226   ","4.86","86.1","3.312","18.1","1.8","1.822","100","17.68","2.51","0.68","1.95","1.56","0","0.69","0.35","0","0","0","0","0","0","0","0","84.3","23.6","-36.6","-100.2","84.3","23.6","-36.6","-100.2","-21.1","-62.1","-108.1","124.8","39.8","0","0","119.4","115.5"
"1558525513519","05/22/19  11:45:13.519   ","5.02","86.5","3.337","19.4","1.9","1.765","100","17.99","3.24","0.69","2.07","1.72","0.44","0.83","0.56","0","0","0","0","0","0","0","0","84.5","-140.6","-32.4","66.9","84.5","-140.6","-32.4","66.9","-22.3","125.8","72.3","-48.2","0","0","120.9","119.6","0"
"1558525514228","05/22/19  11:45:14.228   ","5.05","86.9","3.387","17.9","1.9","1.764","100","17.57","0.23","1.28","3.03","0.91","0.2","0.76","0.34","0.26","0","0","0.25","0","0","0","0.2","85.1","-15","-41.7","-68.8","85.1","-15","-41.7","-68.8","-3.1","-135.1","157.9","79.8","-41.7","-157.4","0","119.5","66.5"
"1558525515499","05/22/19  11:45:15.499   ","5.24","85.2","3.384","19.2","1.9","1.78","100","17.66","1.94","1.29","2.63","1.11","0.27","0.73","0","0.22","0.41","0","0","0","0","0","0","86.4","154.1","-55.4","120.3","86.4","154.1","-55.4","120.3","3.3","44.8","132.2","-103.3","-60.3","31.5","100.9","119.6","0"
"1558525516224","05/22/19  11:45:16.224   ","5.25","85.3","3.397","19.4","2","1.768","100","18.72","3.69","1.53","2.34","1.75","0.45","0.74","0.56","0.32","0.23","0.26","0.26","0","0","0","0","86.1","-94.6","-68.1","8.1","86.1","-94.6","-68.1","8.1","-38.7","-166.7","0","-6.6","-110.4","0","133.2","119.5","0"
"1558525517493","05/22/19  11:45:17.493   ","5.12","86.1","3.399","18.7","2","1.768","100","18.15","4.39","0.94","1.99","1.94","0.34","0.77","0.68","0.23","0.28","0.22","0.21","0","0","0","0","86.3","61.8","-136.2","-130.1","86.3","61.8","-136.2","-130.1","-4.2","-23.7","154.5","147.9","0","-112.6","0","119.5","89"
"1558525518224","05/22/19  11:45:18.224   ","5.18","86.3","3.418","18.1","1.9","1.738","100","17.73","1.83","1.19","2.46","1.26","0.33","0.82","0.22","0","0.38","0","0","0","0","0","0","86.6","160.2","-53.2","118.5","86.6","160.2","-53.2","118.5","3.7","46.5","141","-96.4","-54.1","37.2","99.2","119.4","44.4"
"1558525519512","05/22/19  11:45:19.512   ","5.25","85.8","3.47","17.9","1.9","1.797","100","18.76","1.23","1.82","2.63","0.95","0.53","0.72","0.34","0.4","0","0.23","0.32","0","0","0","0","86.4","-56.5","-58.7","-55.4","86.4","-56.5","-58.7","-55.4","-15.2","-157.5","87.8","42.9","-95.1","0","78.9","119.4","60.7"
"1558525520216","05/22/19  11:45:20.216   ","5.17","86.9","3.514","18","1.9","1.869","100","17.47","3.05","0.43","2.11","1.73","0.28","0.75","0.49","0","0.21","0","0","0","0.21","0","0","85.8","31.6","0","-102.7","85.8","31.6","0","-102.7","-17.4","-51.2","-118","130.8","63.7","-105","0","119.5","148.4"
"1558525521500","05/22/19  11:45:21.500   ","5.41","86.4","3.53","19.2","2","1.809","100","17.9","1.77","1.17","2.42","1.25","0.3","0.8","0.23","0","0.35","0.21","0.2","0","0","0","0","87","160.3","-52.5","118.5","87","160.3","-52.5","118.5","4.2","48","137.2","-99.7","-54.4","40.3","100.5","119.4","0"
"1558525522241","05/22/19  11:45:22.241   ","5.37","86","3.509","19.3","2","1.806","100","18.33","1.78","0.76","1.68","1.26","0.48","0.72","0.22","0","0.31","0","0","0","0","0","0","86.1","-117.5","-54.7","58.1","86.1","-117.5","-54.7","58.1","-23.4","162.2","111.9","-35.4","-79.2","0","132.5","119.4","0"
"1558525523517","05/22/19  11:45:23.517   ","5.38","86.6","3.543","19.1","2","1.875","100","17.77","1.15","1.19","2.4","0.97","0.34","0.83","0","0.28","0","0","0","0","0.23","0","0","86","-1.2","-34.3","-77.1","86","-1.2","-34.3","-77.1","-3.4","-122.3","-175.9","89.1","-11.6","-136.1","90.5","119.5","0"
"1558525524288","05/22/19  11:45:24.288   ","5.26","88","3.588","19.3","2","1.872","100","17.81","1.65","0.94","1.97","1.24","0.26","0.75","0","0","0","0","0","0","0.2","0","0","87.6","71.2","-118","-129.1","87.6","71.2","-118","-129.1","-4.7","-10.4","176.6","157.8","0","0","0","119.4","80.2"
"1558525525542","05/22/19  11:45:25.542   ","5.43","86","3.569","19.4","2.1","1.801","100","18.84","3.63","1.68","1.76","1.07","0.45","0.79","0.46","0.45","0.34","0.23","0.3","0.21","0","0","0","86.9","176.4","-45.1","112.4","88.3","110.2","-82.8","135","-6.7","26.5","20.3","-152.7","-102.6","0","70.4","119.5","0"
"1558525526327","05/22/19  11:45:26.327   ","5.34","86.9","3.546","18.9","2.1","1.752","100","18.96","3.63","1.69","1.78","1","0.45","0.8","0.47","0.43","0.33","0.25","0.33","0.21","0","0","0.21","86.8","179.3","-44.3","109.8","86.8","179.3","-44.3","109.8","-4","58.9","165.1","-81.6","-19.6","55.4","130.3","119.4","-33.3"
"1558525527602","05/22/19  11:45:27.602   ","5.37","88.4","3.604","18.7","2","1.756","100","18.78","2.72","1.68","2.46","1.48","0.51","0.82","0.39","0.39","0.28","0.3","0.26","0","0","0","0","87.3","-83.9","-65.1","-4.7","86.3","-151.4","-30.2","82.4","-27","107.8","0","-53.3","20.2","79.8","146.4","119.5","37"
"1558525528338","05/22/19  11:45:28.338   ","5.39","88.8","3.634","18.4","2.1","1.763","100","19.01","3","1.66","2.42","1.57","0.52","0.84","0.45","0.42","0.27","0.25","0.26","0","0","0","0","86.7","-21.8","-42.5","-61.2","86.7","-21.8","-42.5","-61.2","-0.7","-137.9","155.7","74","-60.4","-143.9","79.7","119.5","45.6"
"1558525529637","05/22/19  11:45:29.637   ","5.37","87.3","3.58","18.9","2.1","1.832","100","18.14","1.4","0.96","2.16","1.04","0","0.91","0","0.27","0","0.25","0","0","0.2","0","0","87.4","65.9","-133.1","-125.6","86.3","1.8","-32.4","-77.3","-3.1","-118","-164.2","94.6","-8.7","-127.5","89.5","119.5","-26.2"
"1558525530384","05/22/19  11:45:30.384   ","5.43","86.8","3.61","19.5","2.1","1.84","100","18.77","4.3","0.98","2.01","1.96","0.31","0.79","0.68","0.23","0.32","0.23","0.24","0","0","0","0","87.2","60","-149.8","-122.8","87.2","60","-149.8","-122.8","-0.8","-34.7","164.4","141.7","0","-84.6","0","119.5","0"
"1558525531669","05/22/19  11:45:31.669   ","5.57","87.1","3.598","18.6","2.1","1.803","100","18.62","1.84","1.4","2.67","1.03","0.24","0.92","0.37","0.29","0.36","0.31","0.31","0","0","0","0.25","88.3","147.3","-59.4","118.1","88.3","147.3","-59.4","118.1","4.2","39.8","123.9","-107.8","-64","42.9","95.4","119.5","115.5"
"1558525532418","05/22/19  11:45:32.418   ","5.39","86.6","3.573","19","2.1","1.793","100","18.87","2.04","1.39","2.59","0.92","0","0.82","0.44","0.28","0.29","0.3","0.35","0","0","0","0.21","86.5","-154.1","-31.1","87","86.5","-154.1","-31.1","87","-26.1","101.6","0","-51.4","20.9","86.8","149.1","119.4","33.5"
"1558525533710","05/22/19  11:45:33.710   ","5.48","88.5","3.635","18.5","2","1.765","100","18.93","3.54","0.82","2.11","2.07","0.45","0.68","0.69","0","0.23","0.2","0.24","0","0","0","0","87.4","-63.9","-61.9","-44.3","86.5","-129.7","-29.9","67.6","-24.7","140.3","107.8","-48.3","0.3","93.9","152","119.5","62.6"
"1558525534518","05/22/19  11:45:34.518   ","5.56","87.5","3.623","18.4","2.1","1.756","100","19.13","1.89","1.72","2.45","1.25","0.51","0.83","0.3","0.41","0.29","0.28","0.22","0","0","0","0","86.4","-2.7","-33.4","-71.7","87.5","-72.4","-64.3","-29.7","-26.1","-162.8","56.8","20.3","-100.9","0","0","119.4","104.3"
"1558525535741","05/22/19  11:45:35.741   ","5.43","87.5","3.588","19.3","2.2","1.848","100","18.33","2.29","0.5","1.84","1.44","0.2","0.83","0.42","0.26","0.22","0.21","0.21","0","0.24","0","0","86.3","17.6","-25.7","-84.8","86.3","17.6","-25.7","-84.8","-13.3","-82.5","-120.6","114.4","33.8","-110.1","90.4","119.5","5.7"
"1558525536574","05/22/19  11:45:36.574   ","5.51","86.5","3.614","20.2","2.2","1.832","100","19.39","4.6","1.4","1.81","1.89","0.37","0.77","0.71","0.31","0.37","0.23","0.32","0","0","0","0","88","75.1","-116.1","-124.9","86.3","10.7","-31","-80.7","-8","-99.6","-147.2","106.6","11.3","-112.6","95.1","119.5","-16.6"
"1558525537798","05/22/19  11:45:37.798   ","5.55","86.4","3.59","19.6","2.1","1.774","100","19.38","4.45","1.8","1.85","1.52","0.48","0.91","0.62","0.41","0.28","0.32","0.39","0","0","0","0","87.8","160.5","-51.2","117.6","88.6","94.2","-97.1","-149.6","-13","15.2","-13.5","178.9","-121.2","-47.4","70.3","119.5","0"
"1558525538622","05/22/19  11:45:38.622   ","5.45","86.5","3.591","19.5","2.1","1.806","100","18.96","3.21","0.53","2.11","1.8","0.38","0.82","0.55","0","0","0.23","0","0","0","0","0","88.1","152.5","-55.4","119.2","88.1","152.5","-55.4","119.2","3.1","43.5","135.9","-101.2","-53.2","50.6","102.5","119.5","-74.2"
"1558525539810","05/22/19  11:45:39.810   ","5.51","88.3","3.637","18.7","2.2","1.765","100","19.34","3.76","1.06","2.12","2.04","0.41","0.71","0.7","0","0.27","0.22","0.27","0","0","0","0","87.2","-52.9","-58","-57.5","86.8","-117.5","-43.5","63.9","-28.1","158.2","127.9","-42.3","0","0","164.6","119.5","84.8"
"1558525540222","05/22/19  11:45:40.222   ","5.39","86.6","3.582","19.2","2.1","1.814","100","18.8","2.47","0.52","2.05","1.41","0.27","0.86","0.46","0","0","0","0","0","0","0","0","86.6","-155.9","-26.5","96.3","86.6","-155.9","-26.5","96.3","-26","93.9","0","-52.8","28.5","106.8","167.9","119.6","116.3"
"1558525541510","05/22/19  11:45:41.510   ","5.48","86.6","3.636","20","2.1","1.807","100","19.4","1.44","1.79","2.41","1.2","0.45","0.93","0.26","0.33","0.33","0.33","0.23","0","0","0","0","86.3","4.5","-34.2","-74.4","88.7","-74.4","-100.2","-88.9","1.8","-177.5","95.7","45.3","-71.1","27.8","29.4","119.5","65.9"
"1558525542228","05/22/19  11:45:42.228   ","5.34","88.6","3.647","18.6","2.1","1.874","100","18.29","1.36","0.9","2.04","1.09","0","1.07","0.26","0.31","0.29","0.36","0","0","0","0","0.21","86.3","-1.2","-35.9","-69.8","86.3","-1.2","-35.9","-69.8","-1.4","-121.7","-174.5","99.1","-34.8","-123.7","101.1","119.5","0"
"1558525543508","05/22/19  11:45:43.508   ","5.45","86.2","3.589","19.6","2.1","1.772","100","19.44","4.62","1.63","1.85","1.75","0.42","0.83","0.63","0.37","0.34","0.25","0.33","0","0","0","0","88.3","85.5","-103","-128.8","88.3","85.5","-103","-128.8","-16","1.6","-15.7","168.5","-125.4","-33.1","96.8","119.5","6.2"
"1558525544220","05/22/19  11:45:44.220   ","5.43","87.6","3.575","19.7","2.1","1.77","100","19.02","1.89","1.2","2.79","1.25","0.23","1.07","0.52","0.28","0","0.34","0.27","0.24","0","0","0","88.3","145.1","-61","118.1","88.3","145.1","-61","118.1","2.4","39.8","124.4","-108","-63.6","44","99.4","119.5","37.9"
"1558525545508","05/22/19  11:45:45.508   ","5.34","88.5","3.646","18.9","2.2","1.764","100","19.49","3.72","0.92","2.11","2.02","0.44","0.76","0.63","0.2","0.22","0.25","0","0","0","0","0","87.4","-58.9","-58.3","-60.2","87.4","-58.9","-58.3","-60.2","-17.7","-158.7","97.7","35.6","-97.3","158.8","72.1","119.5","-32.5"
"1558525546221","05/22/19  11:45:46.221   ","5.55","87.6","3.64","19.8","2.2","1.772","100","19.45","1.59","1.76","2.34","1.25","0.39","0.92","0.3","0.28","0.36","0.25","0.3","0","0","0","0","87.5","-65.2","-61.4","-57.3","87.5","-65.2","-61.4","-57.3","-21.7","-163.2","74","26.3","-99.4","156.5","65","119.5","0"
"1558525547506","05/22/19  11:45:47.506   ","5.41","87.5","3.601","19.3","2.2","1.866","100","18.4","2.75","0.26","1.86","1.57","0.47","0.93","0.7","0.29","0.33","0.3","0.27","0","0","0","0.24","88.3","89.4","-100.4","-137.1","88.3","89.4","-100.4","-137.1","-14.8","4.9","-16.8","169","-120.8","-39.1","93.9","119.5","18.6"
"1558525548208","05/22/19  11:45:48.208   ","5.51","86.5","3.616","19.5","2.2","1.814","100","19.53","4.72","1.58","1.85","1.85","0.4","0.84","0.66","0.3","0.34","0.24","0.33","0","0","0","0","88.2","147.1","-59","117.9","88.3","82.4","-106.1","-126.3","-15.6","-4.7","-10.8","166.4","-124.9","-33.8","92.5","119.5","0"
"1558525549483","05/22/19  11:45:49.483   ","5.34","88","3.624","19.7","2.2","1.823","100","19.17","1.41","0.81","1.99","1.27","0.56","1.06","0.26","0.24","0","0.3","0.26","0","0.27","0","0","87.5","169.5","-45.4","119.5","87.5","169.5","-45.4","119.5","-2.5","53.9","164.5","-84.8","-19.2","74.4","105.4","119.5","-35.9"
"1558525550219","05/22/19  11:45:50.219   ","5.49","86.3","3.604","19.8","2.1","1.798","100","19.24","3.52","0.65","2.1","1.96","0.38","0.8","0.61","0","0","0","0","0","0","0","0","86.7","-132.9","-15.6","78.5","86.7","-132.9","-15.6","78.5","-25","124.9","137","-45.8","40.5","153.9","0","119.6","146.2"
"1558525551485","05/22/19  11:45:51.485   ","5.53","86.5","3.649","20.5","2.1","1.85","100","19.43","0.54","1.62","2.52","1.07","0.28","0.98","0.22","0","0.37","0.31","0.24","0.2","0","0","0.23","87.3","-47","-54.6","-61.6","87.3","-47","-54.6","-61.6","-10.8","-151.4","117.1","49.4","-84.9","-177.7","78.3","119.5","-173.9"
"1558525552224","05/22/19  11:45:52.224   ","5.35","88.6","3.657","18.8","2.1","1.861","100","18.53","1.99","0.66","1.54","1.36","0","1","0.49","0.23","0.22","0.34","0","0","0","0","0.21","86.1","10.4","-33.2","-77.4","86.1","10.4","-33.2","-77.4","-8.1","-97.6","-145.8","109.8","-22.1","-92.7","103.3","119.4","69.2"
"1558525553491","05/22/19  11:45:53.491   ","5.49","86.3","3.605","19.9","2.1","1.768","100","19.52","4.55","1.75","1.78","1.63","0.52","0.89","0.57","0.36","0.29","0.27","0.27","0","0","0","0","88.5","92.1","-98","-132.5","88.5","92.1","-98","-132.5","-13.2","7.2","-4.1","173.5","-117.9","-27.2","96.1","119.5","-43"
"1558525554222","05/22/19  11:45:54.222   ","5.45","87.7","3.585","19.4","2.1","1.777","100","18.92","1.8","1.2","2.76","1.31","0.33","1.15","0.52","0.31","0","0.3","0.26","0.24","0.21","0","0","88.2","147.5","-59.1","120.6","88.2","147.5","-59.1","120.6","4.5","41.5","136.8","-105.9","-61.7","42.9","86.4","119.5","25.6"
"1558525555498","05/22/19  11:45:55.498   ","5.36","88.6","3.678","18.9","2.2","1.76","100","19.56","3.55","0.84","2.14","2.04","0.38","0.81","0.62","0.23","0.23","0.26","0.21","0","0.23","0","0","86.9","-127","-17.9","78","86.9","-127","-17.9","78","-25.2","134","140.1","-41.3","53.5","170","0","119.5","63"
"1558525556219","05/22/19  11:45:56.219   ","5.59","87.3","3.65","20","2.2","1.766","100","19.6","2.15","1.78","2.29","1.4","0.43","0.93","0.39","0.28","0.36","0.26","0.28","0","0","0","0","87.5","-73.9","-63.5","-46.8","87.5","-73.9","-63.5","-46.8","-27.9","-168.8","55.7","14.3","-108.3","0","0","119.4","-77.8"
"1558525557531","05/22/19  11:45:57.531   ","5.48","86.7","3.642","20.4","2.2","1.888","100","18.67","2.11","0.57","1.5","1.4","0","1.08","0.49","0.22","0.21","0.37","0","0","0","0","0.28","86.3","10.7","-35.4","-74.9","86.3","10.7","-35.4","-74.9","-7.9","-96.2","-159.8","114.5","-25.4","0","116.9","119.6","172.7"
"1558525558253","05/22/19  11:45:58.253   ","5.49","87","3.672","20.1","2.2","1.895","100","18.45","1.41","0.8","1.86","1.2","0.21","1.17","0.27","0.3","0.3","0.35","0","0","0","0","0.25","87.5","63.8","-136.3","-116.4","87.5","63.8","-136.3","-116.4","2.3","-36.8","96.9","147.5","-108.3","-25.6","129.6","119.5","58.3"
"1558525559531","05/22/19  11:45:59.531   ","5.63","86.7","3.609","19.5","2.1","1.772","100","19.01","1.88","1.2","2.76","1.23","0.32","1.01","0.58","0.25","0","0.25","0.21","0","0","0","0","88.5","140.8","-63.7","115.5","88","76.3","-113.6","-114.8","-10.2","-15.8","0","158.9","-114.4","-21.2","115.3","119.5","71.1"
"1558525560279","05/22/19  11:46:00.279   ","5.42","87.7","3.597","19.5","2.2","1.77","100","19.31","2.53","1.47","2.29","1.07","0.5","1.03","0.52","0.2","0","0.22","0.23","0","0","0","0","86.9","-164.9","-31.7","109.5","88.8","127.2","-73.1","111.4","5","27.7","86.1","-136.1","-81.6","20.7","96.7","119.5","-1.7"
"1558525561547","05/22/19  11:46:01.547   ","5.46","88.9","3.682","18.7","2.2","1.762","100","19.16","2.42","0.39","2.18","1.49","0","1.03","0.38","0","0","0.33","0.27","0","0.27","0","0","87.8","-86.5","-65.5","-13.5","86.8","-154.1","-20.3","101.8","-27.3","99","-162.6","-45.1","48.4","137.9","0","119.5","20.8"
"1558525562322","05/22/19  11:46:02.322   ","5.63","86.5","3.627","20.5","2.2","1.79","100","19.44","1.69","0.29","1.93","1.28","0.26","1.05","0","0","0","0.34","0.3","0","0.29","0","0","87.7","-101.3","-57.3","21.6","87.7","-101.3","-57.3","21.6","-39.1","178.9","171.8","-17.3","0","0","0","119.6","0"
"1558525563584","05/22/19  11:46:03.584   ","5.56","87.2","3.653","20.2","2.1","1.889","100","18.62","0.53","0.99","2.54","1.25","0.22","1.23","0","0.24","0.45","0.3","0","0","0","0","0.3","86.9","-25.9","-45.2","-60.4","86.9","-25.9","-45.2","-60.4","-2.7","-139.6","142.9","78.8","-64.5","-146.8","82.6","119.5","28.3"
"1558525564352","05/22/19  11:46:04.352   ","5.39","88.6","3.403","19.1","2.1","1.772","100","19.23","0.42","1.4","2.44","1.16","0","1.12","0.24","0","0.34","0.2","0.21","0","0","0","0.23","86.5","24.5","-67.6","-86.7","87.5","-43.4","-53.2","-62.7","-9.2","-149.3","133.3","53.9","-84.8","-167.1","68.3","119.4","-19.8"
"1558525565599","05/22/19  11:46:05.599   ","5.57","86.4","3.353","19.5","2.2","1.736","100","19.56","4.26","1.76","1.87","1.51","0.59","0.95","0.5","0.32","0.21","0.23","0.24","0","0","0","0","87.9","164.4","-48.7","122.8","87.4","66.1","-93.8","0","-30.8","-20.9","88.1","-173.7","7.5","168.6","-45.6","119.4","6.9"
"1558525566346","05/22/19  11:46:06.346   ","5.47","86.9","3.358","19.6","2.2","1.737","100","19.66","4.82","1.59","1.69","1.84","0.52","0.88","0.68","0.34","0.27","0.29","0.29","0","0","0","0","88.5","147.1","-60","118.5","88.5","147.1","-60","118.5","2.3","39.7","132.3","-106.3","-60.7","56.5","93.9","119.5","0"
"1558525567658","05/22/19  11:46:07.658   ","5.39","87.6","3.375","20","2.2","1.782","100","19.51","3.27","0.59","2.2","1.95","0.27","0.93","0.51","0","0.27","0.31","0.32","0","0.22","0","0","88.3","154.9","-54.7","121.3","88.3","154.9","-54.7","121.3","1.3","45.7","147.1","-95.9","-46.9","56.6","93.4","119.5","0"
"1558525568372","05/22/19  11:46:08.372   ","5.46","86.8","3.35","20.4","2.2","1.782","100","19.58","2.39","0.4","2.26","1.59","0","1.1","0.4","0","0.25","0.31","0.35","0","0.3","0.21","0","87.9","-86.8","-66","-22.8","86.9","-154.3","-23.4","103.7","-26.5","99.5","-152.9","-42.7","56.6","0","0","119.4","0"
"1558525569708","05/22/19  11:46:09.708   ","5.49","89.1","3.408","18.9","2.1","1.718","100","19.79","2.48","1.71","2.2","1.46","0.57","0.9","0.44","0.27","0.3","0.2","0.27","0","0","0","0","88","-78","-64.8","-45.4","86.9","-144.8","-12.1","91.5","-25.9","111","-177.3","-42.1","60.1","177.6","0","119.6","37.8"
"1558525570231","05/22/19  11:46:10.231   ","5.54","87.2","3.354","20.2","2.2","1.756","100","19.56","3.78","1.74","1.87","1.38","0.74","0.99","0.44","0.26","0.2","0","0","0","0","0","0","89","106.3","-88.5","93.7","89","106.3","-88.5","93.7","-6.4","16","30.1","-165.3","-95.9","20.4","118.6","119.5","94.3"
"1558525571501","05/22/19  11:46:11.501   ","5.37","88.9","3.375","19.4","2.2","1.75","100","19.52","1.39","0.3","1.94","1.37","0.44","1.13","0","0.2","0.23","0.32","0.32","0","0.23","0","0","87.6","-175.5","-37.7","120.6","87.6","-175.5","-37.7","120.6","-11.8","72.1","-163.6","-60.8","28.5","82","98.5","119.6","0"
"1558525572229","05/22/19  11:46:12.229   ","5.55","86.4","3.351","20.4","2.2","1.745","100","19.82","3.65","0.91","2.18","2.09","0.34","0.88","0.57","0","0.32","0.29","0.29","0","0","0","0","87.2","-124.1","-21.3","76.4","87.2","-124.1","-21.3","76.4","-22.8","140.2","167.1","-33.1","85.4","-135.6","62.6","119.4","0"
"1558525573530","05/22/19  11:46:13.530   ","5.53","86.9","3.382","19.3","2.1","1.76","100","19.42","0.56","1.41","2.35","1.26","0","1.07","0.35","0","0.3","0","0.23","0","0","0","0","87.5","-45.2","-54.7","-61.3","87.5","-45.2","-54.7","-61.3","-9.5","-151.3","132.7","51.3","-84","-154.2","65.3","119.5","109.4"
"1558525574225","05/22/19  11:46:14.225   ","5.34","88.6","3.383","20.5","2.1","1.844","100","18.65","2.3","0.48","1.29","1.56","0","1.09","0.47","0","0","0.28","0","0","0.26","0","0","86.4","10.8","-42.3","-73.7","86.4","10.8","-42.3","-73.7","-8.4","-92.8","-172.9","120.7","-15.6","0","123.1","119.6","88.6"
"1558525575521","05/22/19  11:46:15.521   ","5.48","86.4","3.315","20.3","2.1","1.728","100","19.68","4.65","1.76","1.74","1.67","0.59","0.94","0.62","0.33","0.26","0.27","0.25","0","0","0","0","88.6","91","-99.3","0","88.6","91","-99.3","0","-18","1.1","22.1","-176.4","-96.5","0","0","119.6","-13.7"
"1558525576232","05/22/19  11:46:16.232   ","5.42","87.9","3.304","19.5","2.1","1.723","100","19.09","1.71","1.01","2.91","1.48","0.31","1.16","0.46","0","0.27","0","0","0","0","0","0.21","88.5","144.9","-61.7","114.2","88.5","144.9","-61.7","114.2","6.2","37.9","128.8","-108.8","-59.6","59.4","96","119.5","0"
"1558525577513","05/22/19  11:46:17.513   ","5.34","88.7","3.372","19.1","2.2","1.715","100","19.87","3.43","0.82","2.06","2.13","0.27","0.93","0.63","0","0.36","0.32","0.39","0","0.22","0","0.2","86.9","-127.7","-10.1","77.1","86.9","-127.7","-10.1","77.1","-21.9","134.7","164.6","-33.5","83.8","-149.3","65.7","119.6","58.9"
"1558525578226","05/22/19  11:46:18.226   ","5.57","87.4","3.34","20.1","2.2","1.707","100","19.67","2.23","1.71","2.14","1.41","0.52","0.87","0.44","0.26","0.28","0","0.22","0","0","0","0","87.8","-71.3","-65.4","-60.3","87.8","-71.3","-65.4","-60.3","-22.7","-171.2","0","23.5","-125.1","0","64.3","119.5","-56.9"
"1558525579523","05/22/19  11:46:19.523   ","5.39","87.8","3.321","19.5","2.2","1.803","100","18.73","2.79","0","1.45","1.76","0.32","1.16","0.58","0","0","0.27","0","0","0.25","0","0","86","18.6","-44.1","-77.8","86","18.6","-44.1","-77.8","-15.9","-77.3","0","130.4","3.7","0","133.4","119.6","-25.1"
"1558525580231","05/22/19  11:46:20.231   ","5.47","86.6","3.325","20.7","2.2","1.791","100","19.85","4.94","1.55","1.49","1.94","0.54","0.94","0.76","0.32","0.25","0.33","0.22","0","0","0","0","88","79.1","-107","-119.1","88","79.1","-107","-119.1","-19.6","-11.5","70.1","172.2","-97.5","0","0","119.5","0"
"1558525581526","05/22/19  11:46:21.526   ","5.51","87.8","3.302","20.4","2.2","1.765","100","19.34","1.07","0.45","2.19","1.64","0.51","1.15","0.22","0.24","0.3","0","0","0","0","0","0.22","87.5","169.1","-45.5","123.4","88.5","103.3","-89.8","88.4","-11.6","11.8","35.2","-162.1","-88.2","0","0","119.5","0"
"1558525582274","05/22/19  11:46:22.274   ","5.46","87.7","3.287","20.5","2.2","1.767","100","19.33","1.17","0.51","2.33","1.62","0.44","1.18","0.25","0.22","0.3","0","0","0","0","0","0.22","86.8","-125.7","-9","77.4","86.8","-125.7","-9","77.4","-20.4","138","171.6","-28.4","104.1","-120.1","73.5","119.6","60"
"1558525583553","05/22/19  11:46:23.553   ","5.46","87.6","3.334","19.5","2.1","1.747","100","18.95","0.27","0.92","2.31","1.38","0.29","1.17","0.4","0","0.25","0","0.26","0","0.2","0","0","86.8","-31.5","-50","-62.1","87.7","-96.3","-64.3","-26.6","-33.2","177.1","-109","-0.7","-162.3","-72.1","61","119.6","-75.1"
"1558525584314","05/22/19  11:46:24.314   ","5.41","88.4","3.32","19","2.1","1.724","100","18.75","0.29","0.9","2.35","1.35","0.23","1.12","0.37","0","0.25","0","0.21","0","0.2","0","0","86.9","-31.9","-49.4","-61.6","86.9","-31.9","-49.4","-61.6","-2.4","-142.8","144.1","67.6","-74.8","-148.6","74","119.6","15.6"
"1558525585574","05/22/19  11:46:25.574   ","5.55","86.8","3.265","19.7","2.1","1.722","100","19.53","5","1.3","1.36","2.09","0.58","1.01","0.79","0.25","0","0.32","0","0","0.22","0","0","88.4","130.2","-70.9","105.1","88.4","130.2","-70.9","105.1","5","26.7","103.1","-128.6","-67.1","58.4","0","119.6","88.2"
"1558525586339","05/22/19  11:46:26.339   ","5.39","87.6","3.285","19.7","2.1","1.734","100","19.68","5.08","1.36","1.4","2.12","0.64","1.05","0.78","0.26","0","0.28","0","0","0.2","0","0","88.5","132.6","-70","108.2","88.5","132.6","-70","108.2","5.5","28.6","108.9","-123.8","-62.2","72.7","0","119.7","-166.2"
"1558525587627","05/22/19  11:46:27.627   ","5.27","87.5","3.3","19.9","2.2","1.713","100","19.96","3.55","1.01","2.15","2.2","0.25","0.99","0.7","0","0.41","0.26","0.35","0","0","0","0.2","86.8","-122.1","-15.1","73.7","86.8","-122.1","-15.1","73.7","-20.1","143.9","176.4","-23.3","128.5","-91.6","87.3","119.6","0"
"1558525588376","05/22/19  11:46:28.376   ","5.44","85.9","3.263","19.7","2.2","1.729","100","19.98","3.64","1.09","2.11","2.22","0.27","0.93","0.67","0","0.37","0.26","0.35","0","0","0","0","87.4","-56.4","-60.4","-72","86.9","-118.6","-26.1","73.3","-19.1","150.2","-178.5","-20.9","0","-76.7","92.3","119.7","0"
