"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","V3 Ang","I3 H13 ANG"
"1558525431486","05/22/19  11:43:51.486   ","4.92","85.5","2.942","20.6","2","1.719","100","18.54","2.95","0.77","2.04","1.67","0.47","0.94","0.46","0","0","0","0","0","0","0","0","83.1","-148.4","-39.9","52.2","83.1","-148.4","-39.9","52.2","-17.5","117.2","0","-50","41.9","148.4","127.2","119.4","0"
"1558525432228","05/22/19  11:43:52.228   ","4.79","85","2.984","18.4","1.8","1.702","100","19.38","1.94","1.32","2.35","1.35","0.27","1","0.37","0.26","0.45","0.39","0","0.23","0","0","0","83.9","9.4","-23","-96.3","83.9","9.4","-23","-96.3","-28.3","-71.7","126.5","124.9","-34.9","-67.3","91.7","119.4","-22.2"
"1558525433492","05/22/19  11:43:53.492   ","4.83","85.9","2.954","20.3","2","1.703","100","19.1","4.23","0.84","1.8","2.13","0.55","0.79","0.74","0","0.34","0.27","0.2","0","0","0","0","83.8","-116.3","-74.2","7.6","83.8","-174.9","-51.8","106.9","-8.7","88.4","-149.3","-55.4","8.6","87.9","143.4","119.6","17.7"
"1558525434212","05/22/19  11:43:54.212   ","4.78","85","2.95","18.4","1.8","1.778","100","18.25","0.6","1.25","2.72","1.25","0.53","1.09","0.22","0.26","0.43","0.28","0","0","0","0","0","84.1","35.3","44.5","-148.3","84.1","35.3","44.5","-148.3","-24.7","-55.1","93.3","134.5","-5.1","-45.9","106.3","119.5","0"
"1558525435492","05/22/19  11:43:55.492   ","4.76","85.5","2.962","19.2","1.9","1.679","100","19.67","4.23","1.36","1.96","1.73","0.65","0.77","0.79","0","0.47","0.36","0.22","0","0","0","0","84.6","-88.1","-76.4","-10.7","83.2","-147.3","-39.8","51.4","-16.4","119.7","0","-47.3","38.8","150.5","122.4","119.5","46.6"
"1558525436226","05/22/19  11:43:56.226   ","4.85","85.9","2.938","19.6","1.9","1.764","100","18.2","1.58","1.06","1.69","1.51","0.36","0.83","0.21","0","0","0","0","0","0","0","0","85.1","68.3","-105.1","-141.3","85.1","68.3","-105.1","-141.3","-25","-12","136.8","162.4","-105","0","0","119.5","0"
"1558525437496","05/22/19  11:43:57.496   ","4.8","85.9","2.952","18.3","1.8","1.69","100","19.5","2.6","1.41","2.2","1.27","0.54","0.89","0.54","0","0.49","0.39","0","0.27","0","0.22","0","84.8","-57.4","-65.5","-63.6","83.9","-113","-76","5.5","-26.8","172.4","152","-27.2","0","0","0","119.5","84.5"
"1558525438225","05/22/19  11:43:58.225   ","4.85","84.9","2.931","20.2","1.9","1.722","100","17.76","3.32","0.54","2.3","1.87","0.45","0.89","0.55","0","0","0","0","0","0","0","0","85.7","95.7","-92.6","-166.8","85.7","95.7","-92.6","-166.8","-18.8","21.1","8.4","-165.4","-111","0","0","119.5","0"
"1558525439521","05/22/19  11:43:59.521   ","4.91","85.1","2.938","18.1","1.9","1.722","100","19.58","3.98","1.45","2.11","1.54","0.7","0.75","0.8","0","0.46","0.34","0.25","0","0","0","0","84.2","-24.8","-45.6","-71.1","84.7","-81.8","-75.2","-21.2","-30.7","-171.7","17.2","13.3","-123","0","0","119.5","99"
"1558525440237","05/22/19  11:44:00.237   ","4.94","83.5","2.905","19.5","1.9","1.687","100","18.97","5.12","0.99","1.85","1.95","0.29","0.73","0.59","0","0.27","0.23","0.24","0","0","0","0","85.5","130","-73.9","119.5","85.2","75","-103.1","-144.8","-32.3","-2.2","0","171.9","-114.6","0","0","119.4","0"
"1558525441502","05/22/19  11:44:01.502   ","4.94","83.9","2.934","19.3","1.9","1.783","100","18.21","1.5","1.08","1.62","1.41","0.47","0.83","0.21","0","0","0","0","0","0","0","0","83.6","9.4","-27.6","-93.6","84.5","-46.4","-59.7","-63.8","-20.1","-147.4","103.2","57.2","-83.2","0","86.4","119.5","0"
"1558525442274","05/22/19  11:44:02.274   ","4.94","83.2","2.905","20.1","1.9","1.662","100","19.36","4.68","1.48","1.84","1.31","0.37","0.84","0.4","0.21","0.21","0.21","0.33","0","0","0","0","85.7","111.2","-84.9","141.8","85.7","111.2","-84.9","141.8","-6.9","28.3","39","-144.7","-99.6","0","0","119.5","0"
"1558525443526","05/22/19  11:44:03.526   ","4.87","83","2.906","20.2","1.8","1.753","100","18.18","0.24","1.44","2.56","1.22","0.75","0.97","0.25","0","0.42","0.24","0","0","0","0","0","84.3","44.6","120.3","-145.7","84","-10.6","-36.4","-78.6","-17.1","-111.9","131.1","108.9","-53.3","0","106.1","119.5","-42.9"
"1558525444287","05/22/19  11:44:04.287   ","4.92","84.4","2.903","19.2","1.9","1.65","100","19.3","5.29","1.26","1.78","1.83","0.34","0.72","0.56","0.21","0.27","0.24","0.28","0","0","0","0","85.1","144.5","-67.2","113.2","85.1","144.5","-67.2","113.2","4.7","47.5","142.8","-101.2","-60.2","38.2","83","119.5","0"
"1558525445564","05/22/19  11:44:05.564   ","4.94","83.9","2.906","19.4","1.9","1.767","100","18.05","2.23","0.8","1.96","1.66","0","0.77","0.29","0","0","0.22","0","0","0","0","0","83.7","20","-15.5","-107.5","83.7","20","-15.5","-107.5","-29.9","-60.9","0","132.1","-0.8","0","115.3","119.5","0"
"1558525446329","05/22/19  11:44:06.329   ","4.83","83.5","2.906","19","1.9","1.651","100","19.19","3.93","1.39","1.86","1.08","0.38","0.81","0.43","0","0.24","0.23","0.34","0","0","0","0","84","178.7","-52.1","107.8","86","121.9","-79.2","119","0.9","32.3","79.1","-129","-89","0","74.5","119.5","6.7"
"1558525447578","05/22/19  11:44:07.578   ","4.85","83.4","2.896","20.1","1.9","1.71","100","18.13","4.16","0.52","2.1","1.96","0.45","0.84","0.57","0","0","0.22","0","0","0","0","0","84.5","55.2","-133.2","-144.6","83.9","-0.5","-31.6","-85.3","-19.7","-91.5","141.1","120.8","-38.6","0","115.8","119.5","-19.9"
"1558525448312","05/22/19  11:44:08.312   ","4.78","84.5","2.913","18.7","1.8","1.716","100","18.37","2.13","1.04","2.6","1.37","0","0.92","0.35","0","0.24","0","0.3","0","0","0","0.2","83.3","-151.8","-39.2","58","83.3","-151.8","-39.2","58","-19.8","113.2","0","-49.3","44.8","0","118.8","119.6","57.1"
"1558525449655","05/22/19  11:44:09.655   ","4.92","84.5","2.917","19.1","1.9","1.745","100","17.88","2.66","0.71","2.08","1.78","0.22","0.79","0.45","0","0","0","0","0","0","0","0","83.9","27.8","2.7","-124.3","83.9","27.8","2.7","-124.3","-27.2","-53.5","99.1","141.6","14.1","0","115.8","119.5","0"
"1558525450345","05/22/19  11:44:10.345   ","4.8","84.7","2.911","19.3","1.8","1.725","100","18.43","1.88","0.84","1.32","1.51","0.3","0.9","0","0","0","0.31","0.22","0","0","0","0.25","84","-116.5","-72","21.4","83.8","-175.7","-50.5","103.4","-8.8","84.3","-146.9","-59.5","6","0","112.4","119.4","84.4"
"1558525451660","05/22/19  11:44:11.660   ","4.83","83.5","2.909","20","1.9","1.727","100","18.36","4.51","0.59","2","1.99","0.47","0.77","0.6","0","0.22","0","0","0","0","0","0","84.7","61.2","-120.3","-140.4","83.8","4.9","-29.8","-89.5","-19.9","-82.5","156","123.8","-21.6","0","120.9","119.4","-2.3"
"1558525452381","05/22/19  11:44:12.381   ","4.79","84.3","2.912","18.8","1.8","1.725","100","18.35","1.97","1.13","2.39","1.48","0.2","0.9","0.29","0","0.25","0","0.26","0","0","0","0.2","83.4","-145.4","-38.6","49.9","83.4","-145.4","-38.6","49.9","-16.3","123.1","51.2","-43.7","49.5","0","104.6","119.5","65.2"
"1558525453492","05/22/19  11:44:13.492   ","4.78","85.1","2.923","20.1","1.9","1.712","100","18.21","2.53","0.87","1.8","1.53","0.25","0.91","0.31","0","0","0.26","0","0","0","0","0.26","83.3","-157.8","-42.3","75.9","83.3","-157.8","-42.3","75.9","-21.9","108.7","0","-42.5","35.8","0","107.9","119.5","0"
"1558525454219","05/22/19  11:44:14.219   ","4.78","86","2.948","18.4","1.8","1.739","100","19.49","2.11","1.55","2.37","1.12","0.53","0.75","0.59","0","0.48","0.32","0.3","0.22","0","0","0","83.8","3.4","-29.5","-88.8","83.8","3.4","-29.5","-88.8","-21.3","-88.3","151.4","122.6","-29.7","0","121.3","119.5","-23.5"
"1558525455505","05/22/19  11:44:15.505   ","4.78","84.2","2.941","20","1.9","1.692","100","18.81","4.12","0.8","1.95","2.15","0.54","0.78","0.7","0","0.29","0.2","0.24","0","0","0","0","83.8","-118.2","-66.2","27.2","83.8","-176.5","-50.4","105.5","-9.3","85","-140","-60.5","3.7","0","112","119.5","0"
"1558525456217","05/22/19  11:44:16.217   ","4.74","85","2.92","18.4","1.8","1.774","100","18.22","0.43","1.32","2.9","1.15","0.56","0.91","0.39","0","0.41","0","0.2","0","0","0","0","84","38.3","66.3","-142.3","84","38.3","66.3","-142.3","-19.8","-50","110.1","139.1","5.9","0","142.1","119.6","29.5"
"1558525457484","05/22/19  11:44:17.484   ","4.73","85.2","2.935","18.2","1.9","1.684","100","19.44","3.94","1.58","2.19","1.51","0.65","0.64","0.72","0","0.39","0.22","0.39","0","0.22","0","0","84.8","-80.7","-72.7","-12.9","84.8","-80.7","-72.7","-12.9","-28.7","-169.9","18.5","14","-118","0","0","119.6","123.5"
"1558525458213","05/22/19  11:44:18.213   ","4.88","83.5","2.902","20.1","1.9","1.714","100","19.16","5.26","1.15","1.68","1.89","0.29","0.67","0.63","0","0.26","0.21","0.21","0","0","0","0","85.3","80.8","-100.5","-149","85.3","80.8","-100.5","-149","-30.5","4.8","0","177.8","-130","0","0","119.5","69.5"
"1558525459490","05/22/19  11:44:19.490   ","4.84","83.7","2.905","19.2","1.8","1.747","100","19.01","1.23","1.37","2.71","1.13","0","0.84","0.51","0","0.36","0","0.3","0","0","0","0","84.2","-36.6","-54.6","-64.3","84.2","-36.6","-54.6","-64.3","-15.1","-140.7","113.8","65.5","-72.3","0","112.5","119.5","105.7"
"1558525460221","05/22/19  11:44:20.221   ","4.9","83.5","2.87","19.7","1.9","1.652","100","18.78","4.94","0.9","1.82","1.97","0.35","0.69","0.6","0","0.22","0","0","0","0","0","0","85.6","125.1","-76.6","112.6","85.6","125.1","-76.6","112.6","1.3","31","63.1","-130.2","-91.3","0","77.9","119.5","0"
"1558525461486","05/22/19  11:44:21.486   ","4.9","83.4","2.888","19.9","1.8","1.763","100","18.03","1.6","0.96","1.66","1.39","0.42","0.78","0","0","0","0.2","0","0","0","0","0","83.3","11.5","-29.4","-90.9","83.3","11.5","-29.4","-90.9","-24.6","-73.4","168.9","127","-7.2","0","122","119.5","11.6"
"1558525462226","05/22/19  11:44:22.226   ","4.78","84.5","2.858","19.1","1.9","1.683","100","18.85","1.79","1.05","1.45","1.47","0.36","0.88","0","0","0","0","0.22","0","0","0","0.22","83.7","175.7","-51.5","108.6","83.7","175.7","-51.5","108.6","-3.7","72.3","-179.3","-70.8","-15","46.9","101.2","119.5","0"
"1558525463503","05/22/19  11:44:23.503   ","4.78","84.5","2.877","18.9","1.9","1.684","100","18.63","4.82","0.7","1.91","1.95","0.41","0.73","0.6","0","0.24","0","0","0","0","0","0","84.7","68.4","-105.4","-141.5","84.7","68.4","-105.4","-141.5","-24","-14.7","141.5","164.3","0","0","0","119.5","0.6"
"1558525464231","05/22/19  11:44:24.231   ","4.78","83.6","2.87","19.1","1.8","1.728","100","18.42","3.86","0.68","2.06","2.07","0.6","0.81","0.63","0","0","0","0","0","0","0","0","84.5","-72.2","-71.6","-37.9","84.5","-72.2","-71.6","-37.9","-22.1","-163.9","43.2","23","-109.8","0","0","119.5","84.6"
"1558525465526","05/22/19  11:44:25.526   ","4.92","84.4","2.876","19.1","1.9","1.653","100","19.4","4.06","1.56","1.79","1.02","0.33","0.74","0.38","0","0.26","0","0.27","0","0","0","0","85.5","124","-77.8","110.8","84.7","70.6","-105","-141.9","-27.4","-10.6","145.1","165","0","0","0","119.5","75.1"
"1558525466254","05/22/19  11:44:26.254   ","4.91","83.7","2.88","20.3","1.9","1.701","100","18.69","4","0.74","1.99","2.16","0.59","0.8","0.67","0","0.24","0","0","0","0","0","0","84.4","-67.5","-70.5","-40.5","84.4","-67.5","-70.5","-40.5","-20.3","-163.3","49.4","27.9","-106.6","0","81","119.5","135.3"
"1558525467551","05/22/19  11:44:27.551   ","4.91","83.5","2.858","19.4","1.9","1.695","100","19.01","3.67","1.42","1.79","0.97","0.27","0.75","0.33","0","0.28","0","0.25","0","0","0","0","83.4","-175.7","-49.3","103.9","85.4","129.1","-73.9","113.5","1.5","34.3","94.5","-124.6","-87.1","0","68.8","119.5","0"
"1558525468298","05/22/19  11:44:28.298   ","4.78","85.7","2.872","20.1","1.9","1.664","100","19.58","2.84","1.61","2.25","1.13","0.67","0.64","0.65","0","0.4","0","0.36","0","0","0","0","84.4","-61.6","-68.5","-54.8","84.4","-61.6","-68.5","-54.8","-17.6","-159.1","69.9","34.9","-100.8","0","83.6","119.4","168.6"
"1558525469608","05/22/19  11:44:29.608   ","4.91","83.5","2.888","19.7","1.9","1.721","100","18.68","2.14","0.87","1.3","1.43","0.22","0.81","0","0","0","0.22","0","0","0","0","0.22","83.2","-170","-49.2","97.2","85.1","135","-71.1","111.9","2.3","38.4","101","-117.3","-78.4","0","74.9","119.5","0"
"1558525470341","05/22/19  11:44:30.341   ","4.7","84.1","2.897","18.4","1.8","1.689","100","19.33","2.35","1.59","2.41","1.08","0.56","0.67","0.64","0","0.38","0","0.36","0","0","0","0","83.4","2.2","-35.3","-83.7","84.4","-54","-65","-61.2","-15.9","-152.9","94.1","42.5","-91.9","0","93.8","119.5","4"
"1558525471525","05/22/19  11:44:31.525   ","4.75","84.1","2.892","18.6","1.8","1.691","100","19.62","2.07","1.67","2.43","1.06","0.55","0.71","0.59","0","0.38","0","0.35","0","0","0","0","84.3","-49.8","-62.5","-61.4","84.1","-104.5","-71.2","15.7","-45.8","-176.6","0","-12.6","-148.5","0","0","119.4","104"
"1558525472220","05/22/19  11:44:32.220   ","4.88","83.2","2.855","18.9","1.8","1.663","100","18.28","2.58","2.13","1.9","2.4","1.02","0.56","0.52","0.4","0.37","0.39","0.43","0.21","0","0","0","85.5","117.8","-80.4","125.3","85.5","117.8","-80.4","125.3","-3.2","27.2","59.2","-140.4","-95.3","0","69.9","119.4","0"
"1558525473488","05/22/19  11:44:33.488   ","4.76","83.1","2.872","19.9","1.8","1.761","100","18.32","1.66","1.02","1.64","1.49","0.34","0.76","0","0","0","0.21","0","0","0","0","0","83.3","12.9","-32.6","-92.1","83.3","12.9","-32.6","-92.1","-25.2","-74.2","172.9","125.9","-5.9","0","124","119.4","20.7"
"1558525474229","05/22/19  11:44:34.229   ","4.76","84.5","2.85","19.2","1.9","1.694","100","18.96","1.91","0.91","1.19","1.54","0.32","0.86","0","0","0","0","0.22","0","0","0","0.23","83.5","-177.4","-49.8","106.6","83.5","-177.4","-49.8","106.6","-9.4","82.1","-141.9","-59.5","-5.9","0","107.5","119.5","0"
"1558525475498","05/22/19  11:44:35.498   ","4.74","84.4","2.85","18.9","1.9","1.666","100","18.89","5.07","1.05","1.72","1.98","0.35","0.67","0.65","0","0.3","0","0.2","0","0","0","0","85","77.2","-100.2","-146.4","85","77.2","-100.2","-146.4","-32.6","0.4","0","172.4","-130","0","0","119.5","20.4"
"1558525476231","05/22/19  11:44:36.231   ","4.79","83.3","2.864","20","1.9","1.705","100","18.61","2.19","0.8","1.34","1.41","0.23","0.83","0","0","0","0.23","0","0","0","0","0.22","83.7","-110.4","-70.6","16.2","83.7","-110.4","-70.6","16.2","-39.1","179","141.6","-18","0","0","0","119.5","106.1"
"1558525477511","05/22/19  11:44:37.511   ","4.82","83.2","2.876","18.9","1.8","1.699","100","18.67","2.9","1.15","2.3","1.11","0","0.77","0.34","0","0.28","0","0.24","0","0","0","0","84.9","143.5","-66.3","113.9","84.9","143.5","-66.3","113.9","1.8","45.5","119.8","-106.9","-73.6","6.9","77.3","119.4","72.6"
"1558525478575","05/22/19  11:44:38.575   ","4.82","84.1","2.852","18.6","1.8","1.655","100","19.03","5.31","1.49","1.74","1.67","0.33","0.65","0.55","0.22","0.32","0","0.21","0","0","0","0","84.5","150","-62.4","114.2","85.3","94.7","-93","-162.3","-21.1","18.5","3.4","-168.7","-115","0","72.4","119.4","76.3"
"1558525479770","05/22/19  11:44:39.770   ","4.78","84.3","2.847","20","1.9","1.745","100","17.85","3.88","0.54","2.18","2.01","0.56","0.81","0.61","0","0","0","0","0","0","0","0.2","83.7","50","-151.5","-142","83.3","-3","-39.5","-80.4","-14.8","-107.5","160.8","106.7","-23.9","166","135.4","119.5","0.6"
"1558525480629","05/22/19  11:44:40.629   ","4.71","84.3","2.843","18.8","1.8","1.715","100","18.3","1.99","1.12","2","1.45","0.34","0.75","0","0","0.3","0","0","0","0","0","0.2","83.8","166.1","-54.7","114.2","83.8","166.1","-54.7","114.2","0.5","62.3","159.5","-84.4","-37.8","28.3","90.5","119.3","0"
"1558525481794","05/22/19  11:44:41.794   ","4.72","84.3","2.83","19","1.9","1.659","100","18.5","4.88","0.76","1.85","2.02","0.37","0.71","0.67","0","0.24","0","0","0","0","0","0","85.3","120.6","-78.9","124.9","84.5","67.8","-101.9","-138.4","-26.5","-11.8","154.5","161.8","0","0","0","119.5","81.3"
"1558525482221","05/22/19  11:44:42.221   ","4.84","83","2.853","20","1.9","1.678","100","19.01","5.29","1.55","1.77","1.67","0.31","0.7","0.57","0.22","0.3","0","0.24","0","0","0","0","84.5","152.4","-61","116.3","85.4","97.3","-90.4","-167.1","-18.4","20.5","11.8","-165","-109.8","0","0","119.4","75"
"1558525483496","05/22/19  11:44:43.496   ","4.83","82.9","2.854","20","1.8","1.771","100","18.31","0.24","1.58","2.34","1.1","0.71","0.72","0.27","0","0.36","0","0.23","0","0","0","0","83.4","-3","-36.9","-81.8","83.4","-3","-36.9","-81.8","-14.9","-104.7","156.1","105.7","-21","176.9","134.8","119.4","-8.2"
"1558525484223","05/22/19  11:44:44.223   ","4.75","84.2","2.825","18.9","1.8","1.659","100","18.58","1.87","1.06","1.97","1.51","0.37","0.84","0","0","0.23","0","0","0","0","0","0","83.8","169","-53.5","113","83.8","169","-53.5","113","0.3","65.6","162.5","-78.3","-40","26.4","86.5","119.5","71"
"1558525485501","05/22/19  11:44:45.501   ","4.73","84.3","2.84","18.2","1.9","1.679","100","18.56","4.96","0.79","1.77","1.97","0.37","0.72","0.65","0","0.29","0","0","0","0","0","0","84.9","67.5","-103.1","-137.9","84.9","67.5","-103.1","-137.9","-27.3","-9.5","160.8","166.1","0","0","0","119.5","25.1"
"1558525486222","05/22/19  11:44:46.222   ","4.72","83.3","2.849","19.5","1.8","1.697","100","18.69","4.33","0.83","2","2.21","0.55","0.75","0.66","0","0.24","0","0","0","0","0","0","83.4","-117.7","-61.7","27.7","83.4","-117.7","-61.7","27.7","-29.4","170.5","113.4","-26.2","0","0","0","119.5","95.8"
"1558525487496","05/22/19  11:44:47.496   ","4.78","83.2","2.86","18","1.8","1.679","100","18.99","3.16","1.37","2.11","0.95","0","0.77","0.31","0","0.27","0","0.23","0","0","0","0","84.9","137.8","-68.2","112.1","84.9","137.8","-68.2","112.1","-0.8","39.3","107.4","-119.5","-80","-7.6","79.7","119.4","0"
"1558525488221","05/22/19  11:44:48.221   ","4.87","84.2","2.865","19.7","1.9","1.661","100","19.25","2","1.67","2.57","1.03","0.48","0.66","0.55","0","0.26","0","0.36","0","0","0","0.24","83.1","6.9","-33.9","-83.9","83.1","6.9","-33.9","-83.9","-19","-87.2","174.1","116.7","-9.5","0","128.9","119.4","0"
"1558525489486","05/22/19  11:44:49.486   ","4.85","84.7","2.89","19.6","1.9","1.696","100","18.35","2.64","0.81","1.87","1.51","0.32","0.85","0.41","0","0","0.2","0","0","0","0","0","82.9","-153.1","-36","71.8","82.9","-153.1","-36","71.8","-25.2","108.3","55.6","-52.4","25.8","0","99","119.5","34.3"
"1558525490232","05/22/19  11:44:50.232   ","4.67","85.3","2.883","18.2","1.8","1.751","100","17.82","2.13","0.83","1.82","1.61","0","0.7","0.25","0","0","0","0","0","0","0","0.25","83","20.4","-21.8","-98.8","83","20.4","-21.8","-98.8","-25.7","-65.6","0","125.8","17.2","0","134","119.4","37.2"
"1558525491479","05/22/19  11:44:51.479   ","4.66","85","2.865","19.7","1.8","1.679","100","19.34","4.03","1.77","2.24","1.61","0.61","0.64","0.63","0.27","0.23","0","0.39","0","0","0","0","84.3","-82.2","-71.9","-11.7","84.3","-82.2","-71.9","-11.7","-29.5","-171.9","21.2","13.6","-120.7","0","0","119.4","0"
"1558525492222","05/22/19  11:44:52.222   ","4.81","83.1","2.859","19.9","1.9","1.7","100","18.91","5.3","1.46","1.71","1.83","0.37","0.66","0.67","0.27","0.34","0","0.24","0","0","0","0","84.8","143.7","-64.5","112.8","85.2","89.2","-95.1","-158","-25.3","14.4","-17.3","-175.1","-121.4","0","0","119.4","91.9"
"1558525493484","05/22/19  11:44:53.484   ","4.83","82.9","2.867","19.9","1.7","1.771","100","18.15","0.23","1.41","2.82","0.99","0.58","0.73","0.35","0","0.28","0","0.33","0","0","0","0.23","83.3","-10.7","-42.3","-73.7","83.3","-10.7","-42.3","-73.7","-11.3","-123.5","152.3","84.8","-32.7","-175.8","128.6","119.5","0"
"1558525494222","05/22/19  11:44:54.222   ","4.77","84.4","2.835","18.6","1.8","1.652","100","18.17","2.22","1.14","2.41","1.35","0.4","0.71","0","0","0.43","0","0","0","0","0","0","84.1","160.3","-56.1","113.6","84.1","160.3","-56.1","113.6","0","53.5","134.6","-95.5","-54","21.4","92.1","119.5","57.8"
"1558525495509","05/22/19  11:44:55.509   ","4.76","84.3","2.843","18.6","1.9","1.683","100","18.08","4.42","0.61","2.03","1.97","0.46","0.79","0.62","0","0.21","0","0","0","0","0","0","84.1","60.9","-112.6","-137.1","84.1","60.9","-112.6","-137.1","-13.7","-23.6","137.2","152.1","0","0","0","119.4","9.6"
"1558525496217","05/22/19  11:44:56.217   ","4.72","83.5","2.85","19","1.8","1.696","100","18.35","3.89","0.65","2.06","2.02","0.58","0.81","0.63","0","0.21","0","0","0","0","0","0","84.2","-72.5","-70.7","-38.1","84.2","-72.5","-70.7","-38.1","-24","-166.2","39.3","24.7","-108.9","0","81.4","119.4","94.8"
"1558525497484","05/22/19  11:44:57.484   ","4.88","83.3","2.848","19.4","1.8","1.665","100","18.89","3.71","1.46","1.89","0.95","0","0.7","0.36","0.23","0.35","0","0.21","0","0","0","0","83.3","-174.6","-47.4","105.4","85.1","130.5","-72.1","114.2","-1.4","35","98.6","-129.3","-82.5","-14.8","73.6","119.5","0"
"1558525498229","05/22/19  11:44:58.229   ","4.85","83.8","2.859","19.8","1.9","1.654","100","19.31","2.41","1.78","2.55","1.06","0.54","0.63","0.53","0.24","0.2","0","0.39","0","0","0","0.21","84.2","-53.4","-64","-60","84.2","-53.4","-64","-60","-16.1","-154.6","94.9","44","-93.4","0","84.5","119.4","0"
"1558525499509","05/22/19  11:44:59.509   ","4.83","84.4","2.866","19.4","1.9","1.702","100","18.26","2.55","0.76","1.88","1.41","0.26","0.87","0.4","0","0","0","0","0","0","0","0.2","82.9","-155.1","-36.5","76.6","82.9","-155.1","-36.5","76.6","-26.1","104.5","42.6","-55.4","9.5","0","103.1","119.4","0"
"1558525500260","05/22/19  11:45:00.260   ","4.65","84.9","2.89","18.3","1.8","1.702","100","17.95","2.21","0.85","1.9","1.56","0","0.69","0.25","0","0","0","0","0","0","0","0.22","84.9","76.6","-99.9","-144.3","84.9","-14.1","-39","-10.5","10.7","-122.2","87.4","94.6","0","0","101.1","119.4","47.5"
"1558525501526","05/22/19  11:45:01.526   ","4.63","84.9","2.874","18.2","1.8","1.67","100","19.1","3.79","1.7","2.36","1.51","0.59","0.61","0.6","0.3","0.22","0","0.33","0","0","0","0","84.3","-76.7","-72.6","-19.7","83.1","-129.9","-45.6","49.6","-19.9","145.7","93.6","-47.3","0","0","100.5","119.5","59.4"
"1558525502286","05/22/19  11:45:02.286   ","4.65","84.4","2.871","20.2","1.7","1.749","100","17.74","3.56","0.44","2.3","1.86","0.53","0.82","0.54","0","0","0","0","0","0","0","0.22","85.3","99.2","-90","179.9","83.5","46.3","0","-136.7","-11.7","-46.3","131.7","134.4","16.7","0","146.1","119.5","109.3"
"1558525503544","05/22/19  11:45:03.544   ","4.81","84","2.855","19.9","1.8","1.764","100","19.17","2.05","1.68","2.58","1.06","0.55","0.63","0.51","0.23","0.23","0","0.39","0","0","0","0.22","83.1","5.8","-37.8","-81.8","84.1","-50","-63.4","-62.4","-16.8","-150.9","101.1","45.4","-84.4","0","85.2","119.4","0"
"1558525504326","05/22/19  11:45:04.326   ","4.83","83.3","2.855","19.6","1.9","1.675","100","18.94","4.03","1.57","1.79","1.01","0.27","0.68","0.37","0.21","0.33","0","0.2","0","0","0","0","83.6","-179","-49.4","110","83.9","118.8","-71.8","142.4","-24.8","20.5","67.7","-147","-105.8","0","97.6","119.5","0"
"1558525505566","05/22/19  11:45:05.566   ","4.83","83.7","2.842","19.2","1.8","1.729","100","17.81","2.65","0.73","2.21","1.74","0.28","0.74","0.45","0","0","0","0","0","0","0","0.26","83.1","29.7","-15.9","-117.5","83.1","29.7","-15.9","-117.5","-22.3","-66.4","0","127.3","36.8","0","0","119.5","57.2"
"1558525506299","05/22/19  11:45:06.299   ","4.67","83.7","3.279","19.7","1.8","1.837","100","15.99","1.56","0.6","2.48","1.54","0.7","0.88","0","0.37","0.34","0","0.29","0.31","0","0","0.34","82.6","-155.6","-33","80.6","82.6","-155.6","-33","80.6","-27.5","104.3","55.7","-60","7.1","0","104.4","119.5","0"
"1558525507614","05/22/19  11:45:07.614   ","4.69","83.5","3.216","18.5","1.8","1.733","100","17.9","4.17","0.43","2.12","1.95","0.48","0.81","0.59","0","0.22","0","0","0","0","0","0","85.2","109","-83.8","154","83.7","57","-126.2","-134.4","-9.4","-30.8","138.2","141.7","0","0","0","119.4","87"
"1558525508323","05/22/19  11:45:08.323   ","4.9","83.2","3.166","18.5","1.8","1.741","100","18.12","3.58","0.63","2.17","1.93","0.56","0.82","0.6","0","0.2","0","0","0","0","0","0","84.4","-77.3","-70.3","-23.8","84.4","-77.3","-70.3","-23.8","-27.4","-168","27.4","20","-114.8","0","75.9","119.5","0"
"1558525509692","05/22/19  11:45:09.692   ","4.95","86.2","3.178","18.5","1.8","1.701","100","18.95","4.54","1.69","1.78","1.2","0.32","0.71","0.49","0.36","0.38","0","0.25","0","0","0","0","85.8","112.9","-82.1","129.7","84.4","58.9","-127.1","-132.7","-7.5","-29.5","145.8","143.5","0","0","0","119.6","93.1"
"1558525510355","05/22/19  11:45:10.355   ","4.93","83.8","3.218","18.9","1.9","1.712","100","18.95","4.08","1.59","2.24","1.76","0.49","0.67","0.58","0.25","0.22","0","0.26","0","0","0","0","84.5","-33.8","-52","-62","84.8","-91.5","-69.7","4.4","-40.2","-170.9","-6","-1.6","-123.6","0","0","119.5","0"
