WiringMode,PTRatio,PTSec,PT4Ratio,PT4Sec,CTPrim,CTSec,CT4Prim,CT4Sec,CTXPrim,CTXSec,CT4XPrim,CT4XSec,Resrv1,Resrv2,Resrv3,VDCNom,FreqNom,PhaseOrder,Resrv4,VRng,VOvRng,V4Rng,V4OvRng,IRng,IOvRng,I4Rng,I4OvRng,IXRng,IXOvRng,I4XRng,I4XOvRng,VDCRng,VDCOvRng,Resrv5,Resrv6,Resrv7,Resrv8,Resolution,LowPower,DecPlaces,RelPulseDec,SerialNumber
1.0000000000000000e+00,1.0000000000000000e+00,3.8000000000000000e+02,1.0000000000000000e+00,3.8000000000000000e+02,5.0000000000000000e+01,5.0000000000000000e+00,5.0000000000000000e+01,5.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000000e+00,5.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2500000000000000e+02,5.0000000000000000e+01,0.0000000000000000e+00,0.0000000000000000e+00,690,120,690,120,5,200,5,200,5,3000,5,3000,300,100,0,0,0,0,1,0,0,1,1236997
