"DoubleTime","StringTime","I2 Mag","I2 Ang","kW","I2 THD","I2 TDD","kvar","I2 %HD01","I2 %HD02","I2 %HD03","I2 %HD04","I2 %HD05","I2 %HD06","I2 %HD07","I2 %HD08","I2 %HD09","I2 %HD10","I2 %HD11","I2 %HD12","I2 %HD13","I2 %HD14","I2 %HD15","I2 %HD16","I2 %HD17","I2 H01 ANG","I2 H02 ANG","I2 H03 ANG","I2 H04 ANG","I2 H05 ANG","I2 H06 ANG","I2 H07 ANG","I2 H08 ANG","I2 H09 ANG","I2 H10 ANG","I2 H11 ANG","I2 H12 ANG","I2 H13 ANG","I2 H14 ANG","I2 H15 ANG","V2 Ang","I2 H17 ANG"
"1558520881448","05/22/19  10:28:01.448   ","1.06","-137.8","0.338","25.3","0.6","0.193","100","0.81","19.07","0.53","11.35","0.26","8.68","0.33","6.75","0","3.82","0","1.39","0","1.23","0","0.9","-136.6","28.6","-109.4","0","67.3","143.8","78.6","-131.8","-95.8","0","-128.1","18.8","-148","24.6","-157.3","-120.4","153.4"
"1558520882439","05/22/19  10:28:02.439   ","1.06","-137.1","0.333","25.6","0.5","0.198","100","1.92","18.92","0.26","11.12","0.58","9.35","0.38","6.51","0.2","4.01","0","1.82","0.2","1.43","0","0.22","-137.6","165.9","-109.3","141","66.8","88.2","76.8","10.9","-95.7","29.3","-130.2","0","-150.6","103.2","-139.3","-120.5","121.7"
"1558520883450","05/22/19  10:28:03.450   ","1.1","-136.6","0.338","25.5","0.5","0.194","100","0.75","19.15","0.91","10.92","0.45","9.12","0.46","6.21","0.29","3.57","0","1.86","0","1.59","0","0.53","-137.2","-104.8","-108.9","-14.2","66.9","-116.2","75.7","-169","-97.9","0","-129.3","104.2","-160.6","0","-143.7","-120.6","130.6"
"1558520884430","05/22/19  10:28:04.430   ","1.07","-137.3","0.332","25.6","0.5","0.19","100","1.01","19.3","0.31","11.12","0","9.04","0","6.32","0","3.51","0","1.7","0.22","1.66","0","0.24","-136","-7","-110","142.1","66.4","67.8","79","-33.5","-98.5","-142.9","-119.6","0","-153.2","0","-180","-120.5","148.8"
"1558520885461","05/22/19  10:28:05.461   ","1.08","-137.4","0.336","25.3","0.5","0.191","100","0.86","18.74","0.54","10.93","0","8.73","0.37","6.23","0.33","3.65","0","1.48","0.2","1.61","0","0.91","-136.5","67","-109","-61.4","67.5","0","78.7","-68.1","-99.5","0","-130.3","161.2","-152","0","-160.2","-120.6","93.3"
"1558520886429","05/22/19  10:28:06.429   ","1.08","-136.9","0.337","25.4","0.5","0.191","100","0.96","19.12","0.66","10.86","0.32","9.22","0.48","6.13","0","3.26","0","2.14","0","1.84","0","0.49","-135.8","-150.7","-111.2","-16.4","66.5","-129.5","80.8","-170.3","-98.6","-22.3","-121.5","23.4","-156.7","17.9","-164.8","-120.5","91"
"1558520887470","05/22/19  10:28:07.470   ","1.09","-136.9","0.334","25.6","0.5","0.195","100","1.59","18.92","0.64","11.44","0.55","9.58","0.5","6.5","0.37","3.86","0.26","2.04","0","1.43","0","0.8","-136.4","-109","-110.7","120.7","65.6","82","78.7","21.2","-99","-81.1","-130.4","0","-137","0","-154.4","-120.5","96.5"
"1558520888435","05/22/19  10:28:08.435   ","1.07","-136.8","0.367","24.3","0.6","0.193","100","0.45","18.74","0.47","11.51","0.2","8.32","0.49","6.18","0.55","3.47","0.2","1.11","0.2","1.38","0.28","1.06","-136.6","34.7","-109.3","157.2","68.6","73.3","77.3","-20","-93.3","-127.5","-128.8","138.9","-151.2","147.2","-151.6","-120.4","133"
"1558520889464","05/22/19  10:28:09.464   ","1.07","-137.2","0.336","25.5","0.6","0.196","100","1.08","18.72","1.18","11.36","0.53","9.15","0.57","6.49","0.21","3.74","0","1.89","0.36","1.58","0","0.38","-137.7","87.9","-109.7","-40.1","67.3","-104.2","75.4","-175.7","-93.2","89.4","-127.2","48.4","-170","0","-143.7","-120.6","167.8"
"1558520890423","05/22/19  10:28:10.423   ","1.09","-136.7","0.338","25.5","0.6","0.196","100","1.97","19.26","0.37","10.82","0.33","9.36","0","6.1","0","3.68","0.25","1.88","0","1.75","0","0.22","-137.4","-125.3","-108.6","79.4","68.2","140.9","77.3","0","-94.3","0","-130.3","94.4","-161.2","0","-149.3","-120.5","113.3"
