"DoubleTime","StringTime","I1 Mag","I1 Ang","kW","I1 THD","I1 TDD","kvar","I1 %HD01","I1 %HD02","I1 %HD03","I1 %HD04","I1 %HD05","I1 %HD06","I1 %HD07","I1 %HD08","I1 %HD09","I1 %HD10","I1 %HD11","I1 %HD12","I1 %HD13","I1 %HD14","I1 %HD15","I1 %HD16","I1 %HD17","I1 H01 ANG","I1 H02 ANG","I1 H03 ANG","I1 H04 ANG","I1 H05 ANG","I1 H06 ANG","I1 H07 ANG","I1 H08 ANG","I1 H09 ANG","I1 H10 ANG","I1 H11 ANG","I1 H12 ANG","I1 H13 ANG","I1 H14 ANG","I1 H15 ANG","I1 H16 ANG","I1 H17 ANG"
"1555346933385","04/15/19  16:48:53.385   ","0.3","-42.6","0.185","43.4","0.3","0.176","100","0.58","39.84","0.33","16.19","0.32","3.92","0.32","2.18","0.22","0.93","0.25","0.87","0.55","0.88","0","0.57","-42.3","-53.4","-62.2","-85.6","-68.5","0","-72.2","139.9","-113.6","-168.9","161.1","-32.8","-33","-91.5","-165.4","-138.3","49.2"
"1555346934200","04/15/19  16:48:54.200   ","0.3","-42.4","0.185","43.4","0.3","0.176","100","0.45","39.71","0.55","16.08","0","3.57","0.28","1.8","0","0.92","0.67","0.93","0.22","1.08","0.38","0","-42.2","-50.9","-62.4","-33.1","-67.7","0","-64.6","66","-100.2","0","-158","-156.1","-56.9","122.4","-169.7","-77.7","0"
"1555346935392","04/15/19  16:48:55.392   ","0.3","-42.4","0.184","43","0.3","0.177","100","0.37","39.59","0","15.93","0.35","3.6","0.23","1.45","0.25","0.87","0","1.17","0","0.77","0","0","-42.3","0","-62.8","0","-68.8","158.9","-55.4","132","-97","0","-167.6","-151.2","-44","105.3","-176","0","74.4"
"1555346936208","04/15/19  16:48:56.208   ","0.3","-42.3","0.184","43.6","0.3","0.177","100","0.5","40.05","0.42","15.72","0","3.6","0","2.38","0.42","0.63","0.28","1.13","0","0.97","0.33","0.32","-42.3","-70.3","-62.9","-168.9","-67.5","0","-66.4","0","-95.2","-176.3","-178.3","91.3","-14.9","0","-150.5","141.9","-69.4"
"1555346937535","04/15/19  16:48:57.535   ","0.3","-42.2","0.184","43.5","0.3","0.177","100","0.5","39.85","0.45","16.5","0","3.64","0.32","1.79","0.3","0.45","0","0.94","0.43","0.52","0.28","0.4","-42.4","-95.2","-62.3","0","-69.3","0","-66.7","-128.6","-112.3","-170.5","-172.7","-41.7","-37.5","-96.6","-171.2","0","-66.5"
"1555346938203","04/15/19  16:48:58.203   ","0.3","-42.3","0.184","43.4","0.3","0.176","100","0.39","40.43","0","16.45","0","3.6","0","1.81","0","0.44","0.23","1.07","0.22","0.62","0","0.52","-42.4","-66.2","-62.2","0","-68","0","-67","0","-105.2","0","146.9","-176.8","-56.7","-73.5","-142.7","0","-125.4"
"1555346939383","04/15/19  16:48:59.383   ","0.3","-42.2","0.184","43.3","0.3","0.177","100","0.2","39.72","0","15.96","0","3.67","0.32","1.6","0.45","0.98","0.22","1.17","0.25","0.62","0.25","0.2","-42.3","-128.7","-62.2","-113.8","-68.4","178.7","-57.5","128.1","-94","125.7","-147","0","-55.4","90.3","176.3","0","171.4"
"1555346940185","04/15/19  16:49:00.185   ","0.3","-42.6","0.185","43","0.3","0.177","100","0.45","39.77","0","15.93","0","3.44","0.22","1.52","0","1.04","0","0.92","0","0.83","0.27","0.65","-42.4","-61","-63.1","0","-67.1","0","-64.4","127.1","-89","0","179.6","0","-50.9","0","-169.2","-144.7","73.8"
"1555346941364","04/15/19  16:49:01.364   ","0.3","-42","0.185","43.3","0.3","0.177","100","0.45","39.85","0","16.34","0","3.87","0.25","1.85","0.2","0.83","0.22","1.12","0.22","0.85","0.4","0.52","-42.3","-91.5","-62.8","-117.4","-67","0","-68.9","-60.1","-101.2","0","-139.5","0","-19.8","-72.2","-159.6","0","0"
"1555346942183","04/15/19  16:49:02.183   ","0.3","-42.3","0.185","43.5","0.3","0.177","100","0.68","40.09","0.38","16.12","0.33","3.5","0","1.92","0.28","0.83","0.33","0.9","0.28","0.52","0.32","0.27","-42.4","-60.1","-62.7","-119.1","-69.5","-118.7","-67.8","0","-107.5","168.5","-165.1","-137.1","-32.4","-88","176.5","-163.2","-73.1"
"1555346943374","04/15/19  16:49:03.374   ","0.3","-42.3","0.185","43.2","0.3","0.178","100","0.3","39.66","0","15.96","0.32","3.65","0","1.97","0.38","0.48","0","0.93","0","1.02","0","0.53","-42.5","-73.4","-62.7","141.6","-67.8","0","-67.1","37.2","-97.6","-37","-170.6","-177.6","-27.8","-114.3","-156.5","176","-73.5"
"1555346944187","04/15/19  16:49:04.187   ","0.3","-42.6","0.184","43.5","0.3","0.178","100","0.3","39.92","0","16.27","0.2","3.6","0.22","1.92","0.43","0.62","0","1.23","0","1.35","0.27","0.63","-42.5","-40.6","-62.7","0","-68.6","33.2","-61","114.8","-109","-155.6","-148.9","0","-40.3","0","-146.8","-16.8","-83"
"1555346945520","04/15/19  16:49:05.520   ","0.3","-42.6","0.185","43.2","0.3","0.177","100","0","39.5","0.28","16.09","0","3.51","0","1.34","0.27","0.75","0","0.85","0.25","0.67","0","0","-42.4","-92.7","-63","0","-68.4","105.7","-62.3","97.6","-100.2","0","-179","0","-52.7","0","179.7","-127.5","80.7"
"1555346946566","04/15/19  16:49:06.566   ","0.3","-42.4","0.184","42.9","0.3","0.178","100","0.48","39.45","0.37","16.13","0","3.53","0.38","1.48","0.22","1.11","0.25","0.88","0.2","1.06","0.33","0","-42.3","-78.7","-62.7","0","-69.3","-121","-56","-130.9","-105","177.4","-169.9","150.1","-41.9","-117.8","174.5","-157.7","0"
"1555346947377","04/15/19  16:49:07.377   ","0.3","-42.5","0.185","42.9","0.3","0.178","100","0.47","39.38","0","16","0.25","3.39","0.52","1.7","0.22","1.11","0.2","1.05","0.38","1.03","0","0.28","-42.4","-39.2","-62.9","109.6","-68.1","-135.9","-54.8","0","-94.2","0","-142","-173.2","-21","59.7","-163.5","0","9"
"1555346948203","04/15/19  16:49:08.203   ","0.3","-42.5","0.183","42.7","0.3","0.178","100","0.25","39.51","0.38","16.2","0","3.53","0.37","1.98","0","0.98","0","1.05","0.37","0.97","0","0.5","-42.5","-92.5","-62.8","-138.6","-67.9","0","-62.6","104.1","-105","0","-141.5","0","-29.6","109.6","-172.4","0","-78.4"
"1555346949376","04/15/19  16:49:09.376   ","0.3","-42.5","0.185","43","0.3","0.178","100","0.93","39.69","0","15.94","0.3","3.42","0","1.63","0.43","0.76","0.33","1.05","0","1.2","0.25","0.38","-42.1","-71.7","-62.5","-73","-68.5","-103.8","-71.5","103.1","-117.9","-3","-171.1","0","-22.6","-72.1","-155.6","169.8","-113.2"
"1555346950219","04/15/19  16:49:10.219   ","0.3","-42.2","0.184","43","0.3","0.174","100","1.44","39.58","0.87","16.03","0.35","3.74","0.32","2","0.39","0.94","0.35","1.02","0.29","0.69","0","0","-42","-80.3","-62.5","-46","-69.3","-11.5","-68.1","-125.4","-109.8","-142.1","170","-172.8","-34.4","176.6","165.7","0","0"
"1555346951571","04/15/19  16:49:11.571   ","0.3","-42.3","0.185","43.3","0.3","0.177","100","1.8","39.68","0.48","16.32","0.23","3.57","0","1.43","0.2","0.83","0","1.25","0.75","1","0.23","0.3","-42.4","-71.6","-62.6","-93.9","-67.9","-90.4","-63.1","0","-106.5","-117.6","-136","0","-31.3","-60.1","-168","-82.1","-120.4"
"1555346952460","04/15/19  16:49:12.460   ","0.3","-42.2","0.184","43.7","0.3","0.175","100","2.26","39.76","1.05","16.43","0.25","3.66","0","1.57","0.37","0.45","0.22","1","0.2","0.43","0.33","0.37","-42.2","-80.7","-62.7","-68.8","-68.9","-9.1","-65.9","0","-98.2","-58.7","178.7","107.5","-12.3","-93.4","-172.6","-180","-34.4"
"1555346953375","04/15/19  16:49:13.375   ","0.3","-42.2","0.183","43.4","0.3","0.175","100","2.18","40.24","0.85","16.37","0.62","3.85","0","1.84","0.35","0.79","0","1.04","0.45","0.67","0","0","-42.5","-78.6","-62.9","-73.8","-69.9","-73.1","-60.8","0","-100","0","-137.3","53.8","-37.7","-35.7","166.7","48.1","-45.4"
"1555346954202","04/15/19  16:49:14.202   ","0.3","-42.3","0.185","43.4","0.3","0.176","100","2.36","39.84","1.15","16.3","0.22","3.54","0.27","1.41","0","0.91","0.25","1.08","0.55","0.76","0.27","0.23","-42.2","-79.4","-62.6","-75.8","-68.6","-41.9","-61.3","165.6","-101.2","0","-162.7","121.8","-16.7","-54.7","171.2","132.9","-16.4"
"1555346955379","04/15/19  16:49:15.379   ","0.3","-42.2","0.183","43.2","0.3","0.175","100","1.84","39.63","0.94","16.29","0","3.8","0.33","1.91","0.23","0.67","0.47","1.12","0.35","0.49","0.47","0.27","-42.3","-81","-61.9","-64.8","-68.8","-143.5","-64.8","146.8","-108.9","-155.2","-145.6","144.5","-32.2","-135.9","-169.6","131","0"
